sku,name,category,grade,color_family,image_url,detail_url
89066,Evergreen,Sling Fabrics,,Green,"https://platform.brownjordan.com/media/catalog/product/8/9/89066_tropitone_large_bee0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/89066
10276,Poppy Red,Sling Fabrics,,Red / Coral / Pink,"https://platform.brownjordan.com/media/catalog/product/1/0/10276_tropitone_large_e3fc.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/10276
12334,Calistoga,Sling Fabrics,,Multi / Pattern,"https://platform.brownjordan.com/media/catalog/product/1/2/12334_tropitone_large_1015.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/12334
89059,Caramel,Sling Fabrics,,Brown / Bronze / Earth,"https://platform.brownjordan.com/media/catalog/product/8/9/89059_tropitone_large_0bd3.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/89059
89028,Chestnut,Sling Fabrics,,Brown / Bronze / Earth,"https://platform.brownjordan.com/media/catalog/product/8/9/89028_tropitone_large_89a4.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/89028
14346,Royal Blue,Sling Fabrics,,Blue / Navy / Teal,"https://platform.brownjordan.com/media/catalog/product/1/4/14346_tropitone_large_0cbc.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/14346
89148,Pasadena Cobblestone,Sling Fabrics,,Gray / Charcoal,"https://platform.brownjordan.com/media/catalog/product/8/9/89148_tropitone_large_1fb2.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/89148
89029,Ebony,Sling Fabrics,,Black,"https://platform.brownjordan.com/media/catalog/product/8/9/89029_tropitone_large_04f8.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/89029
89025,Cloud,Sling Fabrics,,White / Ivory / Cream,"https://platform.brownjordan.com/media/catalog/product/8/9/89025_tropitone_large_844b.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/89025
89146,Pasadena Navy,Sling Fabrics,,Blue / Navy / Teal,"https://platform.brownjordan.com/media/catalog/product/8/9/89146_tropitone_large_91a5.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/89146
89068,Sodalite,Sling Fabrics,,Blue / Navy / Teal,"https://platform.brownjordan.com/media/catalog/product/8/9/89068_tropitone_large_42cc.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/89068
89055,Aloe Vera,Sling Fabrics,,Green,"https://platform.brownjordan.com/media/catalog/product/8/9/89055_tropitone_large_c00d.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/89055
89143,Galaxite,Sling Fabrics,,Gray / Charcoal,"https://platform.brownjordan.com/media/catalog/product/8/9/89143_tropitone_large_4484.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/89143
20301,Valencia,Sling Fabrics,,Gray / Charcoal,"https://platform.brownjordan.com/media/catalog/product/2/0/20301_tropitone_large_9214.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/20301
17423,Foothills,Sling Fabrics,,Gray / Charcoal,"https://platform.brownjordan.com/media/catalog/product/1/7/17423_tropitone_large_e574.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/17423
37110,Midnight,Sling Fabrics,,Black,"https://platform.brownjordan.com/media/catalog/product/3/7/37110_tropitone_large_b750.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/37110
12331,Palmer,Sling Fabrics,,Green,"https://platform.brownjordan.com/media/catalog/product/1/2/12331_tropitone_large_2221.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/12331
89131,Charm Tango,Sling Fabrics,,Multi / Pattern,"https://platform.brownjordan.com/media/catalog/product/8/9/89131_tropitone_large_a1e2.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/89131
10399,Waffle Wicker Blue,Sling Fabrics,,Blue / Navy / Teal,"https://platform.brownjordan.com/media/catalog/product/1/0/10399_tropitone_large_50a1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/10399
89021,Almond,Sling Fabrics,,Beige / Sand / Tan,"https://platform.brownjordan.com/media/catalog/product/8/9/89021_tropitone_large_2f88.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/89021
22356,Rocky Coast,Sling Fabrics,,Gray / Charcoal,"https://platform.brownjordan.com/media/catalog/product/2/2/22356_tropitone_large_2fdc.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/22356
14130,Nocciola,Sling Fabrics,,Brown / Bronze / Earth,"https://platform.brownjordan.com/media/catalog/product/1/4/14130_tropitone_large_6341.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/14130
14204,Blue Sky,Sling Fabrics,,Blue / Navy / Teal,"https://platform.brownjordan.com/media/catalog/product/1/4/14204_tropitone_large_48b8.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/14204
1174,Bogota,Sling Fabrics,,Gray / Charcoal,"https://platform.brownjordan.com/media/catalog/product/1/1/1174_tropitone_large_1f84.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/1174
89026,Platinum Grey,Sling Fabrics,,Gray / Charcoal,"https://platform.brownjordan.com/media/catalog/product/8/9/89026_tropitone_large_60b9.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/89026
89065,Sparrow,Sling Fabrics,,Brown / Bronze / Earth,"https://platform.brownjordan.com/media/catalog/product/8/9/89065_tropitone_large_1b29.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/89065
40330,Caballeros,Sling Fabrics,,Gray / Charcoal,"https://platform.brownjordan.com/media/catalog/product/4/0/40330_tropitone_large_3d03.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/40330
23256,Mountain Stone,Sling Fabrics,,Gray / Charcoal,"https://platform.brownjordan.com/media/catalog/product/2/3/23256_tropitone_large_a403.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/23256
24312,Caribbean Breeze,Sling Fabrics,,Blue / Navy / Teal,"https://platform.brownjordan.com/media/catalog/product/2/4/24312_tropitone_large_337f.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/24312
20273,Lemon Lime,Sling Fabrics,,Yellow / Gold,"https://platform.brownjordan.com/media/catalog/product/2/0/20273_tropitone_large_110f.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/20273
24324,Night River,Sling Fabrics,,Gray / Charcoal,"https://platform.brownjordan.com/media/catalog/product/2/4/24324_tropitone_large_2fc8.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/24324
10325,Coral Bay,Sling Fabrics,,Red / Coral / Pink,"https://platform.brownjordan.com/media/catalog/product/1/0/10325_tropitone_large_cca1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/10325
39105,Breezeway,Sling Fabrics,,Gray / Charcoal,"https://platform.brownjordan.com/media/catalog/product/3/9/39105_tropitone_large_add0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/39105
23255,Dark Carbon,Sling Fabrics,,Gray / Charcoal,"https://platform.brownjordan.com/media/catalog/product/2/3/23255_tropitone_large_7cc6.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/23255
12229,Blue Lantern,Sling Fabrics,,Blue / Navy / Teal,"https://platform.brownjordan.com/media/catalog/product/1/2/12229_tropitone_large_bfa8.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/12229
11233,Corniche,Sling Fabrics,,Beige / Sand / Tan,"https://platform.brownjordan.com/media/catalog/product/1/1/11233_tropitone_large_636e.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/11233
89056,Atoll,Sling Fabrics,,Blue / Navy / Teal,"https://platform.brownjordan.com/media/catalog/product/8/9/89056_tropitone_large_e62e.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/89056
12344,Silver Spoon,Sling Fabrics,,Gray / Charcoal,"https://platform.brownjordan.com/media/catalog/product/1/2/12344_tropitone_large_7856.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/12344
89137,Smokey Quartz,Sling Fabrics,,Gray / Charcoal,"https://platform.brownjordan.com/media/catalog/product/8/9/89137_tropitone_large_e366.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/89137
89132,Napa Batik Blue,Sling Fabrics,,Blue / Navy / Teal,"https://platform.brownjordan.com/media/catalog/product/8/9/89132_tropitone_large_82a3.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/89132
17418,Carbonite,Sling Fabrics,,Gray / Charcoal,"https://platform.brownjordan.com/media/catalog/product/1/7/17418_tropitone_large_828c.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/17418
89030,Peacock,Sling Fabrics,,Blue / Navy / Teal,"https://platform.brownjordan.com/media/catalog/product/8/9/89030_tropitone_large_35c2.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/89030
89147,Pasadena Grey Topaz,Sling Fabrics,,Gray / Charcoal,"https://platform.brownjordan.com/media/catalog/product/8/9/89147_tropitone_large_43cf.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/89147
29323,Pepperwood,Sling Fabrics,,Gray / Charcoal,"https://platform.brownjordan.com/media/catalog/product/2/9/29323_tropitone_large_1226.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/29323
89140,Satelite,Sling Fabrics,,Gray / Charcoal,"https://platform.brownjordan.com/media/catalog/product/8/9/89140_tropitone_large_1ecb.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/89140
89149,Madras Tweed Niko,Sling Fabrics,,Multi / Pattern,"https://platform.brownjordan.com/media/catalog/product/8/9/89149_tropitone_large_f1b7.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/89149
41118,Seagull,Sling Fabrics,,Gray / Charcoal,"https://platform.brownjordan.com/media/catalog/product/4/1/41118_tropitone_large_9e01.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/41118
10321,Rincon,Sling Fabrics,,Beige / Sand / Tan,"https://platform.brownjordan.com/media/catalog/product/1/0/10321_tropitone_large_89ca.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/10321
11309,Metallica,Sling Fabrics,,Gray / Charcoal,"https://platform.brownjordan.com/media/catalog/product/1/1/11309_tropitone_large_9ea4.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/11309
89150,Madras Tweed Blueprint,Sling Fabrics,,Multi / Pattern,"https://platform.brownjordan.com/media/catalog/product/8/9/89150_tropitone_large_b722.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/89150
89145,Pyrite,Sling Fabrics,,Gray / Charcoal,"https://platform.brownjordan.com/media/catalog/product/8/9/89145_tropitone_large_ab6c.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/89145
27523,Wintermoor,Sling Fabrics,,Gray / Charcoal,"https://platform.brownjordan.com/media/catalog/product/2/7/27523_tropitone_large_e43d.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/27523
10272,Blue Lagoon,Sling Fabrics,,Blue / Navy / Teal,"https://platform.brownjordan.com/media/catalog/product/1/0/10272_tropitone_large_8cbf.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/10272
89136,Jasper,Sling Fabrics,,Brown / Bronze / Earth,"https://platform.brownjordan.com/media/catalog/product/8/9/89136_tropitone_large_7a5f.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/89136
12327,Watercolor Tweed,Sling Fabrics,,Multi / Pattern,"https://platform.brownjordan.com/media/catalog/product/1/2/12327_tropitone_large_b9b4.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/12327
12360,Mia II,Sling Fabrics,,Black,"https://platform.brownjordan.com/media/catalog/product/1/2/12360_tropitone_large_c012.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/12360
89054,Mica,Sling Fabrics,,Gray / Charcoal,"https://platform.brownjordan.com/media/catalog/product/8/9/89054_tropitone_large_cec7.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/89054
27519,Mossy Bark,Sling Fabrics,,Gray / Charcoal,"https://platform.brownjordan.com/media/catalog/product/2/7/27519_tropitone_large_fab5.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/27519
17415,Deep Woods,Sling Fabrics,,Black,"https://platform.brownjordan.com/media/catalog/product/1/7/17415_tropitone_large_b873.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/17415
5900,Deerfield,Sling Fabrics,,Beige / Sand / Tan,"https://platform.brownjordan.com/media/catalog/product/5/9/5900_tropitone_large_1a4b.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/5900
89060,Ladybird,Sling Fabrics,,Red / Coral / Pink,"https://platform.brownjordan.com/media/catalog/product/8/9/89060_tropitone_large_2e17.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/89060
17417,Facets,Sling Fabrics,,Gray / Charcoal,"https://platform.brownjordan.com/media/catalog/product/1/7/17417_tropitone_large_cab4.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/17417
89061,Birch,Sling Fabrics,,Beige / Sand / Tan,"https://platform.brownjordan.com/media/catalog/product/8/9/89061_tropitone_large_eacb.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/89061
23257,Glamis Dunes,Sling Fabrics,,Gray / Charcoal,"https://platform.brownjordan.com/media/catalog/product/2/3/23257_tropitone_large_b9d9.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/23257
89023,Raffia,Sling Fabrics,,White / Ivory / Cream,"https://platform.brownjordan.com/media/catalog/product/8/9/89023_tropitone_large_65c3.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/89023
27520,Westlands,Sling Fabrics,,Gray / Charcoal,"https://platform.brownjordan.com/media/catalog/product/2/7/27520_tropitone_large_369a.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/27520
27515,Cafe,Sling Fabrics,,Gray / Charcoal,"https://platform.brownjordan.com/media/catalog/product/2/7/27515_tropitone_large_b504.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/27515
14279,Gun Metal,Sling Fabrics,,Gray / Charcoal,"https://platform.brownjordan.com/media/catalog/product/1/4/14279_tropitone_large_033b.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/14279
15110,Rosetta Stone,Sling Fabrics,,Gray / Charcoal,"https://platform.brownjordan.com/media/catalog/product/1/5/15110_tropitone_large_bad9.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/15110
45334,Turquesa,Sling Fabrics,,Black,"https://platform.brownjordan.com/media/catalog/product/4/5/45334_tropitone_large_4af1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/45334
29134,Gaviota,Sling Fabrics,,Black,"https://platform.brownjordan.com/media/catalog/product/2/9/29134_tropitone_large_19bd.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/29134
11370,Gold Coast,Sling Fabrics,,Yellow / Gold,"https://platform.brownjordan.com/media/catalog/product/1/1/11370_tropitone_large_17d7.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/11370
89067,Dark Night,Sling Fabrics,,Gray / Charcoal,"https://platform.brownjordan.com/media/catalog/product/8/9/89067_tropitone_large_8ead.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/89067
13268,Gray Gate,Sling Fabrics,,Gray / Charcoal,"https://platform.brownjordan.com/media/catalog/product/1/3/13268_tropitone_large_f4f8.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/13268
18303,Sutter,Sling Fabrics,,Gray / Charcoal,"https://platform.brownjordan.com/media/catalog/product/1/8/18303_tropitone_large_f7e8.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/18303
89142,Moss,Sling Fabrics,,Green,"https://platform.brownjordan.com/media/catalog/product/8/9/89142_tropitone_large_d550.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/89142
13381,Sparkling Water,Sling Fabrics,,Beige / Sand / Tan,"https://platform.brownjordan.com/media/catalog/product/1/3/13381_tropitone_large_3ae9.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/13381
12326,Twilight,Sling Fabrics,,Black,"https://platform.brownjordan.com/media/catalog/product/1/2/12326_tropitone_large_e59f.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/12326
89057,Duck,Sling Fabrics,,Green,"https://platform.brownjordan.com/media/catalog/product/8/9/89057_tropitone_large_7005.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/89057
20325,Mariner,Sling Fabrics,,Gray / Charcoal,"https://platform.brownjordan.com/media/catalog/product/2/0/20325_tropitone_large_b10b.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/20325
89062,Spring,Sling Fabrics,,Green,"https://platform.brownjordan.com/media/catalog/product/8/9/89062_tropitone_large_f606.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/89062
89069,Beige Grey,Sling Fabrics,,Beige / Sand / Tan,"https://platform.brownjordan.com/media/catalog/product/8/9/89069_tropitone_large_4f51.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/89069
89024,Mist,Sling Fabrics,,Gray / Charcoal,"https://platform.brownjordan.com/media/catalog/product/8/9/89024_tropitone_large_d608.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/89024
17419,Pathway,Sling Fabrics,,Gray / Charcoal,"https://platform.brownjordan.com/media/catalog/product/1/7/17419_tropitone_large_e2e8.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/17419
15223,Skyline Steel,Sling Fabrics,,Black,"https://platform.brownjordan.com/media/catalog/product/1/5/15223_tropitone_large_41c6.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/15223
19210,Cape Cove,Sling Fabrics,,Gray / Charcoal,"https://platform.brownjordan.com/media/catalog/product/1/9/19210_tropitone_large_d896.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/19210
89022,Snow,Sling Fabrics,,White / Ivory / Cream,"https://platform.brownjordan.com/media/catalog/product/8/9/89022_tropitone_large_56be.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/89022
89027,Slate,Sling Fabrics,,Gray / Charcoal,"https://platform.brownjordan.com/media/catalog/product/8/9/89027_tropitone_large_6b3f.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/89027
40335,Chimayo,Sling Fabrics,,Gray / Charcoal,"https://platform.brownjordan.com/media/catalog/product/4/0/40335_tropitone_large_7647.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/40335
89058,Orange,Sling Fabrics,,Orange / Rust,"https://platform.brownjordan.com/media/catalog/product/8/9/89058_tropitone_large_31b6.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/89058
12340,Polo Blue,Sling Fabrics,,Blue / Navy / Teal,"https://platform.brownjordan.com/media/catalog/product/1/2/12340_tropitone_large_14a8.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/12340
1176,Caracas,Sling Fabrics,,Black,"https://platform.brownjordan.com/media/catalog/product/1/1/1176_tropitone_large_a90f.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/1176
1131,Forest Hills,Sling Fabrics,,Green,"https://platform.brownjordan.com/media/catalog/product/1/1/1131_tropitone_large_53cb.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/1131
1183,Winchester,Sling Fabrics,,Beige / Sand / Tan,"https://platform.brownjordan.com/media/catalog/product/1/1/1183_tropitone_large_30f5.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/1183
89032,Cherry,Sling Fabrics,,Red / Coral / Pink,"https://platform.brownjordan.com/media/catalog/product/8/9/89032_tropitone_large_b5ef.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/89032
89063,Basalt,Sling Fabrics,,Gray / Charcoal,"https://platform.brownjordan.com/media/catalog/product/8/9/89063_tropitone_large_44ad.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/89063
89144,Onyx,Sling Fabrics,,Black,"https://platform.brownjordan.com/media/catalog/product/8/9/89144_tropitone_large_ef13.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/89144
89031,Buttercup,Sling Fabrics,,Orange / Rust,"https://platform.brownjordan.com/media/catalog/product/8/9/89031_tropitone_large_1b01.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/89031
89151,Madras Tweed Caramel,Sling Fabrics,,Multi / Pattern,"https://platform.brownjordan.com/media/catalog/product/8/9/89151_tropitone_large_bb7b.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/89151
89138,Cobalt,Sling Fabrics,,Blue / Navy / Teal,"https://platform.brownjordan.com/media/catalog/product/8/9/89138_tropitone_large_fc5d.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/89138
29321,Cobble Stone,Sling Fabrics,,Gray / Charcoal,"https://platform.brownjordan.com/media/catalog/product/2/9/29321_tropitone_large_4c5a.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/29321
19209,Champagne,Sling Fabrics,,Beige / Sand / Tan,"https://platform.brownjordan.com/media/catalog/product/1/9/19209_tropitone_large_cd9e.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/19209
12235,Suri,Sling Fabrics,,Gray / Charcoal,"https://platform.brownjordan.com/media/catalog/product/1/2/12235_tropitone_large_556a.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/12235
14302,Indigo Path,Sling Fabrics,,Blue / Navy / Teal,"https://platform.brownjordan.com/media/catalog/product/1/4/14302_tropitone_large_8a49.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/14302
1186,Noir,Sling Fabrics,,Black,"https://platform.brownjordan.com/media/catalog/product/1/1/1186_tropitone_large_688d.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=&width=",https://www.tropitone.com/materials/fabrics/sling-fabrics/1186
