SKU,Name,Brand,Grade,Primary Color,All Colors,Design,Swatch Image URL
1316,Chesterfield Crème,Sattler / Outdura,B,White,White,Textures,https://frankford.b-cdn.net/fabric_swatches/outdura_chesterfield_chesterfield-creme_1316.jpg
1317,Chesterfield Honey,Sattler / Outdura,B,Beige,Beige,Textures,https://frankford.b-cdn.net/fabric_swatches/outdura_chesterfield_chesterfield-honey_1317.jpg
1318,Chesterfield Pebble,Sattler / Outdura,B,Beige,Beige,Textures,https://frankford.b-cdn.net/fabric_swatches/outdura_chesterfield_chesterfield-pebble_1318.jpg
1319,Chesterfield Mint,Sattler / Outdura,B,Grey,Grey,Textures,https://frankford.b-cdn.net/fabric_swatches/outdura_chesterfield_chesterfield-mint_1319.jpg
1320,Chesterfield Almond,Sattler / Outdura,B,Beige,Beige,Textures,https://frankford.b-cdn.net/fabric_swatches/outdura_chesterfield_chesterfield-almond_1320.jpg
1321,Chesterfield Walnut,Sattler / Outdura,B,Beige,Beige,Textures,https://frankford.b-cdn.net/fabric_swatches/outdura_chesterfield_chesterfield-walnut_1321.jpg
1322,Chesterfield Haze,Sattler / Outdura,B,Beige,Beige,Textures,https://frankford.b-cdn.net/fabric_swatches/outdura_chesterfield_chesterfield-haze_1322.jpg
1323,Chesterfield Smoke,Sattler / Outdura,B,Grey,Grey,Textures,https://frankford.b-cdn.net/fabric_swatches/outdura_chesterfield_chesterfield-smoke_1323.jpg
1324,Chesterfield Coco,Sattler / Outdura,B,Brown,Brown,Textures,https://frankford.b-cdn.net/fabric_swatches/outdura_chesterfield_chesterfield-coco_1324.jpg
1325,Chesterfield Whiskey,Sattler / Outdura,B,Brown,Brown,Textures,https://frankford.b-cdn.net/fabric_swatches/outdura_chesterfield_chesterfield-whiskey_1325.jpg
1326,Chesterfield Steel,Sattler / Outdura,B,Grey,Grey,Textures,https://frankford.b-cdn.net/fabric_swatches/outdura_chesterfield_chesterfield-steel_1326.jpg
1327,Chesterfield Onyx,Sattler / Outdura,B,Black,Black,Textures,https://frankford.b-cdn.net/fabric_swatches/outdura_chesterfield_chesterfield-onyx_1327.jpg
1329,Chesterfield Graphite,Sattler / Outdura,B,Grey,Grey,Textures,https://frankford.b-cdn.net/fabric_swatches/outdura_chesterfield_chesterfield-graphite_1329.jpg
1330,Chesterfield Sailor,Sattler / Outdura,B,Blue,Blue,Textures,https://frankford.b-cdn.net/fabric_swatches/outdura_chesterfield_chesterfield-sailor_1330.jpg
1331,Chesterfield Ruby,Sattler / Outdura,B,Red,Red,Textures,https://frankford.b-cdn.net/fabric_swatches/outdura_chesterfield_chesterfield-ruby_1331.jpg
1332,Chesterfield Grass,Sattler / Outdura,B,Green,Green,Textures,https://frankford.b-cdn.net/fabric_swatches/outdura_chesterfield_chesterfield-grass_1332.jpg
1334,Chesterfield Basil,Sattler / Outdura,B,Green,Green,Textures,https://frankford.b-cdn.net/fabric_swatches/outdura_chesterfield_chesterfield-basil_1334.jpg
15/615,Ciao White,Tempotest®,B,White,White,Solids,https://frankford.b-cdn.net/fabric_swatches/tempotest_foundations_ciao-white_15-615.jpg
151/615,Ciao Khaki,Tempotest®,B,Beige,Beige,Solids,https://frankford.b-cdn.net/fabric_swatches/tempotest_foundations_ciao-khaki_151-615.jpg
1702,Sparkle Pesto,Sattler / Outdura,B,Green,Green,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_sparkle_sparkle-pesto_1702.jpg
1704,Sparkle Skipper,Sattler / Outdura,B,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_sparkle_sparkle-skipper_1704.jpg
1706,Sparkle Birch,Sattler / Outdura,B,White,White,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_sparkle_sparkle-birch_1706.jpg
1707,Sparkle Flax,Sattler / Outdura,B,Beige,Beige,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_sparkle_sparkle-flax_1707.jpg
1710,Sparkle Mica,Sattler / Outdura,B,Black,Black,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_sparkle_sparkle-mica_1710.jpg
1711,Sparkle Granite,Sattler / Outdura,B,Brown,Brown,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_sparkle_sparkle-granite_1711.jpg
1712,Sparkle Buttercup,Sattler / Outdura,B,Yellow,Yellow,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_sparkle_sparkle-buttercup_1712.jpg
1713,Sparkle Pool,Sattler / Outdura,B,Green,Green,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_sparkle_sparkle-pool_1713.jpg
1714,Sparkle Pottery,Sattler / Outdura,B,Orange,Orange,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_sparkle_sparkle-pottery_1714.jpg
1717,Sparkle Terra,Sattler / Outdura,B,Red,Red,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_sparkle_sparkle-terra_1717.jpg
1718,Sparkle Jute,Sattler / Outdura,B,Brown,Brown,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_sparkle_sparkle-jute_1718.jpg
1721,Sparkle Sandstone,Sattler / Outdura,B,Beige,Beige,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_sparkle_sparkle-sandstone_1721.jpg
1723,Sparkle Nautical,Sattler / Outdura,B,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_sparkle_sparkle-nautical_1723.jpg
1726,Sparkle Navy Blue,Sattler / Outdura,B,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_sparkle_sparkle-navy-blue_1726.jpg
1728,Sparkle Turquoise,Sattler / Outdura,B,Green,Green,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_sparkle_sparkle-turquoise_1728.jpg
1730,Sparkle Dove,Sattler / Outdura,B,Grey,Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_sparkle_sparkle-dove_1730.jpg
1731,Sparkle Taupe,Sattler / Outdura,B,Brown,Brown,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_sparkle_sparkle-taupe_1731.jpg
1732,Sparkle Snow,Sattler / Outdura,B,White,White,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_sparkle_sparkle-snow_1732.jpg
1733,Sparkle Mushroom,Sattler / Outdura,B,Brown,Brown,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_sparkle_sparkle-mushroom_1733.jpg
1737,Sparkle Crimson,Sattler / Outdura,B,Red,Red,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_sparkle_sparkle-crimson_1737.jpg
1740,Sparkle Caribbean,Sattler / Outdura,B,Green,Green,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_sparkle_sparkle-caribbean_1740.jpg
1741,Sparkle Peacock,Sattler / Outdura,B,Green,Green,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_sparkle_sparkle-peacock_1741.jpg
1743,Sparkle Baltic,Sattler / Outdura,B,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_sparkle_sparkle-baltic_1743.jpg
1750,Sparkle Indigo,Sattler / Outdura,B,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_sparkle_sparkle-indigo_1750.jpg
1753,Sparkle Slate,Sattler / Outdura,B,Grey,Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_sparkle_sparkle-slate_1753.jpg
1754,Sparkle Willow,Sattler / Outdura,B,Beige,Beige,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_sparkle_sparkle-willow_1754.jpg
1755,Sparkle Driftwood,Sattler / Outdura,B,Brown,Brown,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_sparkle_sparkle-driftwood_1755.jpg
1758,Sparkle Shamrock,Sattler / Outdura,B,Green,Green,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_sparkle_sparkle-shamrock_1758.jpg
1759,Sparkle Conch,Sattler / Outdura,B,Pink,Pink,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_sparkle_sparkle-conch_1759.jpg
1761,Sparkle Ink,Sattler / Outdura,B,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_sparkle_sparkle-ink_1761.jpg
1764,Sparkle Shade,Sattler / Outdura,B,Grey,Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_sparkle_sparkle-shade_1764.jpg
1765,Sparkle Dusk,Sattler / Outdura,B,Brown,Brown,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_sparkle_sparkle-dusk_1765.jpg
1766,Sparkle Mist,Sattler / Outdura,B,White,White,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_sparkle_sparkle-mist_1766.jpg
1767,Sparkle Sailor,Sattler / Outdura,B,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_sparkle_sparkle-sailor_1767.jpg
1768,Sparkle Spring,Sattler / Outdura,B,Green,Green,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_sparkle_sparkle-spring_1768.jpg
1769,Sparkle Grass,Sattler / Outdura,B,Green,Green,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_sparkle_sparkle-grass_1769.jpg
1770,Sparkle Honey,Sattler / Outdura,B,Brown,Brown,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_sparkle_sparkle-honey_1770.jpg
21/615,Ciao Azure,Tempotest®,B,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/tempotest_foundations_ciao-azure_21-615.jpg
22/615,Ciao Turquoise,Tempotest®,B,Blue,Blue | Green,Solids,https://frankford.b-cdn.net/fabric_swatches/tempotest_foundations_ciao-turquoise_22-615.jpg
24/615,Ciao Onyx,Tempotest®,B,Black,Black,Solids,https://frankford.b-cdn.net/fabric_swatches/tempotest_foundations_ciao-onyx_24-615.jpg
30A734,Elements Stripes Simple,Sattler / Outdura,B,Grey,Grey,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-simple_30A734.jpg
314006,Elements (S) 2 Classic Royal Blue,Sattler / Outdura,B,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-2_elements-s-2-classic-royal-blue_314006.jpg
314010,Elements (S) 1 Cloud,Sattler / Outdura,B,White,White,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-1_elements-s-1-cloud_314010.jpg
314011,Elements (S) 2 Nautical,Sattler / Outdura,B,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-2_elements-s-2-nautical_314011.jpg
314016,Elements (S) 2 Mahogany,Sattler / Outdura,B,Brown,Brown,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-2_elements-s-2-mahogany_314016.jpg
314020,Elements (S) 2 Shell,Sattler / Outdura,B,Beige,Beige,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-2_elements-s-2-shell_314020.jpg
314028,Elements (S) 1 Graphite,Sattler / Outdura,B,Grey,Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-1_elements-s-1-graphite_314028.jpg
314030,Elements (S) 1 Fog,Sattler / Outdura,B,Grey,Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-1_elements-s-1-fog_314030.jpg
314072,Elements (S) 2 Bark,Sattler / Outdura,B,Brown,Brown,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-2_elements-s-2-bark_314072.jpg
314083,Elements (S) 1 Forge,Sattler / Outdura,B,Brown,Brown,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-1_elements-s-1-forge_314083.jpg
314154,Elements (S) 2 Black,Sattler / Outdura,B,Black,Black,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-2_elements-s-2-black_314154.jpg
314182,Elements (S) 1 Pearl,Sattler / Outdura,B,White,White,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-1_elements-s-1-pearl_314182.jpg
314325,Elements (S) 1 Almond,Sattler / Outdura,B,White,White,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-1_elements-s-1-almond_314325.jpg
314362,Elements (S) 2 Forest Green,Sattler / Outdura,B,Green,Green,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-2_elements-s-2-forest-green_314362.jpg
314396,Elements (S) 2 Leaf,Sattler / Outdura,B,Green,Green,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-2_elements-s-2-leaf_314396.jpg
314398,Elements (S) 2 Storm Grey,Sattler / Outdura,B,Grey,Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-2_elements-s-2-storm-grey_314398.jpg
314402,Elements (S) 2 Night Sky,Sattler / Outdura,B,Black,Black,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-2_elements-s-2-night-sky_314402.jpg
314403,Elements (S) 2 Oak,Sattler / Outdura,B,Brown,Brown,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-2_elements-s-2-oak_314403.jpg
314488,Elements (S) 2 Merlot,Sattler / Outdura,B,Red,Red,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-2_elements-s-2-merlot_314488.jpg
314550,Elements (S) 2 Midnight,Sattler / Outdura,B,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-2_elements-s-2-midnight_314550.jpg
314638,Elements (S) 1 Ash,Sattler / Outdura,B,Grey,Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-1_elements-s-1-ash_314638.jpg
314660,Elements (S) 2 Sage,Sattler / Outdura,B,Green,Green,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-2_elements-s-2-sage_314660.jpg
314727,Elements (S) 2 Dijon,Sattler / Outdura,B,Yellow,Yellow,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-2_elements-s-2-dijon_314727.jpg
314729,Elements (S) 2 Nutmeg,Sattler / Outdura,B,Brown,Brown,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-2_elements-s-2-nutmeg_314729.jpg
314780,Elements (S) 2 Dove,Sattler / Outdura,B,Beige,Beige,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-2_elements-s-2-dove_314780.jpg
314803,Elements (S) 2 Sattelite,Sattler / Outdura,B,Grey,Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-2_elements-s-2-sattelite_314803.jpg
314818,Elements (S) 1 Nimbus,Sattler / Outdura,B,Grey,Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-1_elements-s-1-nimbus_314818.jpg
314838,Elements (S) 1 Blossum,Sattler / Outdura,B,Red,Red,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-1_elements-s-1-blossum_314838.jpg
314840,Elements (S) 1 Asphalt,Sattler / Outdura,B,Grey,Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-1_elements-s-1-asphalt_314840.jpg
314858,Elements (S) 1 Denim,Sattler / Outdura,B,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-1_elements-s-1-denim_314858.jpg
314880,Elements (S) 1 Gunmetal,Sattler / Outdura,B,Grey,Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-1_elements-s-1-gunmetal_314880.jpg
314881,Elements (S) 2 Ivy,Sattler / Outdura,B,Green,Green,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-2_elements-s-2-ivy_314881.jpg
314882,Elements (S) 1 Pebble,Sattler / Outdura,B,Grey,Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-1_elements-s-1-pebble_314882.jpg
314888,Elements (S) 1 Shadow,Sattler / Outdura,B,Grey,Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-1_elements-s-1-shadow_314888.jpg
314917,Elements (S) 2 Earth,Sattler / Outdura,B,Brown,Brown,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-2_elements-s-2-earth_314917.jpg
314921,Elements (S) 2 Hazel,Sattler / Outdura,B,Beige,Beige,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-2_elements-s-2-hazel_314921.jpg
315052,Elements Stripes Clarity,Sattler / Outdura,B,Yellow,Yellow,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-clarity_315052.jpg
315105,Elements Stripes Wildlife,Sattler / Outdura,B,Black,Black,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-wildlife_315105.jpg
315352,Elements Stripes Downtown,Sattler / Outdura,B,Grey,Grey,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-downtown_315352.jpg
315420,Elements Stripes Branch,Sattler / Outdura,B,Green,Green,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-branch_315420.jpg
315422,Elements Stripes Surround,Sattler / Outdura,B,Blue,Blue,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-surround_315422.jpg
320190,Elements Stripes Lakeside,Sattler / Outdura,B,Blue,Blue,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-lakeside_320190.jpg
320253,Elements Stripes Wooden,Sattler / Outdura,B,Green,Green,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-wooden_320253.jpg
320408,Elements Stripes Municipal,Sattler / Outdura,B,Red,Red,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-municipal_320408.jpg
320409,Elements Stripes Blue Lagoon,Sattler / Outdura,B,Blue,Blue,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-blue-lagoon_320409.jpg
320423,Elements Stripes Climb,Sattler / Outdura,B,Red,Red,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-climb_320423.jpg
320430,Elements Stripes Momentum,Sattler / Outdura,B,Red,Red,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-momentum_320430.jpg
320439,Elements Stripes Autumn,Sattler / Outdura,B,Red,Red,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-autumn_320439.jpg
320441,Elements Stripes Walk,Sattler / Outdura,B,Brown,Brown,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-walk_320441.jpg
320446,Elements Stripes Syrah,Sattler / Outdura,B,Red,Red,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-syrah_320446.jpg
320453,Elements Stripes Charisma,Sattler / Outdura,B,Red,Red,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-charisma_320453.jpg
320458,Elements Stripes Track Mars,Sattler / Outdura,B,Red,Red,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-track-mars_320458.jpg
320493,Elements Stripes Sequence,Sattler / Outdura,B,Grey,Grey,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-sequence_320493.jpg
320530,Elements Stripes Gravity,Sattler / Outdura,B,Blue,Blue,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-gravity_320530.jpg
320553,Elements Stripes Sail,Sattler / Outdura,B,Blue,Blue,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-sail_320553.jpg
320555,Elements Stripes Cruise,Sattler / Outdura,B,Blue,Blue,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-cruise_320555.jpg
320556,Elements Stripes Seaside,Sattler / Outdura,B,Blue,Blue,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-seaside_320556.jpg
320559,Elements Stripes Seashore,Sattler / Outdura,B,Blue,Blue,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-seashore_320559.jpg
320560,Elements Stripes Frame Blueberry,Sattler / Outdura,B,Blue,Blue,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-frame-blueberry_320560.jpg
320573,Elements Stripes Skyline,Sattler / Outdura,B,Blue,Blue,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-skyline_320573.jpg
320584,Elements Stripes Ambience,Sattler / Outdura,B,Blue,Blue,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-ambience_320584.jpg
320592,Elements Stripes Harbor,Sattler / Outdura,B,Blue,Blue,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-harbor_320592.jpg
320660,Elements Stripes Frame Pine,Sattler / Outdura,B,Green,Green,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-frame-pine_320660.jpg
320664,Elements Stripes Eden,Sattler / Outdura,B,Green,Green,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-eden_320664.jpg
320666,Elements Stripes Sacramento,Sattler / Outdura,B,Green,Green,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-sacramento_320666.jpg
320701,Elements Stripes Soil,Sattler / Outdura,B,Brown,Brown,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-soil_320701.jpg
320714,Elements Stripes Trace,Sattler / Outdura,B,Brown,Brown,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-trace_320714.jpg
320715,Elements Stripes Ramble,Sattler / Outdura,B,Brown,Brown,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-ramble_320715.jpg
320716,Elements Stripes Civic,Sattler / Outdura,B,Brown,Brown,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-civic_320716.jpg
320721,Elements Stripes History,Sattler / Outdura,B,Brown,Brown,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-history_320721.jpg
320723,Elements Stripes Sprint,Sattler / Outdura,B,Brown,Brown,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-sprint_320723.jpg
320724,Elements Stripes Boulevard,Sattler / Outdura,B,Brown,Brown,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-boulevard_320724.jpg
320731,Elements Stripes Imprint,Sattler / Outdura,B,Brown,Brown,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-imprint_320731.jpg
320758,Elements Stripes Roof Tile,Sattler / Outdura,B,Red,Red,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-roof-tile_320758.jpg
320775,Elements Stripes Woodland,Sattler / Outdura,B,Green,Green,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-woodland_320775.jpg
320819,Elements Stripes Drift,Sattler / Outdura,B,Grey,Grey,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-drift_320819.jpg
320823,Elements Stripes Dash,Sattler / Outdura,B,Grey,Grey,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-dash_320823.jpg
320830,Elements Stripes Aero,Sattler / Outdura,B,Grey,Grey,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-aero_320830.jpg
320838,Elements Stripes Suburb,Sattler / Outdura,B,Grey,Grey,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-suburb_320838.jpg
320884,Elements Stripes Beam,Sattler / Outdura,B,Grey,Grey,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-beam_320884.jpg
320886,Elements Stripes Edge,Sattler / Outdura,B,Grey,Grey,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-edge_320886.jpg
320888,Elements Stripes Flight,Sattler / Outdura,B,Grey,Grey,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-flight_320888.jpg
320892,Elements Stripes Compass,Sattler / Outdura,B,Grey,Grey,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-compass_320892.jpg
320903,Elements Stripes Ridge,Sattler / Outdura,B,Brown,Brown,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-ridge_320903.jpg
320904,Elements Stripes Countryside,Sattler / Outdura,B,Brown,Brown,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-countryside_320904.jpg
320914,Elements Stripes Terrain,Sattler / Outdura,B,Green,Green,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-terrain_320914.jpg
320954,Elements Stripes Alloy,Sattler / Outdura,B,Grey,Grey,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-alloy_320954.jpg
320956,Elements Stripes Parkway,Sattler / Outdura,B,Green,Green,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-parkway_320956.jpg
320958,Elements Stripes Track Moon,Sattler / Outdura,B,Grey,Grey,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-track-moon_320958.jpg
320974,Elements Stripes Sill,Sattler / Outdura,B,Grey,Grey,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-sill_320974.jpg
320976,Elements Stripes Hideaway,Sattler / Outdura,B,Green,Green,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-hideaway_320976.jpg
364056,Elements Stripes Hike,Sattler / Outdura,B,Brown,Brown,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-hike_364056.jpg
364203,Elements Stripes Hayfield,Sattler / Outdura,B,Green,Green,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-hayfield_364203.jpg
364598,Elements Stripes Landskip,Sattler / Outdura,B,Green,Green,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-stripes_elements-stripes-landskip_364598.jpg
5/615,Ciao Evergreen,Tempotest®,B,Green,Green,Solids,https://frankford.b-cdn.net/fabric_swatches/tempotest_foundations_ciao-evergreen_5-615.jpg
54/615,Ciao Melon,Tempotest®,B,Orange,Orange,Solids,https://frankford.b-cdn.net/fabric_swatches/tempotest_foundations_ciao-melon_54-615.jpg
5401,Solid Forest Green,Sattler / Outdura,B,Green,Green,Solids,https://frankford.b-cdn.net/fabric_swatches/ForestGreen6001.jpg
5402,Solid Pacific Blue,Sattler / Outdura,B,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/PacificBlue6002.jpg
5403,Solid Captain'S Navy,Sattler / Outdura,B,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/CaptainsNavy6003.jpg
