item_number,product_name,collection_name,image_count,overall_width,overall_depth,overall_height,diameter,product_weight,seat_height,arm_height,reclined_length,retail_warranty,contract_warranty,image_1_path,image_1_url,image_2_path,image_2_url,image_3_path,image_3_url,image_4_path,image_4_url
,"42"" Round Bar Table w/ hole",Cascade MGP Tables,1,,,,,,,,,,,images/cascade_mgp_top_table/42_round_bar_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3493_1.jpg,,,,,,
,"42"" Round Dining ""X"" Pedestal Table w/ hole",Cascade MGP Tables,1,,,,,,,,,,,images/cascade_mgp_top_table/42_round_dining_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3495_1.jpg,,,,,,
,"42"" Round Dining Table w/ hole",Cascade MGP Tables,1,,,,,,,,,,,images/cascade_mgp_top_table/42_round_dining_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3491_1.jpg,,,,,,
,"42"" x 84"" Oval Dining Table w/ hole",Cascade MGP Tables,1,,,,,,,,,,,images/cascade_mgp_top_table/42_x_84_oval_dining_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3510_1.jpg,,,,,,
,"48"" Round Balcony ""X"" Pedestal Table w/ hole",Cascade MGP Tables,1,,,,,,,,,,,images/cascade_mgp_top_table/48_round_balcony_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3505_1.jpg,,,,,,
,"48"" Round Bar ""X"" Pedestal Table w/ hole",Cascade MGP Tables,1,,,,,,,,,,,images/cascade_mgp_top_table/48_round_bar_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3506_1.jpg,,,,,,
,"48"" Round Dining ""X"" Pedestal Table w/ hole",Cascade MGP Tables,1,,,,,,,,,,,images/cascade_mgp_top_table/48_round_dining_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3504_1.jpg,,,,,,
,"48"" Round Dining Table w/ hole",Cascade MGP Tables,1,,,,,,,,,,,images/cascade_mgp_top_table/48_round_dining_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3501_1.jpg,,,,,,
,7 1/2' Powdercoat Aluminum Umbrella,Commercial Market Umbrellas,1,,,,,,,,,,,images/commercial_market_umbrella/7_1_2_powdercoat_aluminum_umbrella/product_1.jpg,https://img.telescopecasual.com/PR/233/58_1.jpg,,,,,,
,9' Powdercoat Aluminum Umbrella,Commercial Market Umbrellas,1,,,,,,,,,,,images/commercial_market_umbrella/9_powdercoat_aluminum_umbrella/product_1.jpg,https://img.telescopecasual.com/PR/233/59_1.jpg,,,,,,
,Script Bag,Director Chair Accessories,1,,,,,,,,,,,images/director_chair_accessories/script_bag/product_1.jpg,https://img.telescopecasual.com/PR/233/128_1.jpg,,,,,,
,Canvas Seat/Back,Director Chair Covers,1,,,,,,,,,,,images/director_chair_covers/canvas_seat_back/product_1.jpg,https://img.telescopecasual.com/PR/233/366_1.jpg,,,,,,
8R60,Armless Stacking Side Chair,Dune MGP Sling,1,"21""","25.75""","34.5""",,9 lbs,,,,15 years,5 years,images/dune_mgp_sling/armless_stacking_side_chair/product_1.jpg,https://img.telescopecasual.com/PR/233/2897_1.jpg,,,,,,
7R30,Stacking Armless Chaise w/ Wheels,Dune MGP Sling,3,"27""","69""","43""",,21.25 lbs,,,"78""",15 years,5 years,images/dune_mgp_sling/stacking_armless_chaise_w_wheels/product_1.jpg,https://img.telescopecasual.com/PR/233/480_1.jpg,images/dune_mgp_sling/stacking_armless_chaise_w_wheels/product_2.jpg,https://img.telescopecasual.com/PR/233/480_2.jpg,images/dune_mgp_sling/stacking_armless_chaise_w_wheels/product_3.jpg,https://img.telescopecasual.com/PR/233/480_3.jpg,,
7R30,Stacking Armless Lay-flat Chaise w/ Wheels,Dune MGP Sling,4,"27""","69""","43""",,21.25 lbs,,,"78""",15 years,5 years,images/dune_mgp_sling/stacking_armless_lay_flat_chaise_w_wheels/product_1.jpg,https://img.telescopecasual.com/PR/233/2946_1.jpg,images/dune_mgp_sling/stacking_armless_lay_flat_chaise_w_wheels/product_2.jpg,https://img.telescopecasual.com/PR/233/2946_2.jpg,images/dune_mgp_sling/stacking_armless_lay_flat_chaise_w_wheels/product_3.jpg,https://img.telescopecasual.com/PR/233/2946_3.jpg,images/dune_mgp_sling/stacking_armless_lay_flat_chaise_w_wheels/product_4.jpg,https://img.telescopecasual.com/PR/233/2946_4.jpg
8R60,Stacking Cafe Chair,Dune MGP Sling,1,"21""","25.75""","34.5""",,9 lbs,,,,15 years,5 years,images/dune_mgp_sling/stacking_cafe_chair/product_1.jpg,https://img.telescopecasual.com/PR/233/2898_1.jpg,,,,,,
,Stacking Hydro-Lounge Chaise,Dune MGP Sling,1,,,,,,,,,,,images/dune_mgp_sling/stacking_hydro_lounge_chaise/product_1.jpg,https://img.telescopecasual.com/PR/233/1941_1.jpg,,,,,,
,"Balcony Height Lift Kit for 3F10,3F40,3F70,CF40&amp;CF30",Fire Table Accessories,1,,,,,,,,,,,images/fire_table_accessories/balcony_height_lift_kit_for_3f10_3f40_3f70_cf40_am/product_1.jpg,https://img.telescopecasual.com/PR/233/1789_1.jpg,,,,,,
,"Bar Height Lift Kit for 3F10,3F40,3F70,CF40&amp;CF30",Fire Table Accessories,1,,,,,,,,,,,images/fire_table_accessories/bar_height_lift_kit_for_3f10_3f40_3f70_cf40_amp_cf/product_1.jpg,https://img.telescopecasual.com/PR/233/1793_1.jpg,,,,,,
,"Dining Height Lift Kit for 3F10,3F40,3F70,CF40&amp;CF30",Fire Table Accessories,1,,,,,,,,,,,images/fire_table_accessories/dining_height_lift_kit_for_3f10_3f40_3f70_cf40_amp/product_1.jpg,https://img.telescopecasual.com/PR/233/1792_1.jpg,,,,,,
,10lb Weighted Add-on Bar,Furniture Accessories,1,,,,,,,,,,,images/furniture_accessories/10lb_weighted_add_on_bar/product_1.jpg,https://img.telescopecasual.com/PR/233/532_1.jpg,,,,,,
,"17"" Throw Pillow",Furniture Accessories,1,,,,,,,,,,,images/furniture_accessories/17_throw_pillow/product_1.jpg,https://img.telescopecasual.com/PR/233/10_1.jpg,,,,,,
,"20"" Throw Pillow",Furniture Accessories,1,,,,,,,,,,,images/furniture_accessories/20_throw_pillow/product_1.jpg,https://img.telescopecasual.com/PR/233/8_1.jpg,,,,,,
,ADA-Compliant Leg Plugs for 3850 Legs (Set of 4),Furniture Accessories,1,,,,,,,,,,,images/furniture_accessories/ada_compliant_leg_plugs_for_3850_legs_set_of_4/product_1.jpg,https://img.telescopecasual.com/PR/233/1_1.jpg,,,,,,
,Attachable Pillow,Furniture Accessories,1,,,,,,,,,,,images/furniture_accessories/attachable_pillow/product_1.jpg,https://img.telescopecasual.com/PR/233/3_1.jpg,,,,,,
,Bench Anchor Kit,Furniture Accessories,1,,,,,,,,,,,images/furniture_accessories/bench_anchor_kit/product_1.jpg,https://img.telescopecasual.com/PR/233/2629_1.jpg,,,,,,
,Bolster Pillow,Furniture Accessories,1,,,,,,,,,,,images/furniture_accessories/bolster_pillow/product_1.jpg,https://img.telescopecasual.com/PR/233/1180_1.jpg,,,,,,
,Lumbar Pillow,Furniture Accessories,1,,,,,,,,,,,images/furniture_accessories/lumbar_pillow/product_1.jpg,https://img.telescopecasual.com/PR/233/9_1.jpg,,,,,,
,Sling Starter Tools for Replacement Slings (Set includes 2 of each style),Furniture Accessories,1,,,,,,,,,,,images/furniture_accessories/sling_starter_tools_for_replacement_slings_set_inc/product_1.jpg,https://img.telescopecasual.com/PR/233/3345_1.jpg,,,,,,
,Spreader Bar Tool,Furniture Accessories,1,,,,,,,,,,,images/furniture_accessories/spreader_bar_tool/product_1.jpg,https://img.telescopecasual.com/PR/233/1620_1.jpg,,,,,,
,Universal Chaise Pad,Furniture Accessories,1,,,,,,,,,,,images/furniture_accessories/universal_chaise_pad/product_1.jpg,https://img.telescopecasual.com/PR/233/2285_1.jpg,,,,,,
,Furniture Cover,Furniture Covers,1,,,,,,,,,,,images/furniture_covers/furniture_cover/product_1.jpg,https://img.telescopecasual.com/PR/233/2713_1.jpg,,,,,,
7R30,Four-Position Lay-flat Stacking Armless Chaise,Gardenella Sling,4,"27""","69""","43""",,21.25 lbs,,,"78""",15 years,5 years,images/gardenella_sling/four_position_lay_flat_stacking_armless_chaise/product_1.jpg,https://img.telescopecasual.com/PR/233/430_1.jpg,images/gardenella_sling/four_position_lay_flat_stacking_armless_chaise/product_2.jpg,https://img.telescopecasual.com/PR/233/430_2.jpg,images/gardenella_sling/four_position_lay_flat_stacking_armless_chaise/product_3.jpg,https://img.telescopecasual.com/PR/233/430_3.jpg,images/gardenella_sling/four_position_lay_flat_stacking_armless_chaise/product_4.jpg,https://img.telescopecasual.com/PR/233/430_4.jpg
7R30,Four-Position Stacking Chaise,Gardenella Sling,3,"27""","69""","43""",,21.25 lbs,,,"78""",15 years,5 years,images/gardenella_sling/four_position_stacking_chaise/product_1.jpg,https://img.telescopecasual.com/PR/233/1918_1.jpg,images/gardenella_sling/four_position_stacking_chaise/product_2.jpg,https://img.telescopecasual.com/PR/233/1918_2.jpg,images/gardenella_sling/four_position_stacking_chaise/product_3.jpg,https://img.telescopecasual.com/PR/233/1918_3.jpg,,
SS70,Stacking Arm Chair,Gardenella Sling,2,"28""","27.5""","36.5""",,12.5 lbs,,,,15 years,5 years,images/gardenella_sling/stacking_arm_chair/product_1.jpg,https://img.telescopecasual.com/PR/233/433_1.jpg,images/gardenella_sling/stacking_arm_chair/product_2.jpg,https://img.telescopecasual.com/PR/233/433_2.jpg,,,,
8R60,Stacking Bistro Chair,Gardenella Sling,2,"21""","25.75""","34.5""",,9 lbs,,,,15 years,5 years,images/gardenella_sling/stacking_bistro_chair/product_1.jpg,https://img.telescopecasual.com/PR/233/2048_1.jpg,images/gardenella_sling/stacking_bistro_chair/product_2.jpg,https://img.telescopecasual.com/PR/233/2048_2.jpg,,,,
SS70,Stacking Poolside Chair,Gardenella Sling,2,"28""","27.5""","36.5""",,12.5 lbs,,,,15 years,5 years,images/gardenella_sling/stacking_poolside_chair/product_1.jpg,https://img.telescopecasual.com/PR/233/979_1.jpg,images/gardenella_sling/stacking_poolside_chair/product_2.jpg,https://img.telescopecasual.com/PR/233/979_2.jpg,,,,
,Attachable Pillow,Helios Contract Sling,1,,,,,,,,,,,images/helios_contract_sling/attachable_pillow/product_1.jpg,https://img.telescopecasual.com/PR/233/3567_1.jpg,,,,,,
70D0,Four-Position Lay-flat Stacking Chaise,Helios Contract Sling,1,"27.75""","69""","43""",,20 lbs,,,"78""",15 years,5 years,images/helios_contract_sling/four_position_lay_flat_stacking_chaise/product_1.jpg,https://img.telescopecasual.com/PR/233/3449_1.jpg,,,,,,
70D0,Four-Position Lay-flat Stacking Chaise w/ Polymer Accents,Helios Contract Sling,4,"27.75""","69""","43""",,20 lbs,,,"78""",15 years,5 years,images/helios_contract_sling/four_position_lay_flat_stacking_chaise_w_polymer_a/product_1.jpg,https://img.telescopecasual.com/PR/233/2458_1.jpg,images/helios_contract_sling/four_position_lay_flat_stacking_chaise_w_polymer_a/product_2.jpg,https://img.telescopecasual.com/PR/233/2458_2.jpg,images/helios_contract_sling/four_position_lay_flat_stacking_chaise_w_polymer_a/product_3.jpg,https://img.telescopecasual.com/PR/233/2458_3.jpg,images/helios_contract_sling/four_position_lay_flat_stacking_chaise_w_polymer_a/product_4.jpg,https://img.telescopecasual.com/PR/233/2458_4.jpg
,Universal Chaise Pad,Helios Contract Sling,1,,,,,,,,,,,images/helios_contract_sling/universal_chaise_pad/product_1.jpg,https://img.telescopecasual.com/PR/233/3568_1.jpg,,,,,,
8R60,Stacking Armless Cafe Chair,Kendall / Bazza Sling,1,"21""","25.75""","34.5""",,9 lbs,,,,15 years,5 years,images/kendall_bazza_sling/stacking_armless_cafe_chair/product_1.jpg,https://img.telescopecasual.com/PR/233/2814_1.jpg,,,,,,
,Add-on Arm Kit for 9KS0 Chaise (includes left &amp; right arm),Kendall Sling,1,,,,,,,,,,,images/kendall_sling/add_on_arm_kit_for_9ks0_chaise_includes_left_amp_r/product_1.jpg,https://img.telescopecasual.com/PR/233/3434_1.jpg,,,,,,
8R60,Balcony Height Stacking Armless Cafe Chair,Kendall Sling,4,"21""","25.75""","34.5""",,9 lbs,,,,15 years,5 years,images/kendall_sling/balcony_height_stacking_armless_cafe_chair/product_1.jpg,https://img.telescopecasual.com/PR/233/3268_1.jpg,images/kendall_sling/balcony_height_stacking_armless_cafe_chair/product_2.jpg,https://img.telescopecasual.com/PR/233/3268_2.jpg,images/kendall_sling/balcony_height_stacking_armless_cafe_chair/product_3.jpg,https://img.telescopecasual.com/PR/233/3268_3.jpg,images/kendall_sling/balcony_height_stacking_armless_cafe_chair/product_4.jpg,https://img.telescopecasual.com/PR/233/3268_4.jpg
8R60,Bar Height Stacking Armless Cafe Chair,Kendall Sling,4,"21""","25.75""","34.5""",,9 lbs,,,,15 years,5 years,images/kendall_sling/bar_height_stacking_armless_cafe_chair/product_1.jpg,https://img.telescopecasual.com/PR/233/3270_1.jpg,images/kendall_sling/bar_height_stacking_armless_cafe_chair/product_2.jpg,https://img.telescopecasual.com/PR/233/3270_2.jpg,images/kendall_sling/bar_height_stacking_armless_cafe_chair/product_3.jpg,https://img.telescopecasual.com/PR/233/3270_3.jpg,images/kendall_sling/bar_height_stacking_armless_cafe_chair/product_4.jpg,https://img.telescopecasual.com/PR/233/3270_4.jpg
7R30,Lay-flat Stacking Armless Chaise,Kendall Sling,1,"27""","69""","43""",,21.25 lbs,,,"78""",15 years,5 years,images/kendall_sling/lay_flat_stacking_armless_chaise/product_1.jpg,https://img.telescopecasual.com/PR/233/3432_1.jpg,,,,,,
8R60,Stacking Armless Cafe Chair,Kendall Sling,2,"21""","25.75""","34.5""",,9 lbs,,,,15 years,5 years,images/kendall_sling/stacking_armless_cafe_chair/product_1.jpg,https://img.telescopecasual.com/PR/233/2895_1.jpg,images/kendall_sling/stacking_armless_cafe_chair/product_2.jpg,https://img.telescopecasual.com/PR/233/2895_2.jpg,,,,
7R30,Stacking Armless Lay-flat Chaise,Kendall Sling,1,"27""","69""","43""",,21.25 lbs,,,"78""",15 years,5 years,images/kendall_sling/stacking_armless_lay_flat_chaise/product_1.jpg,https://img.telescopecasual.com/PR/233/527_1.jpg,,,,,,
8R60,Stacking Balcony Height Arm Chair,Kendall Sling,1,"21""","25.75""","34.5""",,9 lbs,,,,15 years,5 years,images/kendall_sling/stacking_balcony_height_arm_chair/product_1.jpg,https://img.telescopecasual.com/PR/233/1324_1.jpg,,,,,,
8R60,Stacking Bar Height Arm Chair,Kendall Sling,1,"21""","25.75""","34.5""",,9 lbs,,,,15 years,5 years,images/kendall_sling/stacking_bar_height_arm_chair/product_1.jpg,https://img.telescopecasual.com/PR/233/1333_1.jpg,,,,,,
8R60,Stacking Cafe Chair,Kendall Sling,1,"21""","25.75""","34.5""",,9 lbs,,,,15 years,5 years,images/kendall_sling/stacking_cafe_chair/product_1.jpg,https://img.telescopecasual.com/PR/233/1088_1.jpg,,,,,,
9A70,Stacking Chat Height Chair,Kendall Sling,1,"30.75""","29.5""","38.5""",,24 lbs,,,,15 years,5 years,images/kendall_sling/stacking_chat_height_chair/product_1.jpg,https://img.telescopecasual.com/PR/233/2385_1.jpg,,,,,,
KK70,Arm Chair,Larssen Cushion,2,"30""","35.25""","36.25""",,33.25 lbs,,,,15 years,3 years,images/larssen_cushion_collection/arm_chair/product_1.jpg,https://img.telescopecasual.com/PR/233/1642_1.jpg,images/larssen_cushion_collection/arm_chair/product_2.jpg,https://img.telescopecasual.com/PR/233/1642_2.jpg,,,,
KK70,Arm Chair w/ Polymer Arms,Larssen Cushion,4,"30""","35.25""","36.25""",,33.25 lbs,,,,15 years,3 years,images/larssen_cushion_collection/arm_chair_w_polymer_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/3225_1.jpg,images/larssen_cushion_collection/arm_chair_w_polymer_arms/product_2.jpg,https://img.telescopecasual.com/PR/233/3225_2.jpg,images/larssen_cushion_collection/arm_chair_w_polymer_arms/product_3.jpg,https://img.telescopecasual.com/PR/233/3225_3.jpg,images/larssen_cushion_collection/arm_chair_w_polymer_arms/product_4.jpg,https://img.telescopecasual.com/PR/233/3225_4.jpg
KK60,Swivel Rocker,Larssen Cushion,2,"30""","35.25""","36.25""",,43.25 lbs,,,,15 years,1 years,images/larssen_cushion_collection/swivel_rocker/product_1.jpg,https://img.telescopecasual.com/PR/233/2659_1.jpg,images/larssen_cushion_collection/swivel_rocker/product_2.jpg,https://img.telescopecasual.com/PR/233/2659_2.jpg,,,,
KK60,Swivel Rocker w/ Polymer Arms,Larssen Cushion,1,"30""","35.25""","36.25""",,43.25 lbs,,,,15 years,1 years,images/larssen_cushion_collection/swivel_rocker_w_polymer_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/3227_1.jpg,,,,,,
,Three-Seat Sofa,Larssen Cushion,4,,,,,,,,,,,images/larssen_cushion_collection/three_seat_sofa/product_1.jpg,https://img.telescopecasual.com/PR/233/2936_1.jpg,images/larssen_cushion_collection/three_seat_sofa/product_2.jpg,https://img.telescopecasual.com/PR/233/2936_2.jpg,images/larssen_cushion_collection/three_seat_sofa/product_3.jpg,https://img.telescopecasual.com/PR/233/2936_3.jpg,images/larssen_cushion_collection/three_seat_sofa/product_4.jpg,https://img.telescopecasual.com/PR/233/2936_4.jpg
,Three-Seat Sofa w/ Polymer Arms,Larssen Cushion,1,,,,,,,,,,,images/larssen_cushion_collection/three_seat_sofa_w_polymer_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/3231_1.jpg,,,,,,
,Two-Seat Loveseat,Larssen Cushion,4,,,,,,,,,,,images/larssen_cushion_collection/two_seat_loveseat/product_1.jpg,https://img.telescopecasual.com/PR/233/2937_1.jpg,images/larssen_cushion_collection/two_seat_loveseat/product_2.jpg,https://img.telescopecasual.com/PR/233/2937_2.jpg,images/larssen_cushion_collection/two_seat_loveseat/product_3.jpg,https://img.telescopecasual.com/PR/233/2937_3.jpg,images/larssen_cushion_collection/two_seat_loveseat/product_4.jpg,https://img.telescopecasual.com/PR/233/2937_4.jpg
,Two-Seat Loveseat w/ Polymer Arms,Larssen Cushion,1,,,,,,,,,,,images/larssen_cushion_collection/two_seat_loveseat_w_polymer_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/3229_1.jpg,,,,,,
8R60,Armless Stacking Side Chair,Leeward / Dune MGP Sling,1,"21""","25.75""","34.5""",,9 lbs,,,,15 years,5 years,images/leeward_dune_mgp_sling/armless_stacking_side_chair/product_1.jpg,https://img.telescopecasual.com/PR/233/2261_1.jpg,,,,,,
8R60,Stacking Cafe Chair,Leeward / Dune MGP Sling,1,"21""","25.75""","34.5""",,9 lbs,,,,15 years,5 years,images/leeward_dune_mgp_sling/stacking_cafe_chair/product_1.jpg,https://img.telescopecasual.com/PR/233/502_1.jpg,,,,,,
8R60,Stacking Cafe Chair w/ Rustic Arms,Leeward / Dune MGP Sling,1,"21""","25.75""","34.5""",,9 lbs,,,,15 years,5 years,images/leeward_dune_mgp_sling/stacking_cafe_chair_w_rustic_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/3252_1.jpg,,,,,,
9410,Arm Chair w/ MGP Arms,Leeward MGP Sling,1,"29""","28.5""","38.5""",,24 lbs,,,,15 years,5 years,images/leeward_mgp_sling/arm_chair_w_mgp_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/501_1.jpg,,,,,,
9410,Arm Chair w/ Rustic Arms,Leeward MGP Sling,1,"29""","28.5""","38.5""",,24 lbs,,,,15 years,5 years,images/leeward_mgp_sling/arm_chair_w_rustic_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/3250_1.jpg,,,,,,
9L10,Armless Stacking Side Chair,Leeward MGP Sling,1,"21.5""","23.5""","33.75""",,,,,,15 years,5 years,images/leeward_mgp_sling/armless_stacking_side_chair/product_1.jpg,https://img.telescopecasual.com/PR/233/2899_1.jpg,,,,,,
,Balcony Height  Swivel Arm Chair w/ MGP Arms,Leeward MGP Sling,1,,,,,,,,,,,images/leeward_mgp_sling/balcony_height_swivel_arm_chair_w_mgp_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/491_1.jpg,,,,,,
,Balcony Height Swivel Arm Chair w/ Rustic Arms,Leeward MGP Sling,1,,,,,,,,,,,images/leeward_mgp_sling/balcony_height_swivel_arm_chair_w_rustic_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/3262_1.jpg,,,,,,
,Bar Height Swivel Arm Chair w/ MGP Arms,Leeward MGP Sling,1,,,,,,,,,,,images/leeward_mgp_sling/bar_height_swivel_arm_chair_w_mgp_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/490_1.jpg,,,,,,
,Bar Height Swivel Arm Chair w/ Rustic Arms,Leeward MGP Sling,1,,,,,,,,,,,images/leeward_mgp_sling/bar_height_swivel_arm_chair_w_rustic_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/3264_1.jpg,,,,,,
9N30,Lay-flat Stacking Armless Chaise w/ Wheels,Leeward MGP Sling,1,"25.5""","73.75""","40""",,34 lbs,,,"79""",15 years,5 years,images/leeward_mgp_sling/lay_flat_stacking_armless_chaise_w_wheels/product_1.jpg,https://img.telescopecasual.com/PR/233/496_1.jpg,,,,,,
9L20,Lay-flat Stacking Armless Long Frame Chaise w/ Wheels,Leeward MGP Sling,2,"28.5""","72""","43.75""",,45 lbs,"18""",,"78""",15 years,5 years,images/leeward_mgp_sling/lay_flat_stacking_armless_long_frame_chaise_w_whee/product_1.jpg,https://img.telescopecasual.com/PR/233/991_1.jpg,images/leeward_mgp_sling/lay_flat_stacking_armless_long_frame_chaise_w_whee/product_2.jpg,https://img.telescopecasual.com/PR/233/991_2.jpg,,,,
,MGP Arm Kit for 9400 &amp; 9L20 Chaises,Leeward MGP Sling,1,,,,,,,,,,,images/leeward_mgp_sling/mgp_arm_kit_for_9400_amp_9l20_chaises/product_1.jpg,https://img.telescopecasual.com/PR/233/3399_1.jpg,,,,,,
,Rustic Arm Kit for 9400 &amp; 9L20 Chaises,Leeward MGP Sling,1,,,,,,,,,,,images/leeward_mgp_sling/rustic_arm_kit_for_9400_amp_9l20_chaises/product_1.jpg,https://img.telescopecasual.com/PR/233/3400_1.jpg,,,,,,
9500,Stacking Cafe Chair,Leeward MGP Sling,1,"28.5""","26""","34""",,17 lbs,,,,15 years,5 years,images/leeward_mgp_sling/stacking_cafe_chair/product_1.jpg,https://img.telescopecasual.com/PR/233/2900_1.jpg,,,,,,
9500,Stacking Cafe Chair w/ Rustic Arms,Leeward MGP Sling,1,"28.5""","26""","34""",,17 lbs,,,,15 years,5 years,images/leeward_mgp_sling/stacking_cafe_chair_w_rustic_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/3321_1.jpg,,,,,,
9530,Supreme Arm Chair w/ MGP Arms,Leeward MGP Sling,1,"29""","28.5""","44.25""",,26 lbs,,,,15 years,5 years,images/leeward_mgp_sling/supreme_arm_chair_w_mgp_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/503_1.jpg,,,,,,
9530,Supreme Arm Chair w/ Rustic Arms,Leeward MGP Sling,1,"29""","28.5""","44.25""",,26 lbs,,,,15 years,5 years,images/leeward_mgp_sling/supreme_arm_chair_w_rustic_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/3254_1.jpg,,,,,,
9550,Supreme Rocker w/ MGP Arms,Leeward MGP Sling,1,"29""","31""","44""",,29 lbs,,,,15 years,5 years,images/leeward_mgp_sling/supreme_rocker_w_mgp_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/504_1.jpg,,,,,,
9550,Supreme Rocker w/ Rustic Arms,Leeward MGP Sling,1,"29""","31""","44""",,29 lbs,,,,15 years,5 years,images/leeward_mgp_sling/supreme_rocker_w_rustic_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/3260_1.jpg,,,,,,
9540,Supreme Swivel Rocker w/ MGP Arms,Leeward MGP Sling,1,"29""","28.5""","44.25""",,31 lbs,,,,15 years,1 years,images/leeward_mgp_sling/supreme_swivel_rocker_w_mgp_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/498_1.jpg,,,,,,
9540,Supreme Swivel Rocker w/ Rustic Arms,Leeward MGP Sling,1,"29""","28.5""","44.25""",,31 lbs,,,,15 years,1 years,images/leeward_mgp_sling/supreme_swivel_rocker_w_rustic_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/3258_1.jpg,,,,,,
9450,Swivel Rocker w/ MGP Arms,Leeward MGP Sling,1,"29""","28.5""","38.5""",,29 lbs,,,,15 years,1 years,images/leeward_mgp_sling/swivel_rocker_w_mgp_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/497_1.jpg,,,,,,
9450,Swivel Rocker w/ Rustic Arms,Leeward MGP Sling,1,"29""","28.5""","38.5""",,29 lbs,,,,15 years,1 years,images/leeward_mgp_sling/swivel_rocker_w_rustic_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/3256_1.jpg,,,,,,
,Add-On Chaise Connector Kit,Leeward Supreme / Leeward MGP Cushion,1,,,,,,,,,,,images/leeward_mgp_cushion/add_on_chaise_connector_kit/product_1.jpg,https://img.telescopecasual.com/PR/233/3165_1.jpg,,,,,,
,Armless Single-Seat Fixed Section,Leeward Supreme / Leeward MGP Cushion,2,,,,,,,,,,,images/leeward_mgp_cushion/armless_single_seat_fixed_section/product_1.jpg,https://img.telescopecasual.com/PR/233/1826_1.jpg,images/leeward_mgp_cushion/armless_single_seat_fixed_section/product_2.jpg,https://img.telescopecasual.com/PR/233/1826_2.jpg,,,,
,Armless Single-Seat Hidden Motion Section,Leeward Supreme / Leeward MGP Cushion,1,,,,,,,,,,,images/leeward_mgp_cushion/armless_single_seat_hidden_motion_section/product_1.jpg,https://img.telescopecasual.com/PR/233/2929_1.jpg,,,,,,
,Corner Fixed Section,Leeward Supreme / Leeward MGP Cushion,2,,,,,,,,,,,images/leeward_mgp_cushion/corner_fixed_section/product_1.jpg,https://img.telescopecasual.com/PR/233/1825_1.jpg,images/leeward_mgp_cushion/corner_fixed_section/product_2.jpg,https://img.telescopecasual.com/PR/233/1825_2.jpg,,,,
,Furniture Clip (Set of 2),Leeward Supreme / Leeward MGP Cushion,1,,,,,,,,,,,images/leeward_mgp_cushion/furniture_clip_set_of_2/product_1.jpg,https://img.telescopecasual.com/PR/233/1897_1.jpg,,,,,,
,Hidden Motion Arm Chair w/ MGP Arms,Leeward Supreme / Leeward MGP Cushion,2,,,,,,,,,,,images/leeward_mgp_cushion/hidden_motion_arm_chair_w_mgp_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/466_1.jpg,images/leeward_mgp_cushion/hidden_motion_arm_chair_w_mgp_arms/product_2.jpg,https://img.telescopecasual.com/PR/233/466_2.jpg,,,,
,Hidden Motion Arm Chair w/ Rustic Arms,Leeward Supreme / Leeward MGP Cushion,1,,,,,,,,,,,images/leeward_mgp_cushion/hidden_motion_arm_chair_w_rustic_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/3203_1.jpg,,,,,,
,Hidden Motion Loveseat w/ MGP Arms,Leeward Supreme / Leeward MGP Cushion,2,,,,,,,,,,,images/leeward_mgp_cushion/hidden_motion_loveseat_w_mgp_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/467_1.jpg,images/leeward_mgp_cushion/hidden_motion_loveseat_w_mgp_arms/product_2.jpg,https://img.telescopecasual.com/PR/233/467_2.jpg,,,,
