item_number,product_name,collection_name,image_count,overall_width,overall_depth,overall_height,diameter,product_weight,seat_height,arm_height,reclined_length,retail_warranty,contract_warranty,image_1_path,image_1_url,image_2_path,image_2_url,image_3_path,image_3_url,image_4_path,image_4_url
1P80,"10"" x 27"" Chaise Table",MGP Slat Top Tables,1,"64""","66.25""","29""",,120 lbs,,,,15 years,5 years,images/mgp_top_tables_slat/10_x_27_chaise_table/product_1.jpg,https://img.telescopecasual.com/PR/233/1158_1.jpg,,,,,,
1P80,"17 1/2"" Square Side Table",MGP Slat Top Tables,1,"64""","66.25""","29""",,120 lbs,,,,15 years,5 years,images/mgp_top_tables_slat/17_1_2_square_side_table/product_1.jpg,https://img.telescopecasual.com/PR/233/1917_1.jpg,,,,,,
5100,"17"" Square End Table",MGP Slat Top Tables,1,,,,"28.5""",,,,,15 years,3 years,images/mgp_top_tables_slat/17_square_end_table/product_1.jpg,https://img.telescopecasual.com/PR/233/216_1.jpg,,,,,,
1P80,"18"" Round  End Table",MGP Slat Top Tables,1,"64""","66.25""","29""",,120 lbs,,,,15 years,5 years,images/mgp_top_tables_slat/18_round_end_table/product_1.jpg,https://img.telescopecasual.com/PR/233/2391_1.jpg,,,,,,
5100,"18"" Square End Table",MGP Slat Top Tables,1,,,,"28.5""",,,,,15 years,3 years,images/mgp_top_tables_slat/18_square_end_table/product_1.jpg,https://img.telescopecasual.com/PR/233/221_1.jpg,,,,,,
50Q0,"18""x54"" Rectangular Balcony Parson Table w/o hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/18_x54_rectangular_balcony_parson_table_w_o_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2740_1.jpg,,,,,,
50Q0,"18""x54"" Rectangular Bar Parson Table w/o hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/18_x54_rectangular_bar_parson_table_w_o_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2741_1.jpg,,,,,,
50Q0,"18""x54"" Rectangular Dining Parson Table w/o hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/18_x54_rectangular_dining_parson_table_w_o_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2739_1.jpg,,,,,,
,"21"" Round Deluxe End Table",MGP Slat Top Tables,1,,,,,,,,,,,images/mgp_top_tables_slat/21_round_deluxe_end_table/product_1.jpg,https://img.telescopecasual.com/PR/233/212_1.jpg,,,,,,
5100,"21"" Square End Table",MGP Slat Top Tables,1,,,,"28.5""",,,,,15 years,3 years,images/mgp_top_tables_slat/21_square_end_table/product_1.jpg,https://img.telescopecasual.com/PR/233/214_1.jpg,,,,,,
1P80,"21"" x 42"" Coffee Table",MGP Slat Top Tables,1,"64""","66.25""","29""",,120 lbs,,,,15 years,5 years,images/mgp_top_tables_slat/21_x_42_coffee_table/product_1.jpg,https://img.telescopecasual.com/PR/233/2984_1.jpg,,,,,,
1P80,"23"" Round End Table",MGP Slat Top Tables,1,"64""","66.25""","29""",,120 lbs,,,,15 years,5 years,images/mgp_top_tables_slat/23_round_end_table/product_1.jpg,https://img.telescopecasual.com/PR/233/2272_1.jpg,,,,,,
50Q0,"24"" Square Balcony ""X"" Pedestal Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/24_square_balcony_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3552_1.jpg,,,,,,
50Q0,"24"" Square Bar ""X"" Pedestal Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/24_square_bar_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3553_1.jpg,,,,,,
50Q0,"24"" Square Dining ""X"" Pedestal Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/24_square_dining_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3551_1.jpg,,,,,,
50Q0,"24"" Square End Table Height ""X"" Pedestal Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/24_square_end_table_height_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3554_1.jpg,,,,,,
1P80,"24"" x 42"" Oval Coffee Table",MGP Slat Top Tables,1,"64""","66.25""","29""",,120 lbs,,,,15 years,5 years,images/mgp_top_tables_slat/24_x_42_oval_coffee_table/product_1.jpg,https://img.telescopecasual.com/PR/233/2268_1.jpg,,,,,,
1P80,"24"" x 48"" Rectangular Coffee Table",MGP Slat Top Tables,1,"64""","66.25""","29""",,120 lbs,,,,15 years,5 years,images/mgp_top_tables_slat/24_x_48_rectangular_coffee_table/product_1.jpg,https://img.telescopecasual.com/PR/233/2986_1.jpg,,,,,,
50Q0,"30"" Round Balcony ""X"" Pedestal Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/30_round_balcony_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3520_1.jpg,,,,,,
50Q0,"30"" Round Balcony Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/30_round_balcony_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3516_1.jpg,,,,,,
50Q0,"30"" Round Bar ""X"" Pedestal Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/30_round_bar_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3521_1.jpg,,,,,,
50Q0,"30"" Round Bar Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/30_round_bar_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3517_1.jpg,,,,,,
50Q0,"30"" Round Dining ""X"" Pedestal Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/30_round_dining_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3519_1.jpg,,,,,,
50Q0,"30"" Round Dining Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/30_round_dining_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3515_1.jpg,,,,,,
50Q0,"30"" Round End Table Height ""X"" Pedestal Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/30_round_end_table_height_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3518_1.jpg,,,,,,
50Q0,"36"" Round Balcony ""X"" Pedestal Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/36_round_balcony_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3298_1.jpg,,,,,,
50Q0,"36"" Round Balcony Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/36_round_balcony_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3295_1.jpg,,,,,,
50Q0,"36"" Round Bar ""X"" Pedestal Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/36_round_bar_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3299_1.jpg,,,,,,
50Q0,"36"" Round Bar Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/36_round_bar_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3296_1.jpg,,,,,,
50Q0,"36"" Round Dining ""X"" Pedestal Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/36_round_dining_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3297_1.jpg,,,,,,
50Q0,"36"" Round Dining Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/36_round_dining_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3294_1.jpg,,,,,,
50Q0,"36"" Round End Table Height ""X"" Pedestal Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/36_round_end_table_height_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3452_1.jpg,,,,,,
50Q0,"36"" Square Balcony ""X"" Pedestal Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/36_square_balcony_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2297_1.jpg,,,,,,
50Q0,"36"" Square Balcony Parson Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/36_square_balcony_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2746_1.jpg,,,,,,
50Q0,"36"" Square Balcony Table w/ hole",MGP Slat Top Tables,2,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/36_square_balcony_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2293_1.jpg,images/mgp_top_tables_slat/36_square_balcony_table_w_hole/product_2.jpg,https://img.telescopecasual.com/PR/233/2293_2.jpg,,,,
50Q0,"36"" Square Bar ""X"" Pedestal Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/36_square_bar_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2298_1.jpg,,,,,,
50Q0,"36"" Square Bar Parson Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/36_square_bar_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2747_1.jpg,,,,,,
50Q0,"36"" Square Bar Table w/ hole",MGP Slat Top Tables,2,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/36_square_bar_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2294_1.jpg,images/mgp_top_tables_slat/36_square_bar_table_w_hole/product_2.jpg,https://img.telescopecasual.com/PR/233/2294_2.jpg,,,,
50Q0,"36"" Square Coffee Height Parson Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/36_square_coffee_height_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2748_1.jpg,,,,,,
50Q0,"36"" Square Dining ""X"" Pedestal Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/36_square_dining_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2296_1.jpg,,,,,,
50Q0,"36"" Square Dining Parson Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/36_square_dining_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2745_1.jpg,,,,,,
50Q0,"36"" Square Dining Table w/ hole",MGP Slat Top Tables,2,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/36_square_dining_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2292_1.jpg,images/mgp_top_tables_slat/36_square_dining_table_w_hole/product_2.jpg,https://img.telescopecasual.com/PR/233/2292_2.jpg,,,,
50Q0,"36"" Square End Table Height ""X"" Pedestal Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/36_square_end_table_height_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3455_1.jpg,,,,,,
50Q0,"36"" x 64"" Rectangular Balcony Parson Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/36_x_64_rectangular_balcony_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2552_1.jpg,,,,,,
50Q0,"36"" x 64"" Rectangular Bar Parson Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/36_x_64_rectangular_bar_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2553_1.jpg,,,,,,
50Q0,"36"" x 64"" Rectangular Coffee Height Parson Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/36_x_64_rectangular_coffee_height_parson_table_w_h/product_1.jpg,https://img.telescopecasual.com/PR/233/2912_1.jpg,,,,,,
50Q0,"36"" x 64"" Rectangular Dining Parson Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/36_x_64_rectangular_dining_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2551_1.jpg,,,,,,
50Q0,"42"" Round Balcony ""X"" Pedestal Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/42_round_balcony_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2202_1.jpg,,,,,,
50Q0,"42"" Round Balcony Parson Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/42_round_balcony_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3136_1.jpg,,,,,,
50Q0,"42"" Round Balcony Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/42_round_balcony_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/624_1.jpg,,,,,,
50Q0,"42"" Round Bar ""X"" Pedestal Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/42_round_bar_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2200_1.jpg,,,,,,
50Q0,"42"" Round Bar Parson Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/42_round_bar_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3138_1.jpg,,,,,,
50Q0,"42"" Round Bar Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/42_round_bar_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/640_1.jpg,,,,,,
50Q0,"42"" Round Dining ""X"" Pedestal Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/42_round_dining_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2199_1.jpg,,,,,,
50Q0,"42"" Round Dining Parson Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/42_round_dining_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3137_1.jpg,,,,,,
50Q0,"42"" Round Dining Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/42_round_dining_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/454_1.jpg,,,,,,
50Q0,"42"" Square Balcony ""X"" Pedestal Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/42_square_balcony_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3178_1.jpg,,,,,,
50Q0,"42"" Square Balcony Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/42_square_balcony_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/276_1.jpg,,,,,,
50Q0,"42"" Square Bar ""X"" Pedestal Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/42_square_bar_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3177_1.jpg,,,,,,
50Q0,"42"" Square Bar Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/42_square_bar_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/362_1.jpg,,,,,,
50Q0,"42"" Square Coffee Height Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/42_square_coffee_height_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2345_1.jpg,,,,,,
50Q0,"42"" Square Dining ""X"" Pedestal Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/42_square_dining_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3176_1.jpg,,,,,,
50Q0,"42"" Square Dining Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/42_square_dining_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/177_1.jpg,,,,,,
,"42"" x 120"" Rectangular Extension Dining Table",MGP Slat Top Tables,2,,,,,,,,,,,images/mgp_top_tables_slat/42_x_120_rectangular_extension_dining_table/product_1.jpg,https://img.telescopecasual.com/PR/233/2369_1.jpg,images/mgp_top_tables_slat/42_x_120_rectangular_extension_dining_table/product_2.jpg,https://img.telescopecasual.com/PR/233/2369_2.jpg,,,,
50Q0,"42"" x 84"" Rectangular Balcony Parson Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/42_x_84_rectangular_balcony_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3283_1.jpg,,,,,,
50Q0,"42"" x 84"" Rectangular Bar Parson Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/42_x_84_rectangular_bar_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3284_1.jpg,,,,,,
50Q0,"42"" x 84"" Rectangular Dining Parson Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/42_x_84_rectangular_dining_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3282_1.jpg,,,,,,
50Q0,"48"" Round Balcony ""X"" Pedestal Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/48_round_balcony_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2206_1.jpg,,,,,,
50Q0,"48"" Round Bar ""X"" Pedestal Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/48_round_bar_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2204_1.jpg,,,,,,
50Q0,"48"" Round Dining ""X"" Pedestal Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/48_round_dining_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2203_1.jpg,,,,,,
50Q0,"48"" Round Dining Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/48_round_dining_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2193_1.jpg,,,,,,
50Q0,"48"" x 96"" Rectangular Balcony Parson Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/48_x_96_rectangular_balcony_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2841_1.jpg,,,,,,
50Q0,"48"" x 96"" Rectangular Bar Parson Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/48_x_96_rectangular_bar_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2842_1.jpg,,,,,,
50Q0,"48"" x 96"" Rectangular Dining Parson Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/48_x_96_rectangular_dining_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2840_1.jpg,,,,,,
50Q0,"54"" Round Balcony Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/54_round_balcony_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/643_1.jpg,,,,,,
50Q0,"54"" Round Bar Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/54_round_bar_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/644_1.jpg,,,,,,
50Q0,"54"" Round Coffee Height Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/54_round_coffee_height_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2363_1.jpg,,,,,,
50Q0,"54"" Round Dining Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/54_round_dining_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/642_1.jpg,,,,,,
50Q0,"62"" Hexagonal Balcony Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/62_hexagonal_balcony_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/1753_1.jpg,,,,,,
50Q0,"62"" Hexagonal Bar Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/62_hexagonal_bar_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/1752_1.jpg,,,,,,
50Q0,"62"" Hexagonal Dining Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/62_hexagonal_dining_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/1754_1.jpg,,,,,,
50Q0,"64"" Round Balcony Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/64_round_balcony_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2666_1.jpg,,,,,,
50Q0,"64"" Round Bar Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/64_round_bar_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2667_1.jpg,,,,,,
50Q0,"64"" Round Dining Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/64_round_dining_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2665_1.jpg,,,,,,
50Q0,"64"" Square Balcony Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/64_square_balcony_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/646_1.jpg,,,,,,
50Q0,"64"" Square Bar Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/64_square_bar_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/647_1.jpg,,,,,,
50Q0,"64"" Square Dining Table w/ hole",MGP Slat Top Tables,1,,,,"48""",,,,,15 years,3 years,images/mgp_top_tables_slat/64_square_dining_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/645_1.jpg,,,,,,
1P80,Picnic Table,MGP Slat Top Tables,1,"64""","66.25""","29""",,120 lbs,,,,15 years,5 years,images/mgp_top_tables_slat/picnic_table/product_1.jpg,https://img.telescopecasual.com/PR/233/2550_1.jpg,,,,,,
9A70,Armless Cafe Chair,Montego MGP Cushion,1,"30.75""","29.5""","38.5""",,24 lbs,,,,15 years,5 years,images/montego_cushion_collection/armless_cafe_chair/product_1.jpg,https://img.telescopecasual.com/PR/233/3394_1.jpg,,,,,,
,Ottoman,Montego MGP Cushion,1,,,,,,,,,,,images/montego_cushion_collection/ottoman/product_1.jpg,https://img.telescopecasual.com/PR/233/3393_1.jpg,,,,,,
,Ottoman,Montego MGP Sling,1,,,,,,,,,,,images/montego_sling_collection/ottoman/product_1.jpg,https://img.telescopecasual.com/PR/233/3429_1.jpg,,,,,,
9A70,Adirondack Chair,Newport Adirondack,1,"30.75""","29.5""","38.5""",,24 lbs,,,,15 years,5 years,images/newport/adirondack_chair/product_1.jpg,https://img.telescopecasual.com/PR/233/2257_1.jpg,,,,,,
1P80,"21"" Round End Table",Origins Solid Surface Top Tables,1,"64""","66.25""","29""",,120 lbs,,,,15 years,5 years,images/origins_table/21_round_end_table/product_1.jpg,https://img.telescopecasual.com/PR/233/2705_1.jpg,,,,,,
1P80,"21"" x 42"" Coffee Table",Origins Solid Surface Top Tables,1,"64""","66.25""","29""",,120 lbs,,,,15 years,5 years,images/origins_table/21_x_42_coffee_table/product_1.jpg,https://img.telescopecasual.com/PR/233/3158_1.jpg,,,,,,
CT10,"42"" Square Balcony ""X"" Pedestal Table w/ hole",Origins Solid Surface Top Tables,1,,,,"21""",,,,,15 years,3 years,images/origins_table/42_square_balcony_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3343_1.jpg,,,,,,
CT10,"42"" Square Balcony Table w/ hole",Origins Solid Surface Top Tables,1,,,,"21""",,,,,15 years,3 years,images/origins_table/42_square_balcony_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2731_1.jpg,,,,,,
CT10,"42"" Square Bar ""X"" Pedestal Table w/ hole",Origins Solid Surface Top Tables,1,,,,"21""",,,,,15 years,3 years,images/origins_table/42_square_bar_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3344_1.jpg,,,,,,
CT10,"42"" Square Bar Table w/ hole",Origins Solid Surface Top Tables,1,,,,"21""",,,,,15 years,3 years,images/origins_table/42_square_bar_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2732_1.jpg,,,,,,
CT10,"42"" Square Coffee Height Table w/ hole",Origins Solid Surface Top Tables,1,,,,"21""",,,,,15 years,3 years,images/origins_table/42_square_coffee_height_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2753_1.jpg,,,,,,
CT10,"42"" Square Dining ""X"" Pedestal Table w/ hole",Origins Solid Surface Top Tables,1,,,,"21""",,,,,15 years,3 years,images/origins_table/42_square_dining_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3342_1.jpg,,,,,,
CT10,"42"" Square Dining Table w/ hole",Origins Solid Surface Top Tables,1,,,,"21""",,,,,15 years,3 years,images/origins_table/42_square_dining_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2730_1.jpg,,,,,,
,"42"" x 84"" Rectangular Balcony Parson Table w/ hole",Origins Solid Surface Top Tables,1,,,,,,,,,,,images/origins_table/42_x_84_rectangular_balcony_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3292_1.jpg,,,,,,
,"42"" x 84"" Rectangular Bar Parson Table w/ hole",Origins Solid Surface Top Tables,1,,,,,,,,,,,images/origins_table/42_x_84_rectangular_bar_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3293_1.jpg,,,,,,
