name,sku,collection,category,width,depth,height,seat_height,arm_height,fabrics,finishes,frame_materials,additional_colors,description,tags,image_url,url
Club Corner Cushion,CLCC-GREYSTOCK1-0000,CLUB,Seating,55cm/21.6,20cm/8,46cm/18,,,"foam, UV treated, acrylic fabric, COUTUREtex, waterproof","Cushion Light grey, Frame Light grey, Top Ceramic-coated glass, Weaving Light grey",,,"High density foam | UV treated durable outdoor acrylic fabric COUTUREtex,waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2021/05/CLUB-91932540.jpg,https://america.couturejardin.com/product/club-corner-cushion/
Olala Coner Sofa Dark Grey,OL36-ANTRSTOCK0-0000,OLALA,Seating,194cm/76.3,110cm/43.3,77.5cm/30.5,44cm/17,,"UV treated, foam, acrylic fabric, COUTUREtex, waterproof",,"welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating | UV treated outdoor cord | High density foam | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2024/06/ol36-ant-1.jpg,https://america.couturejardin.com/product/olala-coner-sofa-dark-grey/
Escapade Double Daybed With Canopy,ES60-GREYSTOCK0-0000,ESCAPADE,Seating,245cm/96,145cm/57,,38cm/15,,"rope, wicker, UV treated, acrylic fabric, COUTUREtex, waterproof, Wicker","Cushion Light grey, Table Top HPL : Creek, Wicker Grey Wash","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | Side table with European HPL plate | Weather proof wicker | UV treated durable outdoor acrylic fabric COUTUREtex,waterproof treated.",,https://america.couturejardin.com/wp-content/uploads/2021/05/Escapade_01.jpg,https://america.couturejardin.com/product/escapade-double-daybed-with-canopy/
Olala Lounger Dark Grey,OL16-ANTRSTOCK0-0000,OLALA,Seating,103cm/40.5,168cm/66,77.5cm/30.5,44cm/17,,"UV treated, foam, acrylic fabric, COUTUREtex, waterproof",,"welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating | UV treated outdoor cord | High density foam | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2024/06/ol16-ant-1.jpg,https://america.couturejardin.com/product/olala-lounger-dark-grey/
Olala Lounger Light Grey,OL16-GREYSTOCK0-0000,OLALA,Seating,103cm/40.5,168cm/66,77.5cm/30.5,44cm/17,,"UV treated, foam, acrylic fabric, COUTUREtex, waterproof",,"welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating | UV treated outdoor cord | High density foam | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2024/06/ol16-1.jpg,https://america.couturejardin.com/product/olala-lounger-light-grey/
Club Left Hand Chair,CL22-GREYSTOCK0-0000,CLUB,Seating,106cm/42,80cm/31,68cm/26.7,40cm/16,68cm/26.7,"UV treated, foam, acrylic fabric, COUTUREtex, waterproof","Cushion Light grey, Frame Light grey, Top Ceramic-coated glass, Weaving Light grey","welded, aluminium, powder coating",,"Contract-grade welded aluminium frame | Tiger brand powder coating frame | UV treated outdoor cord | High density foam | UV treated durable outdoor acrylic fabric COUTUREtex,waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2021/05/Club_11.jpg,https://america.couturejardin.com/product/club-left-hand-chair/
Lounge Armless Two Seater Sofa,LG27-OAK00STOCK-0000,LOUNGE,Seating,150cm/59,91cm/35.8,71cm/28,40cm/15.7,,"foam, UV treated, acrylic fabric, COUTUREtex, waterproof","Cover Greige, Cushion Cast Silver, Top Ceramic-coated glass 1, Top Ceramic-coated glass 2","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | High density foam | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated",Lounge,https://america.couturejardin.com/wp-content/uploads/2024/06/lounge-armless-two-seater-sofa-sku-lg27.jpg,https://america.couturejardin.com/product/lounge-armless-two-seater-sofa/
Olala Stool,OL09-GREYSTOCK0-0000,OLALA,Seating,103cm/40.5,103cm/40.5,55cm/21.6,44cm/17,,"foam, UV treated, acrylic fabric, COUTUREtex, waterproof",,"welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating | High density foam | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated | HPL table top",,https://america.couturejardin.com/wp-content/uploads/2022/05/Olala_01.jpg,https://america.couturejardin.com/product/olala-stool/
Olala Stool Dark Grey,OL09-ANTRSTOCK0-0000,OLALA,Seating,103cm/40.5,103cm/40.5,55cm/21.6,44cm/17,,"foam, UV treated, acrylic fabric, COUTUREtex, waterproof",,"welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating | High density foam | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated | HPL table top",,https://america.couturejardin.com/wp-content/uploads/2024/06/ol09-ant-1.jpg,https://america.couturejardin.com/product/olala-stool-dark-grey/
Sky Armless Chair Oak,SK17-OAK00STOCK-0000,SKY,Seating,82cm/32.3,84cm/33,67cm/26.5,42cm/16.5,,"UV treated, acrylic fabric, COUTUREtex, waterproof, foam","Chaise Lounge Seat/Back Dark grey, Cushion Light grey, Frame Anthracite, Frame Teak Finish Aluminium, Frame White, Cushion Dark grey","welded, aluminum, powder coating, Teak, Aluminium",,"Contract-grade welded aluminum frame | Tiger brand powder coating | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated | High density foam",sky,https://america.couturejardin.com/wp-content/uploads/2024/06/sk17-0-1.jpg,https://america.couturejardin.com/product/sky-armless-chair-oak/
Sky Armless Chair White,SK17-WHITESTOCK-0000,SKY,Seating,82cm/32.3,84cm/33,67cm/26.5,42cm/16.5,,"UV treated, acrylic fabric, COUTUREtex, waterproof, foam","Chaise Lounge Seat/Back Dark grey, Cushion Light grey, Frame Anthracite, Frame Teak Finish Aluminium, Frame White, Cushion Dark grey","welded, aluminum, powder coating, Teak, Aluminium",,"Contract-grade welded aluminum frame | Tiger brand powder coating | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated | High density foam",sky,https://america.couturejardin.com/wp-content/uploads/2024/06/sk17-w-1.jpg,https://america.couturejardin.com/product/sky-armless-chair-white/
Lounge Left Hand Three Seater Sofa,LG72-OAK00STOCK-0000,LOUNGE,Seating,217cm/85.4,126cm/49.6,71cm/28,40cm/15.7,,"foam, UV treated, acrylic fabric, COUTUREtex, waterproof","Cover Greige, Cushion Cast Silver, Top Ceramic-coated glass 1, Top Ceramic-coated glass 2","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | High density foam | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated",Lounge,https://america.couturejardin.com/wp-content/uploads/2024/06/lounge-left-hand-three-seater-sofa-sku-lg72.jpg,https://america.couturejardin.com/product/lounge-left-hand-three-seater-sofa/
Diva Rectangular Dining Table 3,DI48-ANTRSTCK00-0000,DIVA,Seating,90cm/36,220cm/87,76cm/30,,,,"Chaise Lounge Seat/Back Dark grey, Cushion Canvas granite, Frame Anthracite, Table Top Ceramic-Coated Glass, Top Ceramic-coated glass, Weaving Anthracite","welded, aluminum, powder coating",,Contract-grade welded aluminum frame | Tiger brand powder coating frame | The tables have a tempered Ceramic-coated glass top,,https://america.couturejardin.com/wp-content/uploads/2021/05/Diva_12.jpg,https://america.couturejardin.com/product/diva-rectangular-dining-table-3/
Sky Armless Chair,SK17-ANTHRSTOCK-0000,SKY,Seating,82cm/32.3,84cm/33,67cm/26.5,42cm/16.5,,"UV treated, acrylic fabric, COUTUREtex, waterproof, foam","Chaise Lounge Seat/Back Dark grey, Cushion Light grey, Frame Anthracite, Frame Teak Finish Aluminium, Frame White, Cushion Dark grey","welded, aluminum, powder coating, Teak, Aluminium",,"Contract-grade welded aluminum frame | Tiger brand powder coating | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated | High density foam",sky,https://america.couturejardin.com/wp-content/uploads/2023/11/sky-categories-banner-04.jpg,https://america.couturejardin.com/product/sky-armless-chair/
Club Right Hand Chair,CL23-GREYSTOCK0-0000,CLUB,Seating,106cm/42,80cm/31,68cm/26.7,40cm/16,68cm/26.7,"UV treated, foam, acrylic fabric, COUTUREtex, waterproof","Cushion Light grey, Frame Light grey, Top Ceramic-coated glass, Weaving Light grey","welded, aluminium, powder coating",,"Contract-grade welded aluminium frame | Tiger brand powder coating frame | UV treated outdoor cord | High density foam | UV treated durable outdoor acrylic fabric COUTUREtex,waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2021/05/Club_10.jpg,https://america.couturejardin.com/product/club-right-hand-chair/
Diva Rectangular Dining Table,DI42-ANTRSTCK00-0000,DIVA,Seating,96cm/38,183cm/72,76cm/30,,,,"Chaise Lounge Seat/Back Dark grey, Cushion Canvas granite, Frame Anthracite, Table Top Ceramic-Coated Glass, Top Ceramic-coated glass, Weaving Anthracite","welded, aluminum, powder coating",,Contract-grade welded aluminum frame | Tiger brand powder coating frame | The tables have a tempered Ceramic-coated glass top,,https://america.couturejardin.com/wp-content/uploads/2021/05/Diva_12.jpg,https://america.couturejardin.com/product/diva-rectangular-dining-table/
Sky Ottaman Anthracite,SK09-ANTHRSTOCK-0000,SKY,Seating,82cm/32.3,82cm/32.3,42cm/16.5,,,"UV treated, acrylic fabric, COUTUREtex, waterproof, foam","Chaise Lounge Seat/Back Dark grey, Cushion Light grey, Frame Anthracite, Frame Teak Finish Aluminium, Frame White, Cushion Dark grey","welded, aluminum, powder coating, Teak, Aluminium",,"Contract-grade welded aluminum frame | Tiger brand powder coating | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated | High density foam",sky,https://america.couturejardin.com/wp-content/uploads/2024/06/sk09-a-1.jpg,https://america.couturejardin.com/product/sky-ottaman-anthracite/
Sky Ottaman Oak,SK09-OAK00STOCK-0000,SKY,Seating,82cm/32.3,82cm/32.3,42cm/16.5,,,"UV treated, acrylic fabric, COUTUREtex, waterproof, foam","Chaise Lounge Seat/Back Dark grey, Cushion Light grey, Frame Anthracite, Frame Teak Finish Aluminium, Frame White, Cushion Dark grey","welded, aluminum, powder coating, Teak, Aluminium",,"Contract-grade welded aluminum frame | Tiger brand powder coating | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated | High density foam",sky,https://america.couturejardin.com/wp-content/uploads/2024/06/sk09-o-1.jpg,https://america.couturejardin.com/product/sky-ottaman-oak/
Sky Ottaman White,SK09-WHITESTOCK-0000,SKY,Seating,82cm/32.3,82cm/32.3,42cm/16.5,,,"UV treated, acrylic fabric, COUTUREtex, waterproof, foam","Chaise Lounge Seat/Back Dark grey, Cushion Light grey, Frame Anthracite, Frame Teak Finish Aluminium, Frame White, Cushion Dark grey","welded, aluminum, powder coating, Teak, Aluminium",,"Contract-grade welded aluminum frame | Tiger brand powder coating | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated | High density foam",sky,https://america.couturejardin.com/wp-content/uploads/2024/06/sk09-w-1.jpg,https://america.couturejardin.com/product/sky-ottaman-white/
Lounge Right Hand Three Seater Sofa,LG73-OAK00STOCK-0000,LOUNGE,Seating,217cm/85.4,126cm/49.6,71cm/28,40cm/15.7,,"foam, UV treated, acrylic fabric, COUTUREtex, waterproof","Cover Greige, Cushion Cast Silver, Top Ceramic-coated glass 1, Top Ceramic-coated glass 2","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | High density foam | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated",Lounge,https://america.couturejardin.com/wp-content/uploads/2024/06/lounge-right-hand-three-seater-sofa-sku-lg73-1.jpg,https://america.couturejardin.com/product/lounge-right-hand-three-seater-sofa/
Cuddle Armchair,CD10-GREYSTOCK0-0000,CUDDLE,Seating,95cm/37.4,82cm/32,76cm/30,42cm/16.5,53cm/21,"UV treated, foam, acrylic fabric, COUTUREtex, waterproof","Cushion Light grey, Frame Light grey, Weaving Light grey","welded, aluminium, powder coating",,"Contract-grade welded aluminium frame | Tiger brand powder coating frame | UV treated outdoor cord | High density foam | UV treated durable outdoor acrylic fabric COUTUREtex,waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2021/05/Cuddle_04.jpg,https://america.couturejardin.com/product/cuddle-armchair/
Cuddle Sofa,CD30-GREYSTOCK0-0000,CUDDLE,Seating,204cm/80,86cm/33.8,76cm/30,42cm/16.5,53cm/21,"UV treated, foam, acrylic fabric, COUTUREtex, waterproof","Cushion Light grey, Frame Light grey, Weaving Light grey","welded, aluminium, powder coating",,"Contract-grade welded aluminium frame | Tiger brand powder coating frame | UV treated outdoor cord | High density foam | UV treated durable outdoor acrylic fabric COUTUREtex,waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2021/05/Cuddle_03-1.jpg,https://america.couturejardin.com/product/cuddle-sofa/
Cuddle Armchair Ottoman Grey,CD08-GREYSTOCK0-0000,CUDDLE,Seating,62cm/24.4,46cm/18,40cm/16,,,"foam, UV treated, acrylic fabric, COUTUREtex, waterproof","Cushion Light grey, Frame Light grey, Weaving Light grey","welded, aluminium, powder coating",,"Contract-grade welded aluminium frame | Tiger brand powder coating frame | High density foam | UV treated durable outdoor acrylic fabric COUTUREtex,waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2021/05/Cuddle-ARMCHAIR-OTTOMAN.jpg,https://america.couturejardin.com/product/cuddle-armchair-ottoman-grey/
Cuddle Sofa Ottoman,CD09-GREYSTOCK0-0000,CUDDLE,Seating,159cm/63,60cm/23,42cm/16.5,,,"foam, UV treated, acrylic fabric, COUTUREtex, waterproof","Cushion Light grey, Frame Light grey, Weaving Light grey","welded, aluminium, powder coating",,"Contract-grade welded aluminium frame | Tiger brand powder coating frame | High density foam | UV treated durable outdoor acrylic fabric COUTUREtex,waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2021/05/Cuddle_12.jpg,https://america.couturejardin.com/product/cuddle-sofa-ottoman/
Diva Armchair,DI102ANTRSTCK00-0000,DIVA,Seating,78cm/30.7,77cm/30,70cm/28,44cm/17,61cm/24,"UV treated, olefin, rope, foam, acrylic fabric, COUTUREtex, waterproof","Chaise Lounge Seat/Back Dark grey, Cushion Canvas granite, Frame Anthracite, Table Top Ceramic-Coated Glass, Top Ceramic-coated glass, Weaving Anthracite","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | UV treated outdoor olefin rope | Chair/Tables K/D structure | High density foam | UV treated durable outdoor acrylic fabric, COUTUREtex, waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2021/05/Diva_18.jpg,https://america.couturejardin.com/product/diva-armchair/
Polo Director Chair White,PO192WHITESTOCK-0000,POLO,Seating,52cm/20,54cm/21,88cm/16.5,47cm/18.5,66cm/26,,"Cushion HPL: Creek, Cushion Light grey, Frame Anthracite, Frame White, Seat/Back Dark grey, Seat/Back Light grey, Table Top Ceramic-Coated Glass","welded, aluminium, powder coating",,Contract-grade welded aluminium frame | Tiger brand powder coating frame | Faux Woods,,https://america.couturejardin.com/wp-content/uploads/2024/06/polo-17-1.jpg,https://america.couturejardin.com/product/polo-director-chair-white/
Diva Armchair Natural,DI102NATURSTOCK-0000,DIVA,Seating,78cm/30.7,77cm/30,70cm/28,44cm/17,61cm/24,"UV treated, olefin, rope, foam, acrylic fabric, COUTUREtex, waterproof","Chaise Lounge Seat/Back Dark grey, Cushion Canvas granite, Frame Anthracite, Table Top Ceramic-Coated Glass, Top Ceramic-coated glass, Weaving Anthracite","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | UV treated outdoor olefin rope | Chair/Tables K/D structure | High density foam | UV treated durable outdoor acrylic fabric, COUTUREtex, waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2024/06/di10-n.jpg,https://america.couturejardin.com/product/diva-armchair-natural/
Diva Sofa 2,DI30-NATURSTOCK-0000,DIVA,Seating,178cm/70,78cm/31,70cm/28,44cm/17,61cm/24,"UV treated, olefin, rope, foam, acrylic fabric, COUTUREtex, waterproof","Chaise Lounge Seat/Back Dark grey, Cushion Canvas granite, Frame Anthracite, Table Top Ceramic-Coated Glass, Top Ceramic-coated glass, Weaving Anthracite","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | UV treated outdoor olefin rope | High density foam | UV treated durable outdoor acrylic fabric, COUTUREtex, waterproof treated | Chair/Tables K/D structure",,https://america.couturejardin.com/wp-content/uploads/2024/06/diva-sofa-sku-di30.jpg,https://america.couturejardin.com/product/diva-sofa-2/
Diva Sofa,DI30-ANTRSTCK00-0000,DIVA,Seating,178cm/70,78cm/31,70cm/28,44cm/17,61cm/24,"UV treated, olefin, rope, foam, acrylic fabric, COUTUREtex, waterproof","Chaise Lounge Seat/Back Dark grey, Cushion Canvas granite, Frame Anthracite, Table Top Ceramic-Coated Glass, Top Ceramic-coated glass, Weaving Anthracite","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | UV treated outdoor olefin rope | Chair/Tables K/D structure | High density foam | UV treated durable outdoor acrylic fabric, COUTUREtex, waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2021/05/Diva-THREE-SEAT-SOFA-CHAIR.jpg,https://america.couturejardin.com/product/diva-sofa/
Olala Small Ottoman Light Grey,OL08-GREYSTOCK0-0000,OLALA,Seating,,65cm/26,42cm/16.5,,,"foam, UV treated, acrylic fabric, COUTUREtex, waterproof","Chaise Lounge Seat/Back Dark grey, Cushion Canvas granite, Frame Anthracite, Table Top Ceramic-Coated Glass, Top Ceramic-coated glass, Weaving Anthracite","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating | high density foam | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2024/06/ol-lg.jpg,https://america.couturejardin.com/product/olala-small-ottoman-light-grey/
Olala Small Ottoman Dark Grey,OL08-ANTRSTOCK0-0000,OLALA,Seating,,65cm/26,42cm/16.5,,,"foam, UV treated, acrylic fabric, COUTUREtex, waterproof","Chaise Lounge Seat/Back Dark grey, Cushion Canvas granite, Frame Anthracite, Table Top Ceramic-Coated Glass, Top Ceramic-coated glass, Weaving Anthracite","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating | High density foam | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2024/06/ol08-dg-1.jpg,https://america.couturejardin.com/product/olala-small-ottoman-dark-grey/
Olala Small Ottoman Yellow,OL08-YELLOSTOCK0-0000,OLALA,Seating,,65cm/26,42cm/16.5,,,"foam, UV treated, acrylic fabric, COUTUREtex, waterproof","Chaise Lounge Seat/Back Dark grey, Cushion Canvas granite, Frame Anthracite, Table Top Ceramic-Coated Glass, Top Ceramic-coated glass, Weaving Anthracite","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating | High density foam | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2024/06/ol08-y-1.jpg,https://america.couturejardin.com/product/olala-small-ottoman-yellow/
Diva Ottoman,DI08-ANTRSTCK00-0000,DIVA,Seating,46cm/18,60cm/24,43cm/17,,,"foam, UV treated, acrylic fabric, COUTUREtex, waterproof","Chaise Lounge Seat/Back Dark grey, Cushion Canvas granite, Frame Anthracite, Table Top Ceramic-Coated Glass, Top Ceramic-coated glass, Weaving Anthracite","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | High density foam | UV treated durable outdoor acrylic fabric, COUTUREtex, waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2021/05/Diva_20.jpg,https://america.couturejardin.com/product/diva-ottoman/
Diva Ottoman Nature,DI08-NATURSTOCK-0000,DIVA,Seating,46cm/18,60cm/24,43cm/17,,,"foam, UV treated, acrylic fabric, COUTUREtex, waterproof","Chaise Lounge Seat/Back Dark grey, Cushion Canvas granite, Frame Anthracite, Table Top Ceramic-Coated Glass, Top Ceramic-coated glass, Weaving Anthracite","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | High density foam | UV treated durable outdoor acrylic fabric, COUTUREtex, waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2024/06/di08-n.jpg,https://america.couturejardin.com/product/diva-ottoman-nature/
Dream Armchair,DR10-GREYSTOCK0-0000,DREAM,Seating,81cm/32,88cm/35,,,,"UV treated, foam, acrylic fabric, COUTUREtex, waterproof","Chaise Lounge Seat/Back Dark grey, Cushion Canvas granite, Frame Anthracite, Table Top Ceramic-Coated Glass, Top Ceramic-coated glass, Weaving Anthracite","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | UV treated outdoor cord; | High density foam; | UV treated durable outdoor acrylic fabric COUTUREtex,waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2021/05/dream-10.jpg,https://america.couturejardin.com/product/dream-armchair/
Cuddle Rocking Chair,CD11-GREYSTOCK-0000,CUDDLE,Seating,95cm/37.4,95cm/37,70.5cm/27.8,48cm/18.9,57cm/22.4,"UV treated, foam, acrylic fabric, COUTUREtex, waterproof","Cushion Light grey, Frame Light grey, Weaving Light grey","welded, aluminium, powder coating",,"Contract-grade welded aluminium frame | Tiger brand powder coating frame | UV treated outdoor cord | High density foam | UV treated durable outdoor acrylic fabric COUTUREtex,waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2022/06/20211110酷设-098_873-x-675.jpg,https://america.couturejardin.com/product/cuddle-rocking-chair/
Dream Ottoman,DR08-GREYSTOCK0-0000,DREAM,Seating,59cm/23,48cm/19,42cm/16.5,,,"UV treated, foam, acrylic fabric, COUTUREtex, waterproof","Chaise Lounge Seat/Back Dark grey, Cushion Canvas granite, Frame Anthracite, Table Top Ceramic-Coated Glass, Top Ceramic-coated glass, Weaving Anthracite","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | UV treated outdoor cord; | High density foam; | UV treated durable outdoor acrylic fabric COUTUREtex,waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2021/05/dream-08.jpg,https://america.couturejardin.com/product/dream-ottoman/
Flexi Multi Function Armless Chair 2,FX10-GREYSTOCK0-0000,FLEXI,Seating,85cm/33,85cm/33,63cm/25,42cm/16.5,63cm/25,"foam, UV treated, polyester, COUTUREtex, acrylic fabric, waterproof","Cover Granite, Cover Light grey, Frame Anthracite, Table Top Faux Wood, Vinyl Tan","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | HPL table top | High density foam | UV treated outdoor Axvision spun polyester or COUTUREtex acrylic fabric, waterproof treatment",,https://america.couturejardin.com/wp-content/uploads/2021/05/Flexi_08.jpg,https://america.couturejardin.com/product/flexi-multi-function-armless-chair-2/
Flexi Multi Function Armless Chair,FX10-GRANISTOCK-0000,FLEXI,Seating,85cm/33,85cm/33,63cm/25,42cm/16.5,63cm/25,"foam, UV treated, polyester, COUTUREtex, acrylic fabric, waterproof","Cover Granite, Cover Light grey, Frame Anthracite, Table Top Faux Wood, Vinyl Tan","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | HPL table top | High density foam | UV treated outdoor Axvision spun polyester or COUTUREtex acrylic fabric, waterprooftreatment",,https://america.couturejardin.com/wp-content/uploads/2021/05/Flexi_09.jpg,https://america.couturejardin.com/product/flexi-multi-function-armless-chair/
Flexi Multi Function Sofa,FX30-GRANISTOCK-0000,FLEXI,Seating,198cm/80,86cm/33.8,64cm/25,42cm/16.5,64cm/25,"foam, UV treated, polyester, COUTUREtex, acrylic fabric, waterproof","Cover Granite, Cover Light grey, Frame Anthracite, Table Top Faux Wood, Vinyl Tan","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | HPL table top | High density foam | UV treated outdoor Axvision spun polyester or COUTUREtex acrylic fabric, waterproof treatment",,https://america.couturejardin.com/wp-content/uploads/2021/05/tmp_1625900257705.jpg,https://america.couturejardin.com/product/flexi-multi-function-sofa/
Flexi Multi Function Sofa 2,FX30-GREYSTOCK0-0000,FLEXI,Seating,198cm/80,86cm/33.8,64cm/25,42cm/16.5,64cm/25,"foam, UV treated, polyester, COUTUREtex, acrylic fabric, waterproof","Cover Granite, Cover Light grey, Frame Anthracite, Table Top Faux Wood, Vinyl Tan","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | HPL table top | High density foam | UV treated outdoor Axvision spun polyester or COUTUREtex acrylic fabric, waterproof treatment",,https://america.couturejardin.com/wp-content/uploads/2021/05/Flexi_05.jpg,https://america.couturejardin.com/product/flexi-multi-function-sofa-2/
Hex Stool,HE09-GREYSTOCK0-0000,HEX,Seating,48cm/19,48cm/19,47cm/19,,,,"Anthracite, Cover Light grey, White",,,PRODUCT DETAILS PRODUCT SPECIFICATIONS W-48cm/19″ D-48cm/19″ H-47cm/19″,,https://america.couturejardin.com/wp-content/uploads/2021/05/Hex_03.jpg,https://america.couturejardin.com/product/hex-stool/
Hug Arc Corner Sofa,HU36-ANTHRSTOCK-0000,HUG,Seating,187cm/74,103cm/40.5,66cm/26,40cm/16,66cm/26,"UV treated, rope, foam, acrylic fabric, COUTUREtex, waterproof","Frame Anthracite, Seat/Back Dark grey, Table Top Ceramic-Coated Glass, Weaving Anthracite","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | UV treated outdoor maxrope; | High density foam; | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated",Hug,https://america.couturejardin.com/wp-content/uploads/2021/05/91933080.jpg,https://america.couturejardin.com/product/hug-arc-corner-sofa/
Hug Arc Corner Sofa Greige,HU36-GREIGSTOCK-0000,HUG,Seating,187cm/74,103cm/40.5,66cm/26,40cm/16,66cm/26,"UV treated, rope, foam, acrylic fabric, COUTUREtex, waterproof","Frame Anthracite, Seat/Back Dark grey, Table Top Ceramic-Coated Glass, Weaving Anthracite","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | UV treated outdoor maxrope; | High density foam; | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated",Hug,https://america.couturejardin.com/wp-content/uploads/2024/06/hu36-2.jpg,https://america.couturejardin.com/product/hug-arc-corner-sofa-greige/
Hug Armchair,HU10-ANTHRSTOCK-0000,HUG,Seating,94cm/37,85cm/33.5,66cm/26,40cm/16,66cm/26,"UV treated, rope, foam, acrylic fabric, COUTUREtex, waterproof","Frame Anthracite, Seat/Back Dark grey, Table Top Ceramic-Coated Glass, Weaving Anthracite","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | UV treated outdoor maxrope; | High density foam; | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated",Hug,https://america.couturejardin.com/wp-content/uploads/2021/05/hug-01.jpg,https://america.couturejardin.com/product/hug-armchair/
Hug Armchair Greige,HU10-GREIGSTOCK-0000,HUG,Seating,94cm/37,85cm/33.5,66cm/26,40cm/16,66cm/26,"UV treated, rope, foam, acrylic fabric, COUTUREtex, waterproof","Frame Anthracite, Seat/Back Dark grey, Table Top Ceramic-Coated Glass, Weaving Anthracite","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | UV treated outdoor maxrope; | High density foam; | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated",Hug,https://america.couturejardin.com/wp-content/uploads/2024/06/hu10-1-1.jpg,https://america.couturejardin.com/product/hug-armchair-greige/
