name,sku,collection,category,width,depth,height,seat_height,arm_height,fabrics,finishes,frame_materials,additional_colors,description,tags,image_url,url
Sky Right Hand Love Seat Sofa Anthracite,SK22-ANTHRSTOCK-0000,SKY,Seating,166cm/65.4,84cm/33,67cm/26.4,42cm/16.5,,"UV treated, acrylic fabric, COUTUREtex, waterproof, foam","Cushion Light grey, Frame Anthracite, Frame Teak Finish Aluminium, Frame White, Seat/Back Dark grey, Cushion Dark grey","welded, aluminum, powder coating, Teak, Aluminium",,"Contract-grade welded aluminum frame | Tiger brand powder coating | UV treated durable outdoor acrylic fabric, COUTUREtex, waterproof treated | High density foam",sky,https://america.couturejardin.com/wp-content/uploads/2024/06/sk22-a-1.jpg,https://america.couturejardin.com/product/sky-right-hand-love-seat-sofa-anthracite/
Sky Right Hand Love Seat Sofa Oak,SK22-OAK00STOCK-0000,SKY,Seating,166cm/65.4,84cm/33,67cm/26.4,42cm/16.5,,"UV treated, acrylic fabric, COUTUREtex, waterproof, foam","Cushion Light grey, Frame Anthracite, Frame Teak Finish Aluminium, Frame White, Seat/Back Dark grey, Cushion Dark grey","welded, aluminum, powder coating, Teak, Aluminium",,"Contract-grade welded aluminum frame | Tiger brand powder coating | UV treated durable outdoor acrylic fabric, COUTUREtex, waterproof treated | High density foam",sky,https://america.couturejardin.com/wp-content/uploads/2024/06/sk22-o-1.jpg,https://america.couturejardin.com/product/sky-right-hand-love-seat-sofa-oak/
Sky Right Hand Love Seat Sofa White,SK22-WHITESTOCK-0000,SKY,Seating,166cm/65.4,84cm/33,67cm/26.4,42cm/16.5,,"UV treated, acrylic fabric, COUTUREtex, waterproof, foam","Cushion Light grey, Frame Anthracite, Frame Teak Finish Aluminium, Frame White, Seat/Back Dark grey, Cushion Dark grey","welded, aluminum, powder coating, Teak, Aluminium",,"Contract-grade welded aluminum frame | Tiger brand powder coating | UV treated durable outdoor acrylic fabric, COUTUREtex, waterproof treated | High density foam",sky,https://america.couturejardin.com/wp-content/uploads/2024/06/sk22-w-1.jpg,https://america.couturejardin.com/product/sky-right-hand-love-seat-sofa-white/
Sky Left Hand Love Seat Sofa Anthracite,SK23-ANTHRSTOCK-0000,SKY,Seating,166cm/65.4,84cm/33,67cm/26.4,42cm/16.5,,"UV treated, acrylic fabric, COUTUREtex, waterproof, foam","Cushion Light grey, Frame Anthracite, Frame Teak Finish Aluminium, Frame White, Seat/Back Dark grey, Cushion Dark grey","welded, aluminum, powder coating, Teak, Aluminium",,"Contract-grade welded aluminum frame | Tiger brand powder coating | UV treated durable outdoor acrylic fabric, COUTUREtex, waterproof treated | High density foam",sky,https://america.couturejardin.com/wp-content/uploads/2024/06/sk23-a-1.jpg,https://america.couturejardin.com/product/sky-left-hand-love-seat-sofa-anthracite/
Sky Left Hand Love Seat Sofa Oak,SK23-OAK00STOCK-0000,SKY,Seating,166cm/65.4,84cm/33,67cm/26.4,42cm/16.5,,"UV treated, acrylic fabric, COUTUREtex, waterproof, foam","Cushion Light grey, Frame Anthracite, Frame Teak Finish Aluminium, Frame White, Seat/Back Dark grey, Cushion Dark grey","welded, aluminum, powder coating, Teak, Aluminium",,"Contract-grade welded aluminum frame | Tiger brand powder coating | UV treated durable outdoor acrylic fabric, COUTUREtex, waterproof treated | High density foam",sky,https://america.couturejardin.com/wp-content/uploads/2024/06/sk23-o-2.jpg,https://america.couturejardin.com/product/sky-left-hand-love-seat-sofa-oak/
Sky Left Hand Love Seat Sofa White,SK23-WHITESTOCK-0000,SKY,Seating,166cm/65.4,84cm/33,67cm/26.4,42cm/16.5,,"UV treated, acrylic fabric, COUTUREtex, waterproof, foam","Cushion Light grey, Frame Anthracite, Frame Teak Finish Aluminium, Frame White, Seat/Back Dark grey, Cushion Dark grey","welded, aluminum, powder coating, Teak, Aluminium",,"Contract-grade welded aluminum frame | Tiger brand powder coating | UV treated durable outdoor acrylic fabric, COUTUREtex, waterproof treated | High density foam",sky,https://america.couturejardin.com/wp-content/uploads/2024/06/sk23-w-2.jpg,https://america.couturejardin.com/product/sky-left-hand-love-seat-sofa-white/
Sky Sofa Oak,SK30-OAK00STOCK-0000,SKY,Seating,215cm/85,84cm/33,67cm/26.5,42cm/16.5,55cm/22,"UV treated, acrylic fabric, COUTUREtex, waterproof, foam","Cushion Light grey, Frame Anthracite, Frame Teak Finish Aluminium, Frame White, Seat/Back Dark grey, Cushion Dark grey","welded, aluminum, powder coating, Teak, Aluminium",,"Contract-grade welded aluminum frame | Tiger brand powder coating | UV treated durable outdoor acrylic fabric, COUTUREtex, waterproof treated | High density foam",sky,https://america.couturejardin.com/wp-content/uploads/2024/06/sk30-o.jpg,https://america.couturejardin.com/product/sky-sofa-oak/
Sky Sofa White,SK30-WHITESTOCK-0000,SKY,Seating,215cm/85,84cm/33,67cm/26.5,42cm/16.5,55cm/22,"UV treated, acrylic fabric, COUTUREtex, waterproof, foam","Cushion Light grey, Frame Anthracite, Frame Teak Finish Aluminium, Frame White, Seat/Back Dark grey, Cushion Dark grey","welded, aluminum, powder coating, Teak, Aluminium",,"Contract-grade welded aluminum frame | Tiger brand powder coating | UV treated durable outdoor acrylic fabric, COUTUREtex, waterproof treated | High density foam",sky,https://america.couturejardin.com/wp-content/uploads/2024/06/sk30-w.jpg,https://america.couturejardin.com/product/sky-sofa-white/
Sky Sofa,SK30-ANTHRSTOCK-0000,SKY,Seating,215cm/85,84cm/33,67cm/26.5,42cm/16.5,55cm/22,"UV treated, acrylic fabric, COUTUREtex, waterproof, foam","Cushion Light grey, Frame Anthracite, Frame Teak Finish Aluminium, Frame White, Seat/Back Dark grey, Cushion Dark grey","welded, aluminum, powder coating, Teak, Aluminium",,"Contract-grade welded aluminum frame | Tiger brand powder coating | UV treated durable outdoor acrylic fabric, COUTUREtex, waterproof treated | High density foam",sky,https://america.couturejardin.com/wp-content/uploads/2023/11/sky-categories-banner-05.jpg,https://america.couturejardin.com/product/sky-sofa/
Sky Armchair White,SK10-WHITESTOCK-0000,SKY,Seating,101cm/40,84cm/33,67cm/26.5,42cm/16.5,55cm/22,"UV treated, acrylic fabric, COUTUREtex, waterproof, foam","Cushion Light grey, Frame Anthracite, Frame Teak Finish Aluminium, Frame White, Cushion Dark grey","welded, aluminum, powder coating, Teak, Aluminium",,"Contract-grade welded aluminum frame | Tiger brand powder coating | UV treated durable outdoor acrylic fabric, COUTUREtex, waterproof treated | High density foam",sky,https://america.couturejardin.com/wp-content/uploads/2024/06/sk10-w-1.jpg,https://america.couturejardin.com/product/sky-armchair-white/
Sky Armchair,SK10-ANTHRSTOCK-0000,SKY,Seating,101cm/40,84cm/33,67cm/26.5,42cm/16.5,55cm/22,"UV treated, acrylic fabric, COUTUREtex, waterproof, foam","Cushion Light grey, Frame Anthracite, Frame Teak Finish Aluminium, Frame White, Cushion Dark grey","welded, aluminum, powder coating, Teak, Aluminium",,"Contract-grade welded aluminum frame | Tiger brand powder coating | UV treated durable outdoor acrylic fabric, COUTUREtex, waterproof treated | High density foam",sky,https://america.couturejardin.com/wp-content/uploads/2023/11/sky-categories-banner-02.jpg,https://america.couturejardin.com/product/sky-armchair/
Breeze Island With Two Moving Backs,BR27-ANTHRSTOCK-0000,BREEZE,Seating,170cm/70,114cm/45,25cm/9.8,40cm/15.7,,"UV treated, rope, foam, acrylic fabric, COUTUREtex, waterproof","Frame Greige, Weaving Greige","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame; | Tiger brand powder coating; | UV treated outdoor rope; | High density foam; | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treat”",Breeze,https://america.couturejardin.com/wp-content/uploads/2025/06/br27.jpg,https://america.couturejardin.com/product/breeze-island-with-two-moving-backs/
Sky Armchair Oak,SK10-OAK00STOCK-0000,SKY,Seating,101cm/40,84cm/33,67cm/26.5,42cm/16.5,55cm/22,"UV treated, acrylic fabric, COUTUREtex, waterproof","Cushion Light grey, Frame Anthracite, Frame Teak Finish Aluminium, Frame White, Cushion Dark grey","welded, aluminum, powder coating, Teak, Aluminium",,"Contract-grade welded aluminum frame | Tiger brand powder coating | UV treated durable outdoor acrylic fabric, COUTUREtex, waterproof treated",sky,https://america.couturejardin.com/wp-content/uploads/2024/06/sk10-o-1.jpg,https://america.couturejardin.com/product/sky-armchair-oak/
Enjoy Armchair,EN10-BRONZESTOC-0000,ENJOY,Seating,72cm/28.3,78cm/30.7,74cm/29,44cm/17.3,54cm/21.3,"UV treated, rope, foam, acrylic fabric, COUTUREtex, waterproof","Frame Greige, Weaving Greige","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame; | Tiger brand powder coating; | UV treated outdoor rope; | High density foam; | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treat",enjoy,https://america.couturejardin.com/wp-content/uploads/2025/06/en10-873x675px.jpg,https://america.couturejardin.com/product/enjoy-armchair/
Enjoy Sofa,EN30-BRONZESTOС-0000,ENJOY,Seating,193cm/76,78cm/30.7,74cm/29,44cm/17.3,54cm/21.3,"UV treated, rope, foam, acrylic fabric, COUTUREtex, waterproof","Frame Greige, Weaving Greige","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame; | Tiger brand powder coating; | UV treated outdoor rope; | High density foam; | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treat",enjoy,https://america.couturejardin.com/wp-content/uploads/2025/06/en30-873x675px.jpg,https://america.couturejardin.com/product/enjoy-sofa/
Enjoy Ottoman,EN08-BRONZESTOC-0000,ENJOY,Seating,63cm/24.8,43cm/17,44cm/17.3,,,"foam, UV treated, acrylic fabric, COUTUREtex, waterproof","Frame Greige, Weaving Greige","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame; | Tiger brand powder coating; | High density foam; | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treat",enjoy,https://america.couturejardin.com/wp-content/uploads/2025/06/en08-873x675px.jpg,https://america.couturejardin.com/product/enjoy-ottoman/
Lounge Armless Chair,LG17-OAK00STOCK-0000,LOUNGE,Seating,75cm/29.5,91cm/35.8,71cm/28,40cm/15.7,,"foam, UV treated, acrylic fabric, COUTUREtex, waterproof",,"welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating | High density foam | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated",Lounge,https://america.couturejardin.com/wp-content/uploads/2024/05/lounge-armless-chair-sku-lg17.jpg,https://america.couturejardin.com/product/lounge-armless-chair/
Olala Chair L Grey,OL17-GREYSTOCK0-0000,OLALA,Seating,103cm/40.5,103cm/40.5,77.5cm/30.5,44cm/17,,"UV treated, foam, acrylic fabric, COUTUREtex, waterproof",,"welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating | UV treated outdoor cord | High density foam | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2022/05/Olala_06.jpg,https://america.couturejardin.com/product/olala-chair-l-grey/
Play Armless Chair,PY17-OAK00STOCK-0000,PLAY,Seating,84cm/33,84cm/33,73cm/28.7,38cm/15,,"UV treated, rope, foam, acrylic fabric, COUTUREtex, waterproof",,"welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating | UV treated outdoor rope | High density foam | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated",Play,https://america.couturejardin.com/wp-content/uploads/2024/06/play-armless-chair-sku-py17.jpg,https://america.couturejardin.com/product/play-armless-chair/
Club Armchair,CL10-GREYSTOCK0-0000,CLUB,Seating,84cm/33,80cm/31,68cm/26.7,40cm/16,68cm/26.7,"UV treated, foam, acrylic fabric, COUTUREtex, waterproof","Cushion Light grey, Frame Light grey, Top Ceramic-coated glass, Weaving Light grey","welded, aluminium, powder coating",,"Contract-grade welded aluminium frame | Tiger brand powder coating frame | UV treated outdoor cord | High density foam | UV treated durable outdoor acrylic fabric COUTUREtex,waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2021/05/Club_18.jpg,https://america.couturejardin.com/product/club-armchair/
Billie Armchair,BL10-GREENSTOCK-0000,BILLIE,Seating,70cm/27.6,79cm/31,76cm/30,35cm/13.8,61cm/24,"UV treated, rope, foam",Green,"welded, aluminum, powder coating",,Contract-grade welded aluminum frame; | Tiger brand powder coating; | UV treated outdoor rope; | High density foam; | UV treated durable outdoor faux leather,billie,https://america.couturejardin.com/wp-content/uploads/2025/06/bl10-green.jpg,https://america.couturejardin.com/product/billie-armchair/
Billie Armchair 2,BL10-GREIGSTOCK-0000,BILLIE,Seating,70cm/27.6,79cm/31,76cm/30,35cm/13.8,61cm/24,"UV treated, rope, foam","Frame Greige, Weaving Greige","welded, aluminum, powder coating",,Contract-grade welded aluminum frame; | Tiger brand powder coating; | UV treated outdoor rope; | High density foam; | UV treated durable outdoor faux leather,billie,https://america.couturejardin.com/wp-content/uploads/2025/06/bl10-greige-low.jpg,https://america.couturejardin.com/product/billie-armchair-2/
Breeze Armchair,BR10-ANTHRSTOCK-0000,BREEZE,Seating,96cm/37.8,87cm/34.3,67cm/26.4,40cm/15.7,67cm/26.4,"UV treated, rope, foam, acrylic fabric, COUTUREtex, waterproof","Frame Greige, Weaving Greige","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame; | Tiger brand powder coating; | UV treated outdoor rope; | High density foam; | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treat",Breeze,https://america.couturejardin.com/wp-content/uploads/2025/06/br10.jpg,https://america.couturejardin.com/product/breeze-armchair/
Breeze Sofa,BR30-ANTHRSTOCK-0000,BREEZE,Seating,195cm/76.8,87cm/34.3,67cm/26.4,40cm/15.7,67cm/26.4,"UV treated, rope, foam, acrylic fabric, COUTUREtex, waterproof","Frame Greige, Weaving Greige","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame; | Tiger brand powder coating; | UV treated outdoor rope; | High density foam; | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treat”",Breeze,https://america.couturejardin.com/wp-content/uploads/2025/06/br30.jpg,https://america.couturejardin.com/product/breeze-sofa/
Breeze Left Hand Sofa,BR23-ANTHRSTOCK-0000,BREEZE,Seating,182cm/71.7,87cm/34.3,67cm/26.4,40cm/15.7,67cm/26.4,"UV treated, rope, foam, acrylic fabric, COUTUREtex, waterproof","Frame Greige, Weaving Greige","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame; | Tiger brand powder coating; | UV treated outdoor rope; | High density foam; | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treat”",Breeze,https://america.couturejardin.com/wp-content/uploads/2025/06/br23.jpg,https://america.couturejardin.com/product/breeze-left-hand-sofa/
Breeze Right Hand Sofa,BR22-ANTHRSTOCK-0000,BREEZE,Seating,182cm/71.7,87cm/34.3,67cm/26.4,40cm/15.7,67cm/26.4,"UV treated, rope, foam, acrylic fabric, COUTUREtex, waterproof","Frame Greige, Weaving Greige","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame; | Tiger brand powder coating; | UV treated outdoor rope; | High density foam; | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treat”",Breeze,https://america.couturejardin.com/wp-content/uploads/2025/06/br22.jpg,https://america.couturejardin.com/product/breeze-right-hand-sofa/
Noble High Back Armless Chair,NO14-ANTHRSTOCK-0000,NOBLE,Seating,96cm/37.8,94cm/37,132cm/52,45cm/ 17.7,,"UV treated, rope, foam, acrylic fabric, COUTUREtex, waterproof","Frame Greige, Weaving Greige","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame; | Tiger brand powder coating; | UV treated outdoor rope; | High density foam; | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated",Noble,https://america.couturejardin.com/wp-content/uploads/2025/06/no14-anth-873x675px.jpg,https://america.couturejardin.com/product/noble-high-back-armless-chair/
Noble High Back Armless Chair 2,NO14-GREIGSTOCK-0000,NOBLE,Seating,96cm/37.8,94cm/37,132cm/52,45cm/ 17.7,,"UV treated, rope, foam, acrylic fabric, COUTUREtex, waterproof","Frame Greige, Weaving Greige","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame; | Tiger brand powder coating; | UV treated outdoor rope; | High density foam; | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated",Noble,https://america.couturejardin.com/wp-content/uploads/2025/06/no14-greige-low-873x675px.jpg,https://america.couturejardin.com/product/noble-high-back-armless-chair-2/
Scoop Armchair,SC10-GREIGSTOCK-0000,SCOOP,Seating,82cm/32,84cm/33,64cm/25,42cm/16.5,42cm/16.5,"UV treated, rope, foam, acrylic fabric, COUTUREtex, waterproof","Cover Greige, Cover Light grey, Cushion Cast Silver, Frame Light grey","welded, aluminum, powder coating",,"• Contract-grade welded aluminum frame | Tiger brand powder coating | UV treated outdoor rope | High density foam | UV treated durable outdoor acrylic fabric, COUTUREtex, waterproof treated",Scoop,https://america.couturejardin.com/wp-content/uploads/2023/06/scoop-categories-banner-03.jpg,https://america.couturejardin.com/product/scoop-armchair/
Wings Sofa,WI37-OAK00STOCK-0000,WINGS,Seating,210cm/82.7,78cm/30.7,70cm/27.6,43cm/17,,"foam, UV treated, acrylic fabric, COUTUREtex, waterproof","Frame Greige, Weaving Greige","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame; | Tiger brand powder coating; | High density foam; | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated. | Each sofa includes two multi use cushions. They are great for headrest, arms or lumbar support.",Wings,https://america.couturejardin.com/wp-content/uploads/2025/06/wi37-873x675px-1.jpg,https://america.couturejardin.com/product/wings-sofa/
Olala Chair Yellow,OL17-YELLOSTOCK-0000,OLALA,Seating,103cm/40.5,103cm/40.5,77.5cm/30.5,44cm/17,,"UV treated, foam, acrylic fabric, COUTUREtex, waterproof",,"welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating | UV treated outdoor cord | High density foam | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2022/05/Olala_09.jpg,https://america.couturejardin.com/product/olala-chair-yellow/
Play Armless Chair With Side Table,PY10-OAK00STOCK-0000,PLAY,Seating,126cm/49.6,84cm/33,73cm/28.7,38cm/15,,"foam, UV treated, acrylic fabric, COUTUREtex, waterproof",,"welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating | HPL table top | High density foam | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated",Play,https://america.couturejardin.com/wp-content/uploads/2024/06/play-armless-chair-with-side-table-sku-py10-2.jpg,https://america.couturejardin.com/product/play-armless-chair-with-side-table/
Club Armless Chair,CL17-GREYSTOCK0-0000,CLUB,Seating,77cm/30,80cm/31,68cm/26.7,40cm/16,,"UV treated, foam, acrylic fabric, COUTUREtex, waterproof","Cushion Light grey, Frame Light grey, Top Ceramic-coated glass, Weaving Light grey","welded, aluminium, powder coating",,"Contract-grade welded aluminium frame | Tiger brand powder coating frame | UV treated outdoor cord | High density foam | UV treated durable outdoor acrylic fabric COUTUREtex,waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2021/05/Club_12.jpg,https://america.couturejardin.com/product/club-armless-chair/
Scoop Sofa,SC30-GREIGSTOCK-0000,SCOOP,Seating,203cm/80,84cm/33,70cm/27.5,42cm/16.5,42cm/16.5,"UV treated, rope, foam, acrylic fabric, COUTUREtex, waterproof","Cover Greige, Cover Light grey, Cushion Cast Silver, Frame Light grey","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating | UV treated outdoor rope | High density foam | UV treated durable outdoor acrylic fabric, COUTUREtex, waterproof treated",Scoop,https://america.couturejardin.com/wp-content/uploads/2023/06/scoop-categories-banner-04.jpg,https://america.couturejardin.com/product/scoop-sofa/
Scoop Ottoman,SC08-GREIGSTOCK-0000,SCOOP,Seating,,,,42cm/16.5,,"UV treated, rope, foam, acrylic fabric, COUTUREtex, waterproof","Cover Greige, Cover Light grey, Cushion Cast Silver, Frame Light grey","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating | UV treated outdoor rope | High density foam | UV treated durable outdoor acrylic fabric, COUTUREtex, waterproof treated",Scoop,https://america.couturejardin.com/wp-content/uploads/2023/06/scoop-categories-banner-02.jpg,https://america.couturejardin.com/product/scoop-ottoman/
Olala Chair D Grey,OL17-ANTRSTOCK0-0000,OLALA,Seating,103cm/40.5,103cm/40.5,77.5cm/30.5,44cm/17,,"UV treated, foam, acrylic fabric, COUTUREtex, waterproof",,"welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating | UV treated outdoor cord | High density foam | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2022/05/Olala_05.jpg,https://america.couturejardin.com/product/olala-chair-d-grey/
Club Armless Deep Chair,CL16-GREYSTOCK0-0000,CLUB,Seating,77cm/30,106cm/42,82cm/32,40cm/16,,"UV treated, foam, acrylic fabric, COUTUREtex, waterproof","Cushion Light grey, Frame Light grey, Top Ceramic-coated glass, Weaving Light grey","welded, aluminium, powder coating",,"Contract-grade welded aluminium frame | Tiger brand powder coating frame | UV treated outdoor cord | High density foam | UV treated durable outdoor acrylic fabric COUTUREtex,waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2021/05/Club-ARMLESS-DEEP-CHAIR.jpg,https://america.couturejardin.com/product/club-armless-deep-chair/
Sky Corner Chair Oak,SK16-OAK00STOCK-0000,SKY,Seating,84cm/33,84cm/33,67cm/26.5,42cm/16.5,,"UV treated, acrylic fabric, COUTUREtex, waterproof, foam","Cushion Light grey, Frame Anthracite, Frame Teak Finish Aluminium, Frame White, Seat/Back Dark grey, Cushion Dark grey","welded, aluminum, powder coating, Teak, Aluminium",,"Contract-grade welded aluminum frame | Tiger brand powder coating | UV treated durable outdoor acrylic fabric, COUTUREtex, waterproof treated | High density foam",sky,https://america.couturejardin.com/wp-content/uploads/2024/06/sk16-o-1.jpg,https://america.couturejardin.com/product/sky-corner-chair-oak/
Sky Corner Chair White,SK16-WHITESTOCK-0000,SKY,Seating,84cm/33,84cm/33,67cm/26.5,42cm/16.5,,"UV treated, acrylic fabric, COUTUREtex, waterproof, foam","Cushion Light grey, Frame Anthracite, Frame Teak Finish Aluminium, Frame White, Seat/Back Dark grey, Cushion Dark grey","welded, aluminum, powder coating, Teak, Aluminium",,"Contract-grade welded aluminum frame | Tiger brand powder coating | UV treated durable outdoor acrylic fabric, COUTUREtex, waterproof treated | High density foam",sky,https://america.couturejardin.com/wp-content/uploads/2024/06/sk16-w-1.jpg,https://america.couturejardin.com/product/sky-corner-chair-white/
Sky Corner Chair,SK16-ANTHRSTOCK-0000,SKY,Seating,84cm/33,84cm/33,67cm/26.5,42cm/16.5,,"UV treated, acrylic fabric, COUTUREtex, waterproof, foam","Cushion Light grey, Frame Anthracite, Frame Teak Finish Aluminium, Frame White, Seat/Back Dark grey, Cushion Dark grey","welded, aluminum, powder coating, Teak, Aluminium",,"Contract-grade welded aluminum frame | Tiger brand powder coating | UV treated durable outdoor acrylic fabric, COUTUREtex, waterproof treated | High density foam",sky,https://america.couturejardin.com/wp-content/uploads/2023/11/sky-categories-banner-03.jpg,https://america.couturejardin.com/product/sky-corner-chair/
Olala Double Sofa,OL30-GREYSTOCK0-0000,OLALA,Seating,202cm/79.5,103cm/40.5,77.5cm/30.5,44cm/17,,"UV treated, foam, acrylic fabric, COUTUREtex, waterproof",,"welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating | UV treated outdoor cord | High density foam | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2022/05/Olala_11.jpg,https://america.couturejardin.com/product/olala-double-sofa/
Olala Double Armless Sofa Dark Grey,OL30-ANTRSTOCK0-0000,OLALA,Seating,202cm/79.5,103cm/40.5,77.5cm/30.5,44cm/17,,"UV treated, foam, acrylic fabric, COUTUREtex, waterproof",,"welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating | UV treated outdoor cord | High density foam | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2024/06/ol30-ant-1.jpg,https://america.couturejardin.com/product/olala-double-armless-sofa-dark-grey/
Scoop Right Hand Sofa Greige,SC32-GREIGSTOCK-0000,SCOOP,Seating,162cm/63.8,81cm/32,67cm/26.4,39cm/15.4,,"UV treated, rope, foam, acrylic fabric, COUTUREtex, waterproof","Cover Greige, Cover Light grey, Cushion Cast Silver, Frame Light grey","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating | UV treated outdoor rope | High density foam | UV treated durable outdoor acrylic fabric, COUTUREtex, waterproof treated",Scoop,https://america.couturejardin.com/wp-content/uploads/2024/06/sc32-1.jpg,https://america.couturejardin.com/product/scoop-right-hand-sofa-greige/
Club Ottoman,CL09-GREYSTOCK0-0000,CLUB,Seating,77cm/30,101cm/40,40cm/16,,,"UV treated, foam, acrylic fabric, COUTUREtex, waterproof","Cushion Light grey, Frame Light grey, Top Ceramic-coated glass, Weaving Light grey","welded, aluminium, powder coating",,"Contract-grade welded aluminium frame | Tiger brand powder coating frame | UV treated outdoor cord | High density foam | UV treated durable outdoor acrylic fabric COUTUREtex,waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2021/05/Club_19.jpg,https://america.couturejardin.com/product/club-ottoman/
Scoop Left Hand Sofa Greige,SC33-GREIGSTOCK-0000,SCOOP,Seating,162cm/63.8,81cm/32,67cm/26.4,39cm/15.4,,"UV treated, rope, foam, acrylic fabric, COUTUREtex, waterproof","Cover Greige, Cover Light grey, Cushion Cast Silver, Frame Light grey","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating | UV treated outdoor rope | High density foam | UV treated durable outdoor acrylic fabric, COUTUREtex, waterproof treated",Scoop,https://america.couturejardin.com/wp-content/uploads/2024/06/sc33-2.jpg,https://america.couturejardin.com/product/scoop-left-hand-sofa-greige/
Olala Coner Sofa,OL36-GREYSTOCK0-0000,OLALA,Seating,194cm/76.3,110cm/43.3,77.5cm/30.5,44cm/17,,"UV treated, foam, acrylic fabric, COUTUREtex, waterproof",,"welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating | UV treated outdoor cord | High density foam | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2022/05/ol36.jpg,https://america.couturejardin.com/product/olala-coner-sofa/
Play Armless Chair Grey,PY17-ANTHRSTOCK-0000,PLAY,Seating,126cm/49.6,84cm/33,73cm/28.7,38cm/15,,"UV treated, rope, foam, acrylic fabric, COUTUREtex, waterproof",,"welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating | UV treated outdoor rope | High density foam | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated",Play,https://america.couturejardin.com/wp-content/uploads/2024/06/play-armless-chair-sku-py17-b.jpg,https://america.couturejardin.com/product/play-armless-chair-grey/
Play Armless Chair With Side Table Grey,PY10-ANTHRSTOCK-0000,PLAY,Seating,126cm/49.6,84cm/33,73cm/28.7,38cm/15,,"foam, UV treated, acrylic fabric, COUTUREtex, waterproof",,"welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating | HPL table top | High density foam | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated",Play,https://america.couturejardin.com/wp-content/uploads/2024/06/play-armless-chair-with-side-table-sku-py10-b-2.jpg,https://america.couturejardin.com/product/play-armless-chair-with-side-table-grey/
