Product Name,SKU,Collection,Material Type,Category,Dimensions,Seat Size,Deck Height,Cushion Info,Description,Features,Tags,Brand,Product URL,Image URL,Additional Images
Overton Conversation table w/ textured alum. wood look finish/strong,NC6790CVT-REC,Aluminum Sling,Aluminum Sling,Accent Tables,40” x 40” x 26” ht,,,,Offers clean lines with mixed-media style. The Overton conversation table in Gunmetal/Textured Gray.,"Long lasting durability and rust resistance. | This table is perfect for practically any setting, and looks particularly nice in modern and/or minimalist environments. | Style: Modern/Contemporary","Dining Tables, Chat Tables",NorthCape,https://www.northcape.com/product/overton-conversation-table-w-textured-alum-wood-look-finish-strong/,https://www.northcape.com/wp-content/uploads/2017/11/nc6790ct-1.jpg,
Overton Rectangle Coffee Table w/ textured alum. wood look finish,NC6790CT-REC,Aluminum Sling,Aluminum Sling,Accent Tables,44” x 24” x 17” ht,,,,Offers clean lines with mixed-media style. The Overton coffee table in Gunmetal/Textured Gray.,"Long lasting durability and rust resistance. | This table is perfect for practically any setting, and looks particularly nice in modern and/or minimalist environments. | Style: Modern/Contemporary",Coffee Tables,NorthCape,https://www.northcape.com/product/overton-rectangle-coffee-table-w-textured-alum-wood-look-finish/,https://www.northcape.com/wp-content/uploads/2017/11/nc6790ct.jpg,
Overton Square End Table – Wood Finish Texture,NC6790ET-SQ,Aluminum Sling,Aluminum Sling,Accent Tables,20” x 20” x 20” ht,,,,Offers clean lines with mixed-media style. The Overton end table in Gunmetal/Textured Gray.,"Long lasting durability and rust resistance. | This table is perfect for practically any setting, and looks particularly nice in modern and/or minimalist environments. | Style: Modern/Contemporary",End Tables,NorthCape,https://www.northcape.com/product/overton-square-end-table-wood-finish-texture/,https://www.northcape.com/wp-content/uploads/2017/11/nc6790et.jpg,
Bainbridge Corner End Table,NC275CET,Bainbridge,Woven,Accent Tables,32.5” x 32.5” x 33” ht,,,,"The Bainbridge Wicker Corner End Table and Glass is the perfect addition to your Bainbridge patio set as sectional corner. The wicker is UV-protected, and features subtly muddled tones for a varied, natural look.","Heavy duty rust proof powder coated aluminum frames | Ultra stain, water, UV, crack and split resistant | Mold, mildew and fade resistant | Glass Top Included",End Tables,NorthCape,https://www.northcape.com/product/bainbridge-corner-end-table/,https://www.northcape.com/wp-content/uploads/2017/11/nc275cet.jpg,
Bainbridge Rectangular Coffee Table,NC275CT-REC,Bainbridge,Woven,Accent Tables,44”W x 28”D x 17”ht,,,,"Wicker Rectangular Coffee Table. The wicker is UV-protected, and features subtly muddled tones for a varied, natural look.","Heavy duty rust proof powder coated aluminum frames | Ultra stain, water, UV, crack and split resistant | Mold, mildew and fade resistant | Cleans with soap and water | Glass Top Included",Coffee Tables,NorthCape,https://www.northcape.com/product/bainbridge-rectangular-coffee-table/,https://www.northcape.com/wp-content/uploads/2019/02/nc275ct-rec.jpg,
Bainbridge Square Coffee Table,NC275CT-SQ,Bainbridge,Woven,Accent Tables,32” x 32” x 17” ht,,,,"Wicker Square Coffee Table. The wicker is UV-protected, and features subtly muddled tones for a varied, natural look.","Heavy duty rust proof powder coated aluminum frames | Ultra stain, water, UV, crack and split resistant | Mold, mildew and fade resistant | Cleans with soap and water | Glass Top included",Coffee Tables,NorthCape,https://www.northcape.com/product/bainbridge-square-coffee-table/,https://www.northcape.com/wp-content/uploads/2017/11/nc275ct.jpg,
Bainbridge Square End Table,NC275ET-SQ,Bainbridge,Woven,Accent Tables,20” x 20” x 21” ht,,,,"Wicker Square End Table. The wicker is UV-protected, and features subtly muddled tones for a varied, natural look.","Heavy duty rust proof powder coated aluminum frames | Ultra stain, water, UV, crack and split resistant | Mold, mildew and fade resistant | Cleans with soap and water | Glass Top included",End Tables,NorthCape,https://www.northcape.com/product/bainbridge-square-end-table/,https://www.northcape.com/wp-content/uploads/2017/11/nc275et.jpg,
Cabo Corner End Table,NC270CET,Cabo,Woven,Accent Tables,32.5” x 32.5” x 33” ht,,,,"Outdoor table within the incredibly modern Cabo Wicker Collection and tempered glass. The UV-protected, wicker offers a flat woven design, creating a contemporary look with clean lines.","Flat woven design – Wicker/Rattan | Heavy duty rust proof powder coated aluminum frames | High density polyethylene (HDPE) all weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight | Ultra stain, water, UV, crack and split resistant | Mold, mildew and fade resistant | Easy to maintain; Cleans with soap and water | Tempered Glass",End Tables,NorthCape,https://www.northcape.com/product/cabo-corner-end-table/,https://www.northcape.com/wp-content/uploads/2022/01/NC270CET.jpg,
Cabo Rectangular Coffee Table,NC270CT-REC,Cabo,Woven,Accent Tables,43.3” x 27.6” x 17” Ht,,,,"Outdoor coffee table within the incredibly modern Cabo Wicker Collection and tempered glass. The UV-protected, wicker offers a flat woven design, creating a contemporary look with clean lines.","Flat woven design – Wicker/Rattan | Heavy duty rust proof powder coated aluminum frames | High density polyethylene (HDPE) all weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight | Ultra stain, water, UV, crack and split resistant | Mold, mildew and fade resistant | Easy to maintain; Cleans with soap and water | Tempered Glass",Coffee Tables,NorthCape,https://www.northcape.com/product/cabo-rectangular-coffee-table/,https://www.northcape.com/wp-content/uploads/2019/02/nc270ct-rct.jpg,
Cabo Square Coffee Table,NC270CT-SQ,Cabo,Woven,Accent Tables,32” x 32” x 17” ht,,,,"Square coffee table within the incredibly modern Cabo Wicker Collection and tempered glass. The UV-protected, wicker offers a flat woven design, creating a contemporary look with clean lines.","Flat woven design – Wicker/Rattan | Heavy duty rust proof powder coated aluminum frames | High density polyethylene (HDPE) all weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight | Ultra stain, water, UV, crack and split resistant | Mold, mildew and fade resistant | Easy to maintain; Cleans with soap and water | Tempered Glass",Coffee Tables,NorthCape,https://www.northcape.com/product/cabo-square-coffee-table/,https://www.northcape.com/wp-content/uploads/2017/12/cabo_coffeetable.jpg,
Cabo Square End Table,NC270ET-SQ,Cabo,Woven,Accent Tables,20” x 20” x 21” ht,,,,"Square end table within the incredibly modern Cabo Wicker Collection and tempered glass. The UV-protected, wicker offers a flat woven design, creating a contemporary look with clean lines.","Flat woven design – Wicker/Rattan | Heavy duty rust proof powder coated aluminum frames | High density polyethylene (HDPE) all weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight | Ultra stain, water, UV, crack and split resistant | Mold, mildew and fade resistant | Easy to maintain; Cleans with soap and water | Tempered Glass",End Tables,NorthCape,https://www.northcape.com/product/cabo-square-end-table/,https://www.northcape.com/wp-content/uploads/2017/12/nc270et.jpg,
Edgewater Rectangular Coffee Table,NC6518CT-REC,Edgewater,Woven,Accent Tables,43” x 24” x 15” ht,,,,"The pieces in the Edgewater Collection are specially-sized to fit well in smaller spaces, allowing more seating room for your guests. This set features a 14mm resin finish with a half round design that combines with a rich, multi-toned finish on the frame and legs. The rich brown wicker is made from High-Density Polyethylene..","HDPE All Weather Resin Wicker | UV inhibitors that prevent fading and cracking ordinarily caused by sunlight. | Thick-gauged, powder-coated aluminum frame in a dark, multi-tonal finish offers long lasting durability and rust resistance. | Rustic Finish – Husk | Glass Top",Coffee Tables,NorthCape,https://www.northcape.com/product/edgewater-rectangular-coffee-table/,https://www.northcape.com/wp-content/uploads/2023/01/NC6518CT-REC.jpg,
Edgewater Rotating Chat Table,NC6518R-CHT,Edgewater,Woven,Accent Tables,36”dia. x 20” ht,,,,"The pieces in the Edgewater Collection are specially-sized to fit well in smaller spaces, allowing more seating room for your guests. This set features a 14mm resin finish with a half round design that combines with a rich, multi-toned finish on the frame and legs. The rich brown wicker is made from High-Density Polyethylene..","HDPE All Weather Resin Wicker | UV inhibitors that prevent fading and cracking ordinarily caused by sunlight. | Thick-gauged, powder-coated aluminum frame in a dark, multi-tonal finish offers long lasting durability and rust resistance. | Rustic Finish – Husk | Rotating Chat Table with an inset glass top rotates 360 degrees. | Glass Top",Chat Tables,NorthCape,https://www.northcape.com/product/edgewater-rotating-chat-table/,https://www.northcape.com/wp-content/uploads/2023/01/NC6518R-CHT.jpg,
Edgewater Square End Table,NC6518ET-SQ,Edgewater,Woven,Accent Tables,22” x 22” x 22” ht,,,,"The pieces in the Edgewater Collection are specially-sized to fit well in smaller spaces, allowing more seating room for your guests. This set features a 14mm resin finish with a half round design that combines with a rich, multi-toned finish on the frame and legs. The rich brown wicker is made from High-Density Polyethylene..","HDPE All Weather Resin Wicker | UV inhibitors that prevent fading and cracking ordinarily caused by sunlight. | Thick-gauged, powder-coated aluminum frame in a dark, multi-tonal finish offers long lasting durability and rust resistance. | Rustic Finish – Husk | Glass Top",End Tables,NorthCape,https://www.northcape.com/product/edgewater-square-end-table/,https://www.northcape.com/wp-content/uploads/2023/01/NC6518ET-SQ.jpg,
Grand Stafford Rectangular Coffee Table,NC4331CT-REC,Grand Stafford,Woven,Accent Tables,44” x 28” x 17”ht,,,,The Grand Stafford Rectangular Coffee Table,"Sturdy commercial grade aluminum frame | HDPE resin is hand woven over the frame | Durable resin weave gives this collection an elegant, understated style | Weather & UV Resistant | Glass Included",Coffee Tables,NorthCape,https://www.northcape.com/product/grand-stafford-rectangular-coffee-table/,https://www.northcape.com/wp-content/uploads/2019/02/nc4331ct-rec.jpg,
Grand Stafford Square End Table,NC4331ET-SQ,Grand Stafford,Woven,Accent Tables,22” x 22” x 21” ht,,,,The Grand Stafford Square End Table,"Sturdy commercial grade aluminum frame | HDPE resin is hand woven over the frame | Durable resin weave gives this collection an elegant, understated style | Weather & UV Resistant | Glass Included",End Tables,NorthCape,https://www.northcape.com/product/grand-stafford-square-end-table/,https://www.northcape.com/wp-content/uploads/2019/02/nc4331et-sq.jpg,
Hixon Nesting Side Table,NC6300NET-TAN,Hixon,Mixed Media,Accent Tables,,,,,Modern Style with Unmatched Versatility. A mixture of Tangent PolyTuf™ Lumber and a powered coated aluminum frame makes this the perfect combination for a modern look with an elegant style. Take home this outdoor patio nesting side table today!,"Tangent PolyTuf™ Tabletop | 100% Post Consumer Recycled HDPE Resin | Impenetrable surface: no water absorption so mold, mildew and bugs cannot penetrate the surface. | Resistant to UV and harsh weather climates. | Easy to clean, using soap and warm to hot water. | No splintering, cracking or warping as one would find with wood. | Greater impact resistance than wood. | Resistant to most chemical exposures. | Frame Material: Metal | Adult Assembly Required: Yes | Wood Scoring & Rub Through (Technique used to give item a distressed look.)",End Tables,NorthCape,https://www.northcape.com/product/hixon-nesting-side-table-polytuf/,https://www.northcape.com/wp-content/uploads/2022/01/nesting-table-dark-gray-5.jpg,
Hixon Slat Rectangle Coffee Table,NC6300CT-REC-TAN,Hixon,Mixed Media,Accent Tables,35.4” x 23.6” x 17.7” ht,,,,Modern Style with Unmatched Versatility. A mixture of Tangent PolyTuf™ Lumber and a powered coated aluminum frame makes this the perfect combination for a modern look with an elegant style. Take home this outdoor patio coffee table today!,"Tangent PolyTuf™ Tabletop | 100% Post Consumer Recycled HDPE Resin | Impenetrable surface: no water absorption so mold, mildew and bugs cannot penetrate the surface. | Resistant to UV and harsh weather climates. | Easy to clean, using soap and warm to hot water. | No splintering, cracking or warping as one would find with wood. | Greater impact resistance than wood. | Resistant to most chemical exposures. | Frame Material: Metal | Adult Assembly Required: Yes | Wood Scoring & Rub Through (Technique used to give item a distressed look.)",Coffee Tables,NorthCape,https://www.northcape.com/product/hixon-slat-rectangle-coffee-table-polytuf/,https://www.northcape.com/wp-content/uploads/2022/01/coffee-table-dark-gray-2.jpg,
Hixon Slat Rectangle Conversation Table with Polytuf Top,NC6790CVT-REC-TAN,Hixon,Mixed Media,Accent Tables,40” x 40” x 26” ht,,,,Modern Style with Unmatched Versatility. A mixture of Tangent PolyTuf™ Lumber and a powered coated aluminum frame makes this the perfect combination for a modern look with an elegant style. Take home this outdoor patio conversation table today!,"Tangent PolyTuf™ Tabletop | 100% Post Consumer Recycled HDPE Resin | Impenetrable surface: no water absorption so mold, mildew and bugs cannot penetrate the surface. | Resistant to UV and harsh weather climates. | Easy to clean, using soap and warm to hot water. | No splintering, cracking or warping as one would find with wood. | Greater impact resistance than wood. | Resistant to most chemical exposures. | Frame Material: Metal | Adult Assembly Required: Yes | Wood Scoring & Rub Through (Technique used to give item a distressed look.)",Chat Tables,NorthCape,https://www.northcape.com/product/hixon-slat-rectangle-conversation-table-with-polytuf-top/,https://www.northcape.com/wp-content/uploads/2021/02/nc6790cvt-tan-1-1000x1000-1.jpg,
Laguna Teak Rectangle Coffee Table,NC2015CT,Laguna,Teak,Accent Tables,55” x 28” x 18” ht,,,,"The Laguna Coffee Table is 100% solid, plantation grown teak. Whether allowed to weather or maintained to keep it’s natural, warm golden look, it will be a striking addition to your patio setting. It is designed to match the entire Laguna collection.","Our Plantation Teak products are plantation-grown and harvested from mature trees that are 50-60 years old. | Our Plantation Teak is oven- or air-dried for moisture control | This line of teak is part of a replenished forestry program, where a new tree is planted for each one that is harvested | A wire wheel is used to distress the reclaimed wood to enhance the grain and provide a rustic finish. | Grade B Teak. | You may choose to allow your natural teak to weather to a beautiful silver-gray patina or treat it with an oil or sealer specifically made for natural teak twice a year to preserve the natural wood/teak’s golden finish. | Natural teak may be cleaned using a wood cleaner, or lightly sanded with 600 (or higher) grit sandpaper. | Leave your natural teak products outside year-round (under a furniture cover when not in use) or store in a COOL, DRY place during the winter to preserve the teak’s moisture.",Coffee Tables,NorthCape,https://www.northcape.com/product/laguna-rectangle-coffee-table/,https://www.northcape.com/wp-content/uploads/2022/01/coffee-table-silo-2.jpg,https://www.northcape.com/wp-content/uploads/2022/01/coffee-table-silo-1.jpg | https://www.northcape.com/wp-content/uploads/2022/01/coffee-table-silo-3.jpg | https://www.northcape.com/wp-content/uploads/2022/01/coffee-table-silo-4.jpg | https://www.northcape.com/wp-content/uploads/2022/01/coffee-table-silo-5.jpg | https://www.northcape.com/wp-content/uploads/2022/01/coffee-table-silo-6.jpg | https://www.northcape.com/wp-content/uploads/2022/01/coffee-table-silo-7.jpg | https://www.northcape.com/wp-content/uploads/2022/01/coffee-table-silo-3-dim.jpg
Laguna Teak Square End Table,NC2015ET,Laguna,Teak,Accent Tables,20” x 20” x 20” ht,,,,"The Laguna End Table is 100% solid, plantation grown teak. Whether allowed to weather or maintained to keep it’s natural, warm golden look, it will be a striking addition to your patio setting. It is designed to match the entire Laguna collection.","A wire wheel is used to distress the reclaimed teak to enhance the grain and provide a rustic finish. | Our Plantation Teak products are plantation-grown and harvested from mature trees that are 50-60 years old. | This line of teak is part of a replenished forestry program, where a new tree is planted for each one that is harvested. | Our Plantation Teak is oven- or air-dried for moisture control. | Grade B Teak. | You may choose to allow your natural teak to weather to a beautiful silver-gray patina or treat it with an oil or sealer specifically made for natural teak twice a year to preserve the natural wood/teak’s golden finish. | Natural teak may be cleaned using a wood cleaner, or lightly sanded with 600 (or higher) grit sandpaper. | Leave your natural teak products outside year-round (under a furniture cover when not in use) or store in a COOL, DRY place during the winter to preserve the wood’s moisture.",End Tables,NorthCape,https://www.northcape.com/product/laguna-square-end-table/,https://www.northcape.com/wp-content/uploads/2022/01/laguna-end-table-2.jpg,https://www.northcape.com/wp-content/uploads/2022/01/laguna-end-table-1.jpg | https://www.northcape.com/wp-content/uploads/2022/01/laguna-end-table-3.jpg | https://www.northcape.com/wp-content/uploads/2022/01/laguna-end-table-4.jpg | https://www.northcape.com/wp-content/uploads/2022/01/laguna-end-table-5.jpg | https://www.northcape.com/wp-content/uploads/2022/01/laguna-end-table-6.jpg | https://www.northcape.com/wp-content/uploads/2022/01/laguna-end-table-7.jpg | https://www.northcape.com/wp-content/uploads/2022/01/laguna-end-table-2-dim.jpg
Lakeside Corner End Table,NC4302CET,Lakeside,Woven,Accent Tables,32.5” x 32.5” x 33” ht,,,,"Lakeside is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed.",HDPE All Weather Resin Wicker | Hand-woven Wicker over Aluminum Frame | Frame Color: Aspen or Husk | Glass Included,End Tables,NorthCape,https://www.northcape.com/product/lakeside-corner-end-table/,https://www.northcape.com/wp-content/uploads/2022/01/NC4302-CET-Aspen.jpg,
Lakeside Rectangular Coffee Table,NC4302CT-REC,Lakeside,Woven,Accent Tables,43.3” x 27.6” x 17” ht,,,,"Lakeside is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed.",HDPE All Weather Resin Wicker | Hand-woven Wicker over Aluminum Frame | Frame Color: Aspen or Husk | Glass Top | Tables Feature Additional Storage,Coffee Tables,NorthCape,https://www.northcape.com/product/lakeside-rectangular-coffee-table/,https://www.northcape.com/wp-content/uploads/2022/01/Rectangular_Coffee_Table-1.jpg,
Lakeside Square Coffee Table,NC4302CT-SQ,Lakeside,Woven,Accent Tables,32” x 32” x 17” ht,,,,"Lakeside is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed.",HDPE All Weather Resin Wicker | Hand-woven Wicker over Aluminum Frame | Frame Color: Aspen or Husk | Glass Top,Coffee Tables,NorthCape,https://www.northcape.com/product/lakeside-square-coffee-table/,https://www.northcape.com/wp-content/uploads/2017/11/nc4302ct.jpg,
Lakeside Square End Table,NC4302ET-SQ,Lakeside,Woven,Accent Tables,20” x 20” x 21” ht,,,,"Lakeside is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed.",HDPE All Weather Resin Wicker | Hand-woven Wicker over Aluminum Frame | Frame Color: Aspen or Husk | Glass Top,End Tables,NorthCape,https://www.northcape.com/product/lakeside-square-end-table/,https://www.northcape.com/wp-content/uploads/2017/11/nc4302et.jpg,
Seaside Teak Coffee Table,NC2170CT,Seaside,Teak,Accent Tables,47.25” x 23.5” x 16.5” ht,,,,"This Teak Coffee Table features artisan craftsmanship in 100% solid, plantation-grown teak. The naturally weather-resistant teak is smoothly sanded and may be oiled to preserve the warm look as shown, or allowed to weather naturally to a beautiful silvery gray patina. Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster.",Responsibly harvested solid plantation-grown teak. The teak plantation participates in a replenished forestry program and plants 1 tree for each tree that is harvested. | Teak | Durability: Weather Resistant | Assembly Required: Yes,Coffee Tables,NorthCape,https://www.northcape.com/product/seaside-teak-coffee-table/,https://www.northcape.com/wp-content/uploads/2022/01/cofee-table-2.jpg,https://www.northcape.com/wp-content/uploads/2022/01/cofee-table-1.jpg | https://www.northcape.com/wp-content/uploads/2022/01/cofee-table-3.jpg | https://www.northcape.com/wp-content/uploads/2022/01/cofee-table-4.jpg | https://www.northcape.com/wp-content/uploads/2022/01/cofee-table-5.jpg | https://www.northcape.com/wp-content/uploads/2022/01/cofee-table-6.jpg | https://www.northcape.com/wp-content/uploads/2022/01/cofee-table-7.jpg
Seaside Teak End Table,NC2170ET,Seaside,Teak,Accent Tables,19.5” x 19.5” x 16.5” ht,,,,"This Teak Side Table features artisan craftsmanship in 100% solid, plantation-grown teak. The naturally weather-resistant teak is smoothly sanded and may be oiled to preserve the warm look as shown, or allowed to weather naturally to a beautiful silvery gray patina. Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster.",Responsibly harvested solid plantation-grown teak. The teak plantation participates in a replenished forestry program and plants 1 tree for each tree that is harvested. | Durability: Weather Resistant | Assembly Required: Yes | Teak,End Tables,NorthCape,https://www.northcape.com/product/seaside-teak-end-table/,https://www.northcape.com/wp-content/uploads/2022/01/end-table-2-1.jpg,https://www.northcape.com/wp-content/uploads/2022/01/end-table-1-1.jpg | https://www.northcape.com/wp-content/uploads/2022/01/end-table-3-1.jpg | https://www.northcape.com/wp-content/uploads/2022/01/end-table-4-1.jpg | https://www.northcape.com/wp-content/uploads/2022/01/end-table-5-1.jpg | https://www.northcape.com/wp-content/uploads/2022/01/end-table-6-1.jpg
Sorrento Rectangle Coffee Table with Glass,NC5223CT-REC,Sorrento,Woven,Accent Tables,44” x 28” x 17” ht,,,,Rectangle Coffee Table Glass.,"High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight. | Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance.",Coffee Tables,NorthCape,https://www.northcape.com/product/sorrento-rectangle-coffee-table-with-glass/,https://www.northcape.com/wp-content/uploads/2021/02/captiva-coffee-table-109x58cm-45h-alu-aub-ptn-sts-13f-ptn-sts-6c-ptn-ctv-3r-ptn-ctv-7s-gls-r69943-3-002-1000.jpg,
Sorrento Square End Table with Glass,NC5223ET-SQ,Sorrento,Woven,Accent Tables,20” x 20” x 21” ht,,,,Square End Table with Glass.,"High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight. | Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance.",End Tables,NorthCape,https://www.northcape.com/product/sorrento-square-end-table-with-glass/,https://www.northcape.com/wp-content/uploads/2021/02/captiva-side-table-58x58cm-55h-woph-alu-aub-ptn-sts-13f-ptn-sts-6c-ptn-ctv-3r-ptn-ctv-7s-gls-r69944-13-002-1000.jpg,https://www.northcape.com/wp-content/uploads/2021/02/captiva-side-table-58x58cm-55h-alu-aub-ptn-sts-13f-ptn-sts-6c-ptn-ctv-3r-ptn-ctv-7s-gls-r69944-2-002-1000.jpg
Universal Rotating Chat Table,NC415R-CHT,Universal,Woven,Accent Tables,36” dia. x 20” ht,,,,The Universal Rotating Chat Table with an inset tempered glass top rotates 360 degrees. Both top and base are outdoor wicker made from High-Density Polyethylene. This rotating chat table will compliment most any setting.,"High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight. | Wicker design gives it a more tactile, luxurious look and texture. | Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance. | Includes tempered glass inset | Tempered glass is specifically manufactured to be stronger than conventional glass, making it well suited as a table surface. | Table tops rotates a full 360 degrees for easy access.",Chat Tables,NorthCape,https://www.northcape.com/product/universal-rotating-chat-table/,https://www.northcape.com/wp-content/uploads/2022/01/NC4339RCHAT-Parchment-1536x1536-1.jpg,
Oceanview Armless Counter or Bar Height Chair,PL1001DCS-H,Oceanview,Poly Lumber,Bar & Counter Stools,,,,,Poly Lumber,,Stools,NorthCape,https://www.northcape.com/product/oceanview-armless-counter-or-bar-height-chair-poly-lumber/,https://www.northcape.com/wp-content/uploads/2022/01/Black-2-4.jpg,
Oceanview Counter or Bar Height Chair With Arms,PL1001DC-H,Oceanview,Poly Lumber,Bar & Counter Stools,,,,,Poly Lumber,,Stools,NorthCape,https://www.northcape.com/product/oceanview-counter-or-bar-height-chair-with-arms-poly-lumber/,https://www.northcape.com/wp-content/uploads/2022/01/Black-2-3.jpg,
Oceanview Saddle Stool,PL1001SS,Oceanview,Poly Lumber,Bar & Counter Stools,,,,,Poly Lumber,,Stools,NorthCape,https://www.northcape.com/product/oceanview-saddle-stool-poly-lumber/,https://www.northcape.com/wp-content/uploads/2022/01/Black-2-5.jpg,
Universal 25″ Counter Height Swivel Stool,NC415CHSS-25,Universal,Woven,Bar & Counter Stools,23” x 23” x 42” ht,,,Cush415/416CHSS-25: 1 pc,"The Universal Swivel Counter Stool combines the fun of bar seating with the comfort of a dining armchair. The UV-protected wicker, available in 8 colors, creates a contemporary sports a flat woven design, creating a contemporary look with clean lines. This swivel chair includes a fade- and mildew-resistant Sunbrella® seat cushion.","High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight. | Wicker design gives it a more tactile, luxurious look and texture. | Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance. | Sunbrella® cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning. | Plush, overstuffed cushions are made from quick-drying polyurethane foam wrapped in moisture and mildew-eliminating Dacron fibers.",Stools,NorthCape,https://www.northcape.com/product/universal-25%e2%80%b3-counter-height-swivel-stool/,https://www.northcape.com/wp-content/uploads/2019/02/nc260bs.jpg,
Universal 30″ Armless Bar Stool,NC416BS-30,Universal,Woven,Bar & Counter Stools,18” x 22” x 47”ht,,,Cush415/416-BS: 1 pc,"30” Armless Bar Stool creates a casual drinking and dining setting without sacrificing style. The UV-protected wicker sports a woven design, available in 8 colors to blend a contemporary, blending contemporary design with naturally varied tones.","High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight. | Wicker design gives it a more tactile, luxurious look and texture. | Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance. | Seat Cushion is made from quick-drying polyurethane foam wrapped in moisture and mildew-eliminating Dacron fibers. | Includes 2 back ties to hold cushion in place on bar stool",Stools,NorthCape,https://www.northcape.com/product/universal-30-armless-bar-stool/,https://www.northcape.com/wp-content/uploads/2019/02/fp-bar-bs-eb-fb1.jpg,
6510 Ottoman,NC6510O-REC,6510,Woven,Ottomans,31” x 20” x 18” ht,22” x 20”,12.5” CUSH600-O-REC: 1 pc. cushion,CUSH600-O-REC: 1 pc,"Ottoman, with its light beige-colored wicker with a full round design, is the perfect footrest addition. Each strand of this outdoor wicker is made from High-Density Polyethylene and comes with cushions that are covered in fade- and mildew- resistant fabric.","Full-round wicker design gives it a more tactile, luxurious texture and look | Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance | Sunbrella® cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning | Plush, overstuffed cushions are made from quick-drying polyurethane foam | Cushion Thickness 4.5” | Seat Size: 22” x 20”, Deck ht: 12.5”",Ottomans,NorthCape,https://www.northcape.com/product/6510-ottoman/,https://www.northcape.com/wp-content/uploads/2022/01/ottoman-2.jpg,https://www.northcape.com/wp-content/uploads/2022/01/ottoman-3.jpg | https://www.northcape.com/wp-content/uploads/2022/01/ottoman-1.jpg | https://www.northcape.com/wp-content/uploads/2022/01/ottoman-5.jpg | https://www.northcape.com/wp-content/uploads/2022/01/ottoman-4.jpg | https://www.northcape.com/wp-content/uploads/2022/01/ottoman-6.jpg
Bainbridge Rectangular Ottoman,NC275O-REC,Bainbridge,Woven,Ottomans,29.5” x 20” x 16.5” ht,24” x 20”,13” Cush270/271O-REC: 1 pc. cushion,Cush270/271O-REC: 1 pc,"The Bainbridge Wicker Rectangular Ottoman is the perfect addition to your Bainbridge patio set as a footrest or extra seat. Put your feet up and relax. The wicker is UV-protected, and features subtly muddled tones for a varied, natural look. This square wicker ottoman includes a fade- and mildew-resistant Sunbrella® cushion.","Heavy duty rust proof powder coated aluminum frames | 4″ thick Outdoor cushions with Sunbrella fabrics included | Ultra stain, water, UV, crack and split resistant | Mold, mildew and fade resistant | Easy to maintain; Cleans with soap and water | High-back seating for extra comfort | Size: 29.5” x 20” x 16.5” ht. | Seat Size: 24” x 20”, Deck Ht: 13” | 4″ Cushion Thickness",Ottomans,NorthCape,https://www.northcape.com/product/bainbridge-rectangular-ottoman/,https://www.northcape.com/wp-content/uploads/2017/11/nc275ot-r.jpg,
