Product Name,SKU,Collection,Material Type,Category,Dimensions,Seat Size,Deck Height,Cushion Info,Description,Features,Tags,Brand,Product URL,Image URL,Additional Images
Lakeside 3 Seat Sofa,NC43023S,Lakeside,Woven,Deep Seating & Lounge,81” x 32.5” x 33” ht,75” x 25”,13” Cush270/271-3S: 6 pc. cushion,Cush270/271-3S: 6 pc,"Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.","HDPE All Weather Resin Wicker | Hand-woven Wicker over Aluminum Frame | Comfortable Wide Arms | Sunbrella Fabrics | Frame Color: Aspen or Husk | Cush270/271-3S: 6 pc. cushion, 6” th. | Seat Size: 75” x 25”, Deck Ht: 13”",Sofas,NorthCape,https://www.northcape.com/product/lakeside-3-seat-sofa/,https://www.northcape.com/wp-content/uploads/2017/11/lakeside-3s-aspen.jpg,
Lakeside Club Chair,NC4302C,Lakeside,Woven,Deep Seating & Lounge,31” x 32.5” x 33” ht,25” x 25”,13” Cush270/271-C: 2 pc. cushion,Cush270/271-C: 2 pc,"Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.","HDPE All Weather Resin Wicker | Hand-woven Wicker over Aluminum Frame | Comfortable Wide Arms | Sunbrella Fabrics | Frame Color: Aspen or Husk | Cush270/271-3S: 6 pc. cushion, 6” th. | Seat Size: 25” x 25”, Deck Ht: 13”",Club Chairs,NorthCape,https://www.northcape.com/product/lakeside-club-chair/,https://www.northcape.com/wp-content/uploads/2023/01/NC4302C_Cast-Ash.jpg,
Lakeside Loveseat,NC4302LS,Lakeside,Woven,Deep Seating & Lounge,56” x 32.5” x 33” ht,50” x 25”,13” Cush270/271-LS: 4 pc. cushion,Cush270/271-LS: 4 pc,"Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.","HDPE All Weather Resin Wicker | Hand-woven Wicker over Aluminum Frame | Comfortable Wide Arms | Sunbrella Fabrics | Frame Color: Aspen or Husk | Cush270/271-3S: 6 pc. cushion, 6” th. | SSeat Size: 50” x 25”, Deck Ht: 13”",Loveseats,NorthCape,https://www.northcape.com/product/lakeside-loveseat/,https://www.northcape.com/wp-content/uploads/2017/11/lakeside-ls-aspen.jpg,
Lakeside Sectional 45 Degree Sectional Corner,NC4302SCC-45,Lakeside,Woven,Deep Seating & Lounge,62.5” x 33.5” x 33” ht,57.5” x 32”,13” Cush270/271SCC-45: 3 pc,Cush270/271SCC-45: 3 pc,"Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.","HDPE All Weather Resin Wicker | Hand-woven Wicker over Aluminum Frame | Sunbrella Fabrics | Frame Color: Aspen or Husk | Cush270/271-3S: 6 pc. cushion, 6” th. | Seat Size: 57.5” x 32”, Deck Ht: 13”",Sectionals,NorthCape,https://www.northcape.com/product/lakeside-sectional-45-degree-sectional-corner/,https://www.northcape.com/wp-content/uploads/2017/11/lakeside-45-aspen.jpg,
Lakeside Sectional 90 Degree Sectional Corner,NC4302SCC,Lakeside,Woven,Deep Seating & Lounge,32.5” x 32.5” x 33” ht,25” x 25”,13” Cush270/271-SCC: 3 pc. cushion,Cush270/271-SCC: 3 pc,"Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.","HDPE All Weather Resin Wicker | Hand-woven Wicker over Aluminum Frame | Sunbrella Fabrics | Frame Color: Aspen or Husk | Cush270/271-3S: 6 pc. cushion, 6” th. | Seat Size: 25” x 25”, Deck Ht: 13”",Sectionals,NorthCape,https://www.northcape.com/product/lakeside-sectional-90-degree-sectional-corner/,https://www.northcape.com/wp-content/uploads/2017/11/lakeside-90-aspen.jpg,
Lakeside Sectional Left Arm Loveseat,NC4302LL,Lakeside,Woven,Deep Seating & Lounge,53” x 32.5” x 33” ht,50” x 25”,13” Cush270/271-LS: 4 pc. cushion,Cush270/271-LS: 4 pc,"Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.","HDPE All Weather Resin Wicker | Hand-woven Wicker over Aluminum Frame | Sunbrella Fabrics | Frame Color: Aspen or Husk | Cush270/271-3S: 6 pc. cushion, 6” th. | Seat Size: 50” x 25”, Deck Ht: 13”","Loveseats, Sectionals",NorthCape,https://www.northcape.com/product/lakeside-sectional-left-arm-loveseat/,https://www.northcape.com/wp-content/uploads/2017/11/lakeside-ll-aspen.jpg,
Lakeside Sectional Right Arm Loveseat,NC4302RL,Lakeside,Woven,Deep Seating & Lounge,53” x 32.5” x 33” ht,50” x 25”,13” Cush270/271-LS: 4 pc. cushion,Cush270/271-LS: 4 pc,"Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.","HDPE All Weather Resin Wicker | Hand-woven Wicker over Aluminum Frame | Sunbrella Fabrics | Frame Color: Aspen or Husk | Cush270/271-3S: 6 pc. cushion, 6” th. | Seat Size: 50” x 25”, Deck Ht: 13”","Loveseats, Sectionals",NorthCape,https://www.northcape.com/product/lakeside-sectional-right-arm-loveseat/,https://www.northcape.com/wp-content/uploads/2017/11/lakeside-rl-aspen.jpg,
Lakeside Sectional Sectional Middle,NC4302SCM,Lakeside,Woven,Deep Seating & Lounge,25” x 32.5” x 33” ht,25” x 25”,13” Cush270/271-C: 2 pc. cushion,Cush270/271-C: 2 pc,"Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.","HDPE All Weather Resin Wicker | Hand-woven Wicker over Aluminum Frame | Sunbrella Fabrics | Frame Color: Aspen or Husk | Cush270/271-3S: 6 pc. cushion, 6” th. | Seat Size: 25” x 25”, Deck Ht: 13”","Sectionals, Middle Chairs",NorthCape,https://www.northcape.com/product/lakeside-sectional-sectional-middle/,https://www.northcape.com/wp-content/uploads/2017/11/lakeside-scm-aspen.jpg,
Lakeside Swivel Glider,NC4302SG,Lakeside,Woven,Deep Seating & Lounge,31” x 32.5” x 33” ht,25” x 25”,13” Cush270/271-C: 2 pc. cushion,Cush270/271-C: 2 pc,"Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.","HDPE All Weather Resin Wicker | Hand-woven Wicker over Aluminum Frame | Comfortable Wide Arms | Sunbrella Fabrics | Frame Color: Aspen or Husk | Cush270/271-3S: 6 pc. cushion, 6” th. | Seat Size: 25” x 25”, Deck Ht: 13”",Swivel Gliders/Rockers,NorthCape,https://www.northcape.com/product/lakeside-swivel-glider/,https://www.northcape.com/wp-content/uploads/2017/11/lakeside-sg-aspen.jpg,
Seaside Teak Chair,NC2170C,Seaside,Teak,Deep Seating & Lounge,28.5” x 32.5” x 32.5” ht,,,Cushion: Cush270/271-C,"Patio Chair with Sunbrella Cushions features artisan craftsmanship in 100% solid, plantation-grown teak. The naturally weather-resistant teak is smoothly sanded and may be oiled to preserve the warm look as shown, or allowed to weather naturally to a beautiful silvery gray patina. Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster. Also included are cushions covered in fade and mildew-resistant sunbrella® fabric.","Plush bull nose cushions in the sunbrella fabric provide unmatched fade, moisture and mildew resistance | Responsibly harvested solid plantation-grown teak. The teak plantation participates in a replenished forestry program and plants 1 tree for each tree that is harvested. | You may choose to allow your natural wood/teak to weather to a beautiful silver-gray patina or treat it with an oil or sealer specifically made for natural teak twice a year to preserve the natural wood/teak’s golden finish. | Frame Material: Teak | Cushions Included: Yes | Product Care: Easily clean cushions with mild soap and water for an enduringly pristine surface. Air dry only. | Assembly Required: Yes | Seat Cushion Thickness 6” | Seat Height Without Cushion 12” | Weight Capacity: 300 lbs.",Club Chairs,NorthCape,https://www.northcape.com/product/seaside-teak-chair/,https://www.northcape.com/wp-content/uploads/2022/01/loungechair-2.jpg,https://www.northcape.com/wp-content/uploads/2022/01/loungechair-1.jpg | https://www.northcape.com/wp-content/uploads/2022/01/loungechair-3.jpg | https://www.northcape.com/wp-content/uploads/2022/01/loungechair-4.jpg | https://www.northcape.com/wp-content/uploads/2022/01/loungechair-5.jpg | https://www.northcape.com/wp-content/uploads/2022/01/loungechair-6.jpg | https://www.northcape.com/wp-content/uploads/2022/01/loungechair-7.jpg
Seaside Teak Loveseat,NC2170LS,Seaside,Teak,Deep Seating & Lounge,53.5” x 32.5” x 32.5” ht,,,Cushion: Cush270/271-LS,"Patio Loveseat with Sunbrella Cushions features artisan craftsmanship in 100% solid, plantation-grown teak. The naturally weather-resistant teak is smoothly sanded and may be oiled to preserve the warm look as shown, or allowed to weather naturally to a beautiful silvery gray patina. Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster. Also included are cushions covered in fade and mildew-resistant sunbrella® fabric.","Plush bull nose cushions in the sunbrella fabric provide unmatched fade, moisture and mildew resistance | Responsibly harvested solid plantation-grown teak. The teak plantation participates in a replenished forestry program and plants 1 tree for each tree that is harvested. | You may choose to allow your natural wood/teak to weather to a beautiful silver-gray patina or treat it with an oil or sealer specifically made for natural teak twice a year to preserve the natural teak’s golden finish. | Frame Material: Teak | Cushions Included: Yes | Product Care: Easily clean cushions with mild soap and water for an enduringly pristine surface. Air dry only. | Assembly Required: Yes | Seat Cushion Thickness 6” | Seat Height Without Cushion 12” | Seat Depth – Front to Back 26 | Seat Back Height 18.5 | Weight Capacity: 550 lbs.",Loveseats,NorthCape,https://www.northcape.com/product/seaside-teak-loveseat/,https://www.northcape.com/wp-content/uploads/2022/01/loveseat-2.jpg,https://www.northcape.com/wp-content/uploads/2022/01/loveseat-1.jpg | https://www.northcape.com/wp-content/uploads/2022/01/loveseat-3.jpg | https://www.northcape.com/wp-content/uploads/2022/01/loveseat-4.jpg | https://www.northcape.com/wp-content/uploads/2022/01/loveseat-5.jpg | https://www.northcape.com/wp-content/uploads/2022/01/loveseat-6.jpg | https://www.northcape.com/wp-content/uploads/2022/01/loveseat-7.jpg
Seaside Teak Sofa,NC21703S,Seaside,Teak,Deep Seating & Lounge,78.5” x 32.5” x 32.5” ht,,,Cushion: Cush270/271-3S,"Patio Sofa with Sunbrella Cushions features artisan craftsmanship in 100% solid, plantation-grown teak. The naturally weather-resistant teak is smoothly sanded and may be oiled to preserve the warm look as shown, or allowed to weather naturally to a beautiful silvery gray patina. Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster. Also included are cushions covered in fade and mildew-resistant sunbrella® fabric.","Plush bull nose cushions in the sunbrella fabric provide unmatched fade, moisture and mildew resistance | Responsibly harvested solid plantation-grown teak. The teak plantation participates in a replenished forestry program and plants 1 tree for each tree that is harvested. | You may choose to allow your natural teak to weather to a beautiful silver-gray patina or treat it with an oil or sealer specifically made for natural teak twice a year to preserve the natural wood/teak’s golden finish. | Frame Material: Teak | Cushions Included: Yes | Product Care: Easily clean cushions with mild soap and water for an enduringly pristine surface. Air dry only. | Assembly Required: Yes | Seat Cushion Thickness 6” | Seat Height Without Cushion 12” | Seat Depth – Front to Back 26 | Seat Back Height 18.5 | Weight Capacity: 750 lbs.",Sofas,NorthCape,https://www.northcape.com/product/seaside-teak-sofa/,https://www.northcape.com/wp-content/uploads/2022/01/sofa-2.jpg,https://www.northcape.com/wp-content/uploads/2022/01/sofa-1.jpg | https://www.northcape.com/wp-content/uploads/2022/01/sofa-3.jpg | https://www.northcape.com/wp-content/uploads/2022/01/sofa-4.jpg | https://www.northcape.com/wp-content/uploads/2022/01/sofa-5.jpg | https://www.northcape.com/wp-content/uploads/2022/01/sofa-6.jpg | https://www.northcape.com/wp-content/uploads/2022/01/sofa-8.jpg
Sorrento 3 Seater Sofa,NC52233S,Sorrento,Woven,Deep Seating & Lounge,78.5” x 36.5” x 38” ht,,12” CUSH5223-3S: 6 pc. cushion,CUSH5223-3S: 6 pc,,"High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight. | Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance. | Cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning. | Plush, overstuffed cushions are made from quick-drying polyurethane foam wrapped in moisture and mildew-eliminating Dacron fibers. | Removable suspension seating provides additional comfort and easy maintenance",Sofas,NorthCape,https://www.northcape.com/product/sorrento-3-seater-sofa/,https://www.northcape.com/wp-content/uploads/2021/02/nc52233s.jpg,
Sorrento Lounge Chair,NC5223C,Sorrento,Woven,Deep Seating & Lounge,30.5” x 36.5” x 38″ ht,,12” CUSH5223C: 2 pc. cushion,CUSH5223C: 2 pc,,"High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight. | Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance. | Cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning. | Plush, overstuffed cushions are made from quick-drying polyurethane foam wrapped in moisture and mildew-eliminating Dacron fibers. | Removable suspension seating provides additional comfort and easy maintenance",Club Chairs,NorthCape,https://www.northcape.com/product/sorrento-lounge-chair/,https://www.northcape.com/wp-content/uploads/2021/02/nc5223c.jpg,
Sorrento Loveseat,NC5223LS,Sorrento,Woven,Deep Seating & Lounge,54.5” x 36.5” x 38” ht,,12” CUSH5223LS: 4 pc. cushion,CUSH5223LS: 4 pc,,"High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight. | Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance. | Cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning. | Plush, overstuffed cushions are made from quick-drying polyurethane foam wrapped in moisture and mildew-eliminating Dacron fibers. | Removable suspension seating provides additional comfort and easy maintenance",Loveseats,NorthCape,https://www.northcape.com/product/sorrento-loveseat/,https://www.northcape.com/wp-content/uploads/2021/02/nc5223ls.jpg,
Sorrento Swivel Glider Chair,NC5223SG,Sorrento,Woven,Deep Seating & Lounge,30.5” x 36.5” x 38” ht,,12” CUSH5223C: 2 pc. cushion,CUSH5223C: 2 pc,,"High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight. | Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance. | Cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning. | Plush, overstuffed cushions are made from quick-drying polyurethane foam wrapped in moisture and mildew-eliminating Dacron fibers. | Removable suspension seating provides additional comfort and easy maintenance",Swivel Gliders/Rockers,NorthCape,https://www.northcape.com/product/sorrento-swivel-glider-chair/,https://www.northcape.com/wp-content/uploads/2021/02/nc5223sg.jpg,
Tuscino Modular Armless Middle Chair,NC2001SCM,Tuscino,Poly Lumber,Deep Seating & Lounge,36” x 30” x 32” ht,24 x 30”,18”,,Features:,"Removeable premium outdoor fabric cover | Dacron wrapped foam padding secured to a 100% recycled poly lumber frame | Supportive, comfortable suspension system | Built to withstand the elements | Fun, stylish, modular, comfortable, durable","Sectionals, Middle Chairs, Modulars",NorthCape,https://www.northcape.com/product/tuscino-modular-armless-middle-chair/,https://www.northcape.com/wp-content/uploads/2022/11/NC2001SCM-Spectrum-Indigo-2.jpg,https://www.northcape.com/wp-content/uploads/2022/11/NC2001SCM-Spectrum-Indigo-1.jpg | https://www.northcape.com/wp-content/uploads/2022/11/NC2001SCM-Spectrum-Indigo-6.jpg | https://www.northcape.com/wp-content/uploads/2022/11/NC2001SCM-Spectrum-Indigo-3.jpg | https://www.northcape.com/wp-content/uploads/2022/11/NC2001SCM-Spectrum-Indigo-4.jpg
Tuscino Modular Corner,NC2001SCC,Tuscino,Poly Lumber,Deep Seating & Lounge,36” x 36” x 32” ht,24 x 24”,18”,,Features:,"Removeable premium outdoor fabric cover | Dacron wrapped foam padding secured to a 100% recycled poly lumber frame | Supportive, comfortable suspension system | Built to withstand the elements | Fun, stylish, modular, comfortable, durable","Sectionals, Modulars, Corner Chairs",NorthCape,https://www.northcape.com/product/tuscino-modular-corner/,https://www.northcape.com/wp-content/uploads/2022/11/NC2001SCC-Spectrum-Indigo-1.jpg,https://www.northcape.com/wp-content/uploads/2022/11/NC2001SCC-Spectrum-Indigo-3.jpg | https://www.northcape.com/wp-content/uploads/2022/11/NC2001SCC-Spectrum-Indigo-2.jpg | https://www.northcape.com/wp-content/uploads/2022/11/NC2001SCC-Spectrum-Indigo-4.jpg | https://www.northcape.com/wp-content/uploads/2022/11/NC2001SCC-Spectrum-Indigo-5.jpg
Solano 2 Seater Dining Bench,NC2045-DLS,Universal Teak,Teak,Deep Seating & Lounge,47.5” x 25.75” x 35”ht,,,"Cushion: CUSH2045/2046-DLS, 1 pc",This teak patio bench loveseat with arms is great for dining tables and sitting outside on its own. This naturally weather-resistant hardwood may be maintained to preserve the warm look as shown or allowed to weather naturally to a beautiful silvery gray patina. Plantation-grown teak.,"Plantation-grown teak is harvested from mature trees that are part of a replenished forestry program, then the teak is oven- or air-dried for moisture control | Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster | You may choose to allow your natural teak to weather to a beautiful silver-gray patina or treat it with an oil or sealer specifically made for natural teak twice a year to preserve the natural teak’s rustic finish | Solution dyed: Yes | Cushion attachment type: Cushion ties | Seating Capacity: 2 | Weight Capacity: 500 lb. | Seat: 17H x 18.25D | Seat Cushion Thickness: 3″ | Back Height – Seat to Top of Back: 19″ | Assembly Required: Yes","Dining Chairs, Loveseats",NorthCape,https://www.northcape.com/product/solano-2-seater-dining-bench/,https://www.northcape.com/wp-content/uploads/2017/12/nc2045d3s.jpg,
Overton Padded Dining Chair,NC6790DC,Aluminum Sling,Aluminum Sling,Dining Chairs,25” x 24.2” x 34.3” ht,,,,Offers clean lines with mixed-media style. Gunmetal Gray/Willow,"Long lasting durability and rust resistance. | This Chair is perfect for practically any setting, and looks particularly nice in modern and/or minimalist environments. | Seat Type: Without Cushions but is padded | Motion Type: Stationary | Style: Modern/Contemporary | Finish: Gunmetal, Willow Flat",Dining Chairs,NorthCape,https://www.northcape.com/product/overton-padded-dining-chair/,https://www.northcape.com/wp-content/uploads/2017/11/overton-dc.jpg,
Rio Dining Chair,NC6870-DC,Aluminum Sling,Aluminum Sling,Dining Chairs,23.8” x 27” x 36.2” ht,,,,This sling dining chair offers clean lines with a mixed-media style. It features ash gray outdoor upholstery that combines with a stylish sterling gray finish on the frame and legs. The upholstery material is designed to withstand the elements while providing a surprisingly comfortable seat.,"Thick-gauged, powder-coated aluminum frame in a trend-forward sterling gray finish offers long lasting durability and rust resistance | Quick-dry, durable outdoor upholstery material provides longevity and a comfortable seat | Perfect for practically any setting and looks particularly nice in modern and minimalist environments | Outer Frame Material: Metal | Cushions Included: No | Durability: Weather Resistant; Water Resistant; UV Resistant | Weight Capacity: 250 lb. | Assembly Required: Yes | Arms 26” H | Seat 17” H",Dining Chairs,NorthCape,https://www.northcape.com/product/rio-dining-chair/,https://www.northcape.com/wp-content/uploads/2017/11/nc6870c-gunmetal.jpg,
Chalfonte Dining Chair – Stackable,NC2685DC,Chalfonte,Mixed Media,Dining Chairs,"23.5"" x 24"" x 36"" ht",,,,Features:,"High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight. | Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance. | Wicker design gives it a more tactile, luxurious look and texture. | Stackable Dining Chair | Optional: Dining Chair cushion – choose from listed fabrics",Dining Tables,NorthCape,https://www.northcape.com/product/chalfonte-dining-chair-stackable/,https://www.northcape.com/wp-content/uploads/2022/11/NC2685DC_4-Hi-Res.jpg,https://www.northcape.com/wp-content/uploads/2022/11/NC2685DC_Chair-Stack_4-Hi-Res.jpg
Hixon Dining Chair,NC6300DC-TAN,Hixon,Mixed Media,Dining Chairs,"26"" x 22” x 34.6” ht",,,Cush6300DC: 1 pc,Modern Style with Unmatched Versatility. A mixture of Tangent PolyTuf™ Lumber and a powered coated aluminum frame makes this the perfect combination for a modern look with an elegant style.,"Tangent PolyTuf™ Arms | 100% Post Consumer Recycled HDPE Resin | Impenetrable surface: no water absorption so mold, mildew and bugs cannot penetrate the surface. | Resistant to UV and harsh weather climates. | Easy to clean, using soap and warm to hot water. | No splintering, cracking or warping as one would find with wood. | Greater impact resistance than wood. | Resistant to most chemical exposures. | Frame Material: Metal | Cushions Included: Yes | Adult Assembly Required: Yes | Natural Wood Grain Color Variation (No item has the same grain color, finish, or wood knots due to natural factors.)",Dining Chairs,NorthCape,https://www.northcape.com/product/hixon-dining-chair-polytuf/,https://www.northcape.com/wp-content/uploads/2020/06/nc6300dc-scaled.jpg,
Oceanview Armless Dining Chair,PL1001DCS,Oceanview,Poly Lumber,Dining Chairs,,,,,Poly Lumber,,Dining Chairs,NorthCape,https://www.northcape.com/product/oceanview-armless-dining-chair-poly-lumber/,https://www.northcape.com/wp-content/uploads/2022/01/Chair-1-Armless-2.jpg,
Oceanview Dining Chair With Arms,PL1001DC,Oceanview,Poly Lumber,Dining Chairs,,,,,Poly Lumber,,Dining Chairs,NorthCape,https://www.northcape.com/product/oceanview-dining-chair-with-arms-poly-lumber/,https://www.northcape.com/wp-content/uploads/2022/01/Dinning-chairs-2.jpg,
Seaside Teak Dining Chair,NC2170DC,Seaside,Teak,Dining Chairs,23.875W x 25.75L x 35H,,,Cushion: CUSH2045DC,"Dining Chair with Sunbrella Cushions features artisan craftsmanship in 100% solid, plantation-grown teak. The naturally weather-resistant teak is smoothly sanded and may be oiled to preserve the warm look as shown, or allowed to weather naturally to a beautiful silvery gray patina. Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster. Also included are cushions covered in fade and mildew-resistant sunbrella® fabric. Turn your patio into a lavish outdoor lounge with this artfully designed teak seating set.","Plush bull nose cushions in the sunbrella fabric provide unmatched fade, moisture and mildew resistance | Responsibly harvested solid plantation-grown teak. The teak plantation participates in a replenished forestry program and plants 1 tree for each tree that is harvested. | You may choose to allow your natural wood/teak to weather to a beautiful silver-gray patina or treat it with an oil or sealer specifically made for natural teak twice a year to preserve the natural teak’s golden finish. | Frame Material: Teak | Cushions Included: Yes | Product Care: Easily clean cushions with mild soap and water for an enduringly pristine surface. Air dry only. | Assembly Required: Yes | Seat Cushion Thickness 2.5” | Seat Height Without Cushion 16” | Weight Capacity: 270 lbs.",Dining Chairs,NorthCape,https://www.northcape.com/product/seaside-teak-dining-chair/,https://www.northcape.com/wp-content/uploads/2022/01/dinning-chair-2.jpg,https://www.northcape.com/wp-content/uploads/2022/01/dinning-chair-1.jpg | https://www.northcape.com/wp-content/uploads/2022/01/dinning-chair-3.jpg | https://www.northcape.com/wp-content/uploads/2022/01/dinning-chair-4.jpg | https://www.northcape.com/wp-content/uploads/2022/01/dinning-chair-5.jpg | https://www.northcape.com/wp-content/uploads/2022/01/dinning-chair-6.jpg | https://www.northcape.com/wp-content/uploads/2022/01/dinning-chair-7.jpg
Universal Armless Dining Chair,NC415DCS,Universal,Woven,Dining Chairs,24” x 24” x 35.5” ht,,,Cush415/416-BS/DCS: 1 pc,"The sleek and stylish Universal Armless Dining Chair makes outdoor dining a luxury experience. The UV-protected wicker sports a woven design, creating a contemporary look with clean lines. This dining side chair includes a fade- and mildew-resistant Sunbrella® seat cushion only.","High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight. | Wicker design gives it a more tactile, luxurious look and texture. | Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance. | Sunbrella® cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning. | Seat cushion is made from quick-drying polyurethane foam wrapped in moisture and mildew-eliminating Dacron fibers. | Full-sized design provides deep, comfortable seating. Compare dimensions to lesser brands to see the difference! | Includes 2 back ties to hold cushion in place on Armless Dining Chair",Dining Chairs,NorthCape,https://www.northcape.com/product/universal-armless-dining-chair/,https://www.northcape.com/wp-content/uploads/2022/01/Armless-Dining4-690x690-1.jpg,
Universal Dining Chair,NC415DC,Universal,Woven,Dining Chairs,24” x 24” x 35.5” ht,,,Cush415/416-DC: 1 pc,"The sleek and stylish Universal Dining Arm Chair makes outdoor dining a luxury experience. The UV-protected wicker sports a woven design, creating a contemporary look with clean lines. This dining armchair includes a fade- and mildew-resistant Sunbrella® seat cushion.","Seat Type: With Cushions | High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight. | Wicker design gives it a more tactile, luxurious look and texture. | Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance. | The wicker is made from expertly crafted resin and is easy to clean with soap and water. | Cush415/416-DC | Cushion Thickness: 2.5″",Dining Chairs,NorthCape,https://www.northcape.com/product/universal-dining-chair/,https://www.northcape.com/wp-content/uploads/2022/01/Dining4-690x690-1.jpg,
