id,sku,current_name,final_name,final_slug,method
4072,2A780,Swivel Rocker Balcony Stool,Holly Hill Swivel Rocker Balcony Stool,holly-hill-swivel-rocker-balcony-stool,COLLECTION_ONLY
4079,21320,Adjustable Chaise (Stackable),Infiniti Adjustable Chaise (Stackable),infiniti-adjustable-chaise-stackable,COLLECTION_ONLY
4078,21300,Armless Chaise,Infiniti Armless Chaise,infiniti-armless-chaise,COLLECTION_ONLY
4077,21350,Armless Chat Chair,Infiniti Armless Chat Chair,infiniti-armless-chat-chair,COLLECTION_ONLY
4083,362844,Coffee Table,Infiniti Coffee Table,infiniti-coffee-table,COLLECTION_ONLY
4082,361235,End Table,Infiniti End Table,infiniti-end-table,COLLECTION_ONLY
4081,3610021,End Table/Corner Unit,Infiniti End Table/Corner Unit,infiniti-end-table-corner-unit,COLLECTION_ONLY
4080,21120,Ottoman,Infiniti Ottoman,infiniti-ottoman,COLLECTION_ONLY
4260,3722SWZ,End Table,Integrity End Table,integrity-end-table,COLLECTION_ONLY
4263,C3248XWZNU,Rectangle Top Only,Integrity Rectangle Top Only,integrity-rectangle-top-only,COLLECTION_ONLY
4264,C0036RWZNU,Round Top Only,"Integrity 36"" Round Top Only",integrity-36-round-top-only,COLLECTION_PLUS_MEASUREMENT
4266,C0042RWZNU,Round Top Only,"Integrity 42"" Round Top Only",integrity-42-round-top-only,COLLECTION_PLUS_MEASUREMENT
4262,C3232SWZNU,Square Top Only,"Integrity 32"" Square Top Only",integrity-32-square-top-only,COLLECTION_PLUS_MEASUREMENT
4265,C3636SWZNU,Square Top Only,"Integrity 36"" Square Top Only",integrity-36-square-top-only,COLLECTION_PLUS_MEASUREMENT
4261,C2424SWZNU,Square Top Only,"Integrity 24"" Square Top Only",integrity-24-square-top-only,COLLECTION_PLUS_MEASUREMENT
4114,1K300,Armless Adjustable Chaise,Kashton Armless Adjustable Chaise,kashton-armless-adjustable-chaise,COLLECTION_ONLY
4111,1K180,High Back Dining Chair,Kashton High Back Dining Chair,kashton-high-back-dining-chair,COLLECTION_ONLY
4112,1K980,High Back Swivel Rocker,Kashton High Back Swivel Rocker,kashton-high-back-swivel-rocker,COLLECTION_ONLY
4109,1K680,Low Back Dining Chair,Kashton Low Back Dining Chair,kashton-low-back-dining-chair,COLLECTION_ONLY
4110,1K880,Low Back Swivel Rocker,Kashton Low Back Swivel Rocker,kashton-low-back-swivel-rocker,COLLECTION_ONLY
4113,1K781,Swivel Rocker Balcony Stool,Kashton Swivel Rocker Balcony Stool,kashton-swivel-rocker-balcony-stool,COLLECTION_ONLY
4270,1330RLT,Adjustable Table,Latitude Adjustable Table,latitude-adjustable-table,COLLECTION_ONLY
4280,3754RBLT,Balcony Table,"Latitude 54"" Balcony Table",latitude-54-balcony-table,COLLECTION_PLUS_MEASUREMENT
4275,374274XBLT,Balcony Table,"Latitude 42"" x 74"" Balcony Table",latitude-42-x-74-balcony-table,COLLECTION_PLUS_MEASUREMENT
4278,3748RBLT,Balcony Table,"Latitude 48"" Balcony Table",latitude-48-balcony-table,COLLECTION_PLUS_MEASUREMENT
4273,3742RBLT,Balcony Table,"Latitude 42"" Balcony Table",latitude-42-balcony-table,COLLECTION_PLUS_MEASUREMENT
4271,3742RCLTNU,Chat Table,"Latitude 42"" Chat Table",latitude-42-chat-table,COLLECTION_PLUS_MEASUREMENT
4276,3748RCLTNU,Chat Table,"Latitude 48"" Chat Table",latitude-48-chat-table,COLLECTION_PLUS_MEASUREMENT
4269,622644,Coffee Table,Latitude Coffee Table,latitude-coffee-table,COLLECTION_ONLY
4267,501948,Dining Bench,Latitude Dining Bench,latitude-dining-bench,COLLECTION_ONLY
4274,374274XFLT,Dining Table,"Latitude 42"" x 74"" Dining Table",latitude-42-x-74-dining-table,COLLECTION_PLUS_MEASUREMENT
4277,3748RFLT,Dining Table,"Latitude 48"" Dining Table",latitude-48-dining-table,COLLECTION_PLUS_MEASUREMENT
4279,3754RFLT,Dining Table,"Latitude 54"" Dining Table",latitude-54-dining-table,MANUFACTURER_VERIFIED_OVERRIDE
4272,3742RFLT,Dining Table,"Latitude 42"" Dining Table",latitude-42-dining-table,COLLECTION_PLUS_MEASUREMENT
4268,6224R,End Table,Latitude End Table,latitude-end-table,COLLECTION_ONLY
4288,5048R,Round Top Only,"Latitude 48"" Round Top Only",latitude-48-round-top-only,COLLECTION_PLUS_MEASUREMENT
4286,5042R,Round Top Only,"Latitude 42"" Round Top Only",latitude-42-round-top-only,COLLECTION_PLUS_MEASUREMENT
4282,5030R,Round Top Only,"Latitude 30"" Round Top Only",latitude-30-round-top-only,COLLECTION_PLUS_MEASUREMENT
4284,5036R,Round Top Only,"Latitude 36"" Round Top Only",latitude-36-round-top-only,COLLECTION_PLUS_MEASUREMENT
4285,5036S,Square Top Only,"Latitude 36"" Square Top Only",latitude-36-square-top-only,COLLECTION_PLUS_MEASUREMENT
4283,5030S,Square Top Only,"Latitude 30"" Square Top Only",latitude-30-square-top-only,COLLECTION_PLUS_MEASUREMENT
4287,5042S,Square Top Only,"Latitude 42"" Square Top Only",latitude-42-square-top-only,COLLECTION_PLUS_MEASUREMENT
4122,CH250-CH,Armless Balcony Stool,Manhattan Armless Balcony Stool,manhattan-armless-balcony-stool,COLLECTION_ONLY
4123,CH240-CH,Armless Bar Stool,Manhattan Armless Bar Stool,manhattan-armless-bar-stool,COLLECTION_ONLY
4120,CH590-CH,Armless Dining Chair (Stackable),Manhattan Armless Dining Chair (Stackable),manhattan-armless-dining-chair-stackable,COLLECTION_ONLY
4121,CH320-CH,Dining Chair (Stackable),Manhattan Dining Chair (Stackable),manhattan-dining-chair-stackable,COLLECTION_ONLY
4294,254284BHD,Balcony Table,"Medley 42"" x 84"" Balcony Table",medley-42-x-84-balcony-table,COLLECTION_PLUS_MEASUREMENT
4292,2542SBHD,Balcony Table,"Medley 42"" Balcony Table",medley-42-balcony-table,COLLECTION_PLUS_MEASUREMENT
4291,2742SFHD,Dining Table,"Medley 42"" Dining Table",medley-42-dining-table,COLLECTION_PLUS_MEASUREMENT
4293,274284FHD,Dining Table,"Medley 42"" x 84"" Dining Table",medley-42-x-84-dining-table,COLLECTION_PLUS_MEASUREMENT
4290,2722SHD,End Table,Medley End Table,medley-end-table,COLLECTION_ONLY
4289,2721SHD,Side Table,Medley Side Table,medley-side-table,COLLECTION_ONLY
4298,C4242SHD,Table Top Only,"Medley 42"" Table Top Only",medley-42-table-top-only,COLLECTION_PLUS_MEASUREMENT
4296,C3252XHD,Table Top Only,"Medley 32"" x 52"" Table Top Only",medley-32-x-52-table-top-only,COLLECTION_PLUS_MEASUREMENT
4295,C2644XHD,Table Top Only,"Medley 26"" x 44"" Table Top Only",medley-26-x-44-table-top-only,COLLECTION_PLUS_MEASUREMENT
4297,C3660XHD,Table Top Only,"Medley 36"" x 60"" Table Top Only",medley-36-x-60-table-top-only,COLLECTION_PLUS_MEASUREMENT
4193,1936R,Table Top Only,"Mesh 36"" Table Top Only",mesh-36-table-top-only,COLLECTION_PLUS_MEASUREMENT
4192,1930R,Table Top Only,"Mesh 30"" Table Top Only",mesh-30-table-top-only,COLLECTION_PLUS_MEASUREMENT
3937,1131M,Armless Adjustable Chaise (Stackable),Allure Metal Armless Adjustable Chaise (Stackable),allure-metal-armless-adjustable-chaise-stackable,COLLECTION_ONLY
3936,1130M,Armless Adjustable Chaise (with Wheels) (Stackable),Allure Metal Armless Adjustable Chaise (with Wheels) (Stackable),allure-metal-armless-adjustable-chaise-with-wheels-stackable,COLLECTION_ONLY
3932,1155M,Armless Balcony Stool,Allure Metal Armless Balcony Stool,allure-metal-armless-balcony-stool,COLLECTION_ONLY
4055,5655M,Armless Balcony Stool,Elevate Metal Armless Balcony Stool,elevate-metal-armless-balcony-stool,COLLECTION_ONLY
4057,5645M,Armless Bar Stool,Elevate Metal Armless Bar Stool,elevate-metal-armless-bar-stool,COLLECTION_ONLY
3934,1145M,Armless Bar Stool,Allure Metal Armless Bar Stool,allure-metal-armless-bar-stool,COLLECTION_ONLY
3928,1135M,Armless Dining Chair,Allure Metal Armless Dining Chair,allure-metal-armless-dining-chair,COLLECTION_ONLY
3929,1235M,Armless Dining Chair (Stackable),Allure Metal Armless Dining Chair (Stackable),allure-metal-armless-dining-chair-stackable,COLLECTION_ONLY
4053,5635M,Armless Dining Chair (Stackable),Elevate Metal Armless Dining Chair (Stackable),elevate-metal-armless-dining-chair-stackable,COLLECTION_ONLY
4056,5657M,Balcony Stool,Elevate Metal Balcony Stool,elevate-metal-balcony-stool,COLLECTION_ONLY
3933,1158M,Balcony Stool,Allure Metal Balcony Stool,allure-metal-balcony-stool,COLLECTION_ONLY
4058,5647M,Bar Stool,Elevate Metal Bar Stool,elevate-metal-bar-stool,COLLECTION_ONLY
4060,2F240,Bar Stool,Florida Metal Bar Stool,florida-metal-bar-stool,COLLECTION_ONLY
3935,1148M,Bar Stool,Allure Metal Bar Stool,allure-metal-bar-stool,COLLECTION_ONLY
3930,1137M,Dining Chair,Allure Metal Dining Chair,allure-metal-dining-chair,COLLECTION_ONLY
3931,1237M,Dining Chair (Stackable),Allure Metal Dining Chair (Stackable),allure-metal-dining-chair-stackable,COLLECTION_ONLY
4054,5637M,Dining Chair (Stackable),Elevate Metal Dining Chair (Stackable),elevate-metal-dining-chair-stackable,COLLECTION_ONLY
4059,2F320,Low Back Dining Chair (Stackable),Florida Metal Low Back Dining Chair (Stackable),florida-metal-low-back-dining-chair-stackable,COLLECTION_ONLY
4062,2F120,Ottoman/Side Table (Stackable),Florida Metal Ottoman/Side Table (Stackable),florida-metal-ottoman-side-table-stackable,COLLECTION_ONLY
4061,2F480,Swivel Bar Stool,Florida Metal Swivel Bar Stool,florida-metal-swivel-bar-stool,COLLECTION_ONLY
4206,134488BWH,Balcony Table,"Mode 44"" x 88"" Balcony Table",mode-44-x-88-balcony-table,COLLECTION_PLUS_MEASUREMENT
4209,1344110BWH,Balcony Table,"Mode 44"" x 110"" Balcony Table",mode-44-x-110-balcony-table,COLLECTION_PLUS_MEASUREMENT
4203,134466BWH,Balcony Table,"Mode 44"" x 66"" Balcony Table",mode-44-x-66-balcony-table,COLLECTION_PLUS_MEASUREMENT
4200,134444BWH,Balcony Table,"Mode 44"" Balcony Table",mode-44-balcony-table,COLLECTION_PLUS_MEASUREMENT
4207,134488BRWH,Bar Table,"Mode 44"" x 88"" Bar Table",mode-44-x-88-bar-table,COLLECTION_PLUS_MEASUREMENT
4201,134444BRWH,Bar Table,"Mode 44"" Bar Table",mode-44-bar-table,COLLECTION_PLUS_MEASUREMENT
4204,134466BRWH,Bar Table,"Mode 44"" x 66"" Bar Table",mode-44-x-66-bar-table,COLLECTION_PLUS_MEASUREMENT
4210,1344110BRWH,Bar Table,"Mode 44"" x 110"" Bar Table",mode-44-x-110-bar-table,COLLECTION_PLUS_MEASUREMENT
4198,134444C,Chat Table,Mode Chat Table,mode-chat-table,COLLECTION_ONLY
4197,134444L,Coffee Table,"Mode 44"" Coffee Table",mode-44-coffee-table,COLLECTION_PLUS_MEASUREMENT
4195,132244,Coffee Table,"Mode 22"" x 44"" Coffee Table",mode-22-x-44-coffee-table,COLLECTION_PLUS_MEASUREMENT
4208,1344110FWH,Dining Table,"Mode 44"" x 110"" Dining Table",mode-44-x-110-dining-table,COLLECTION_PLUS_MEASUREMENT
4205,134488FWH,Dining Table,"Mode 44"" x 88"" Dining Table",mode-44-x-88-dining-table,COLLECTION_PLUS_MEASUREMENT
4202,134466FWH,Dining Table,"Mode 44"" x 66"" Dining Table",mode-44-x-66-dining-table,COLLECTION_PLUS_MEASUREMENT
4199,134444FWH,Dining Table,"Mode 44"" Dining Table",mode-44-dining-table,COLLECTION_PLUS_MEASUREMENT
4196,13300,End Table,"Mode 30"" End Table",mode-30-end-table,COLLECTION_PLUS_MEASUREMENT
4194,13220,End Table,"Mode 22"" End Table",mode-22-end-table,COLLECTION_PLUS_MEASUREMENT
4145,6139N-DC,Armless Center Chat Chair,Revive Modular Armless Center Chat Chair,revive-modular-armless-center-chat-chair,COLLECTION_ONLY
4037,5139N-DC,Armless Center Chat Chair,Elements Modular Armless Center Chat Chair,elements-modular-armless-center-chat-chair,COLLECTION_ONLY
4040,5142N-DC,Armless Loveseat,Elements Modular Armless Loveseat,elements-modular-armless-loveseat,COLLECTION_ONLY
4148,6142N-DC,Armless Loveseat,Revive Modular Armless Loveseat,revive-modular-armless-loveseat,COLLECTION_ONLY
4151,6143N-DC,Armless Sofa,Revive Modular Armless Sofa,revive-modular-armless-sofa,COLLECTION_ONLY
4043,5143N-DC,Armless Sofa,Elements Modular Armless Sofa,elements-modular-armless-sofa,COLLECTION_ONLY
4154,6110A-DC,Corner,Revive Modular Corner,revive-modular-corner,COLLECTION_ONLY
4046,5110A-DC,Corner,Elements Modular Corner,elements-modular-corner,COLLECTION_ONLY
4146,6139L-DC,Left Arm Chat Chair,Revive Modular Left Arm Chat Chair,revive-modular-left-arm-chat-chair,COLLECTION_ONLY
4038,5139L-DC,Left Arm Chat Chair,Elements Modular Left Arm Chat Chair,elements-modular-left-arm-chat-chair,COLLECTION_ONLY
4149,6142L-DC,Left Arm Loveseat,Revive Modular Left Arm Loveseat,revive-modular-left-arm-loveseat,COLLECTION_ONLY
4041,5142L-DC,Left Arm Loveseat,Elements Modular Left Arm Loveseat,elements-modular-left-arm-loveseat,COLLECTION_ONLY
4044,5143L-DC,Left Arm Sofa,Elements Modular Left Arm Sofa,elements-modular-left-arm-sofa,COLLECTION_ONLY
4152,6143L-DC,Left Arm Sofa,Revive Modular Left Arm Sofa,revive-modular-left-arm-sofa,COLLECTION_ONLY
4039,5139R-DC,Right Arm Chat Chair,Elements Modular Right Arm Chat Chair,elements-modular-right-arm-chat-chair,COLLECTION_ONLY
4147,6139R-DC,Right Arm Chat Chair,Revive Modular Right Arm Chat Chair,revive-modular-right-arm-chat-chair,COLLECTION_ONLY
4042,5142R-DC,Right Arm Loveseat,Elements Modular Right Arm Loveseat,elements-modular-right-arm-loveseat,COLLECTION_ONLY
4150,6142R-DC,Right Arm Loveseat,Revive Modular Right Arm Loveseat,revive-modular-right-arm-loveseat,COLLECTION_ONLY
4153,6143R-DC,Right Arm Sofa,Revive Modular Right Arm Sofa,revive-modular-right-arm-sofa,COLLECTION_ONLY
4045,5143R-DC,Right Arm Sofa,Elements Modular Right Arm Sofa,elements-modular-right-arm-sofa,COLLECTION_ONLY
4126,1G250,Armless Balcony Stool,Olive Armless Balcony Stool,olive-armless-balcony-stool,COLLECTION_ONLY
4127,1G240,Armless Bar Stool,Olive Armless Bar Stool,olive-armless-bar-stool,COLLECTION_ONLY
4124,1G350,Armless Dining Chair,Olive Armless Dining Chair,olive-armless-dining-chair,COLLECTION_ONLY
4125,1G320,Dining Chair,Olive Dining Chair,olive-dining-chair,COLLECTION_ONLY
4408,133660TT,Lounge Fire Pit,Mode Fire Pits Lounge Fire Pit,mode-fire-pits-lounge-fire-pit,COLLECTION_ONLY
4407,133252TT,Lounge Fire Table,Mode Fire Pits Lounge Fire Table,mode-fire-pits-lounge-fire-table,COLLECTION_ONLY
4084,SPL22104,Armless Lounge Chair,In-Pool Series Armless Lounge Chair,in-pool-series-armless-lounge-chair,COLLECTION_ONLY
4088,SPL44100NR,Armless Lounger,In-Pool Series Armless Lounger,in-pool-series-armless-lounger,COLLECTION_ONLY
4089,SPL44100W4R,"Armless Lounger with 4"" Riser","In-Pool Series Armless Lounger with 4"" Riser",in-pool-series-armless-lounger-with-4-riser,COLLECTION_ONLY
4086,SPL22103,Chat Chair,In-Pool Series Chat Chair,in-pool-series-chat-chair,COLLECTION_ONLY
4099,SPL11601UM,Coffee Table/Bench,In-Pool Series Coffee Table/Bench,in-pool-series-coffee-table-bench,COLLECTION_ONLY
4101,SPLWIDETABLE,End Table,In-Pool Series End Table,in-pool-series-end-table,COLLECTION_ONLY
4095,SPL41007MX,Hex Bench (Stackable),In-Pool Series Hex Bench (Stackable),in-pool-series-hex-bench-stackable,COLLECTION_ONLY
4094,SPL41007AX,Hex Lounge Bench (Stackable),In-Pool Series Hex Lounge Bench (Stackable),in-pool-series-hex-lounge-bench-stackable,COLLECTION_ONLY
4096,SPL41007BX,Hex Tall Bench (Stackable),In-Pool Series Hex Tall Bench (Stackable),in-pool-series-hex-tall-bench-stackable,COLLECTION_ONLY
4087,SPLWOOSAH,High Back Lounge Chair,In-Pool Series High Back Lounge Chair,in-pool-series-high-back-lounge-chair,COLLECTION_ONLY
4085,SPL22102,Lounge Chair,In-Pool Series Lounge Chair,in-pool-series-lounge-chair,COLLECTION_ONLY
4090,SPL33100,Lounger (2 Pack),In-Pool Series Lounger (2 Pack),in-pool-series-lounger-2-pack,COLLECTION_ONLY
4106,SPL3300PLW,Lounger Head Pillow,In-Pool Series Lounger Head Pillow,in-pool-series-lounger-head-pillow,COLLECTION_ONLY
4108,SPL3300SCMP,Lounger Pump,In-Pool Series Lounger Pump,in-pool-series-lounger-pump,COLLECTION_ONLY
4093,SPL33100W12R,"Lounger with 12"" Riser (2 Pack)","In-Pool Series Lounger with 12"" Riser (2 Pack)",in-pool-series-lounger-with-12-riser-2-pack,COLLECTION_ONLY
4091,SPL33100W4R,"Lounger with 4"" Riser (2 Pack)","In-Pool Series Lounger with 4"" Riser (2 Pack)",in-pool-series-lounger-with-4-riser-2-pack,COLLECTION_ONLY
4092,SPL33100W8R,"Lounger with 8"" Riser (2 Pack)","In-Pool Series Lounger with 8"" Riser (2 Pack)",in-pool-series-lounger-with-8-riser-2-pack,COLLECTION_ONLY
4102,SPLRP1UNIT,Portable Seat Pad,In-Pool Series Portable Seat Pad,in-pool-series-portable-seat-pad,COLLECTION_ONLY
4107,SPLRPCADDY,Portable Seat Pad Caddy,In-Pool Series Portable Seat Pad Caddy,in-pool-series-portable-seat-pad-caddy,COLLECTION_ONLY
4104,SPL33108,Riser Set Only,"In-Pool Series 8"" Riser Set Only",in-pool-series-8-riser-set-only,COLLECTION_PLUS_MEASUREMENT
4103,SPL33104,Riser Set Only,"In-Pool Series 4"" Riser Set Only",in-pool-series-4-riser-set-only,COLLECTION_PLUS_MEASUREMENT
4105,SPL33112,Riser Set Only,"In-Pool Series 12"" Riser Set Only",in-pool-series-12-riser-set-only,COLLECTION_PLUS_MEASUREMENT
4100,SPLSIDETABLE,Side Table,In-Pool Series Side Table,in-pool-series-side-table,COLLECTION_ONLY
4098,SPL22101T1,Side Table/Bench,In-Pool Series Side Table/Bench,in-pool-series-side-table-bench,COLLECTION_ONLY
4097,SPL11501,Sun Shelf Bench,In-Pool Series Sun Shelf Bench,in-pool-series-sun-shelf-bench,COLLECTION_ONLY
4307,374262BSH,42” x 62” Balcony Table,Shadow Rock 42” x 62” Balcony Table,shadow-rock-42-x-62-balcony-table,COLLECTION_ONLY
4305,374262FSH,42” x 62” Dining Table,Shadow Rock 42” x 62” Dining Table,shadow-rock-42-x-62-dining-table,COLLECTION_ONLY
4301,1330RSH,Adjustable Table,Shadow Rock Adjustable Table,shadow-rock-adjustable-table,COLLECTION_ONLY
4310,374282BSH,Balcony Table,"Shadow Rock 42"" x 82"" Balcony Table (Universal Base)",shadow-rock-42-x-82-balcony-table-universal-base,MANUFACTURER_VERIFIED_OVERRIDE
4317,3748RBSH,Balcony Table,"Shadow Rock 48"" Balcony Table",shadow-rock-48-balcony-table,COLLECTION_PLUS_MEASUREMENT
4314,374484BSH,Balcony Table,"Shadow Rock 44"" x 84"" Balcony Table",shadow-rock-44-x-84-balcony-table,COLLECTION_PLUS_MEASUREMENT
4304,3742RBSH,Balcony Table,"Shadow Rock 42"" Balcony Table",shadow-rock-42-balcony-table,COLLECTION_PLUS_MEASUREMENT
4306,374272BSH,Balcony Table,"Shadow Rock 42"" x 72"" Balcony Table",shadow-rock-42-x-72-balcony-table,COLLECTION_PLUS_MEASUREMENT
4302,3742RCSHNU,Chat Table,"Shadow Rock 42"" Chat Table",shadow-rock-42-chat-table,COLLECTION_PLUS_MEASUREMENT
4315,3748RCSHNU,Chat Table,"Shadow Rock 48"" Chat Table",shadow-rock-48-chat-table,COLLECTION_PLUS_MEASUREMENT
4303,3742RFSH,Dining Table,"Shadow Rock 42"" Dining Table",shadow-rock-42-dining-table,COLLECTION_PLUS_MEASUREMENT
4313,374484FSH,Dining Table,"Shadow Rock 44"" x 84"" Dining Table",shadow-rock-44-x-84-dining-table,COLLECTION_PLUS_MEASUREMENT
4316,3748RFSH,Dining Table,"Shadow Rock 48"" Dining Table",shadow-rock-48-dining-table,COLLECTION_PLUS_MEASUREMENT
4309,374282FSH,Dining Table,"Shadow Rock 42"" x 82"" Dining Table (Universal Base)",shadow-rock-42-x-82-dining-table-universal-base,MANUFACTURER_VERIFIED_OVERRIDE
4308,374272FSH,Dining Table,"Shadow Rock 42"" x 72"" Dining Table",shadow-rock-42-x-72-dining-table,COLLECTION_PLUS_MEASUREMENT
4300,3723RSH,End Table,Shadow Rock End Table,shadow-rock-end-table,COLLECTION_ONLY
4299,3724RSH,Side Table,Shadow Rock Side Table,shadow-rock-side-table,COLLECTION_ONLY
4326,C0048RSH,Table Top Only,"Shadow Rock 48"" Table Top Only",shadow-rock-48-table-top-only,COLLECTION_PLUS_MEASUREMENT
4324,C3660XSH,Table Top Only,"Shadow Rock 36"" x 60"" Table Top Only",shadow-rock-36-x-60-table-top-only,COLLECTION_PLUS_MEASUREMENT
4323,C0036RSH,Table Top Only,"Shadow Rock 36"" Table Top Only",shadow-rock-36-table-top-only,COLLECTION_PLUS_MEASUREMENT
4318,C2424SSH,Table Top Only,"Shadow Rock 24"" Table Top Only",shadow-rock-24-table-top-only,COLLECTION_PLUS_MEASUREMENT
4322,C3252XSH,Table Top Only,"Shadow Rock 32"" x 52"" Table Top Only",shadow-rock-32-x-52-table-top-only,COLLECTION_PLUS_MEASUREMENT
4321,C3048XSH,Table Top Only,"Shadow Rock 30"" x 48"" Table Top Only",shadow-rock-30-x-48-table-top-only,COLLECTION_PLUS_MEASUREMENT
4320,C0030RSHWH,Table Top Only,"Shadow Rock 30"" Table Top Only",shadow-rock-30-table-top-only,COLLECTION_PLUS_MEASUREMENT
4319,C2644XSH,Table Top Only,"Shadow Rock 26"" x 44"" Table Top Only",shadow-rock-26-x-44-table-top-only,COLLECTION_PLUS_MEASUREMENT
4325,C0042RSH,Table Top Only,"Shadow Rock 42"" Table Top Only",shadow-rock-42-table-top-only,COLLECTION_PLUS_MEASUREMENT
4334,374262BSL,42” x 62” Balcony Table,Slate 42” x 62” Balcony Table,slate-42-x-62-balcony-table,COLLECTION_ONLY
4333,374262FSL,42” x 62” Dining Table,Slate 42” x 62” Dining Table,slate-42-x-62-dining-table,COLLECTION_ONLY
4329,1330RSL,Adjustable Table,Slate Adjustable Table,slate-adjustable-table,COLLECTION_ONLY
4339,374282BSL,Balcony Table,"Slate 42"" x 82"" Balcony Table (Universal Base)",slate-42-x-82-balcony-table-universal-base,MANUFACTURER_VERIFIED_OVERRIDE
4342,374484BSL,Balcony Table,"Slate 44"" x 84"" Balcony Table",slate-44-x-84-balcony-table,COLLECTION_PLUS_MEASUREMENT
4345,3748RBSL,Balcony Table,"Slate 48"" Balcony Table",slate-48-balcony-table,COLLECTION_PLUS_MEASUREMENT
4336,374272BSL,Balcony Table,"Slate 42"" x 72"" Balcony Table",slate-42-x-72-balcony-table,COLLECTION_PLUS_MEASUREMENT
4332,3742RBSL,Balcony Table,"Slate 42"" Balcony Table",slate-42-balcony-table,COLLECTION_PLUS_MEASUREMENT
4343,3748RCSLNU,Chat Table,"Slate 48"" Chat Table",slate-48-chat-table,COLLECTION_PLUS_MEASUREMENT
4330,3742RCSLNU,Chat Table,"Slate 42"" Chat Table",slate-42-chat-table,COLLECTION_PLUS_MEASUREMENT
4337,374282FSL,Dining Table,"Slate 42"" x 82"" Dining Table (Universal Base)",slate-42-x-82-dining-table-universal-base,MANUFACTURER_VERIFIED_OVERRIDE
4344,3748RFSL,Dining Table,"Slate 48"" Dining Table",slate-48-dining-table,COLLECTION_PLUS_MEASUREMENT
4335,374272FSL,Dining Table,"Slate 42"" x 72"" Dining Table",slate-42-x-72-dining-table,COLLECTION_PLUS_MEASUREMENT
4341,374484FSL,Dining Table,"Slate 44"" x 84"" Dining Table",slate-44-x-84-dining-table,COLLECTION_PLUS_MEASUREMENT
4331,3742RFSL,Dining Table,"Slate 42"" Dining Table",slate-42-dining-table,COLLECTION_PLUS_MEASUREMENT
4328,3723RSL,End Table,Slate End Table,slate-end-table,COLLECTION_ONLY
4327,3724RSL,Side Table,Slate Side Table,slate-side-table,COLLECTION_ONLY
4348,C0030RSLWH,Table Top Only,"Slate 30"" Table Top Only",slate-30-table-top-only,COLLECTION_PLUS_MEASUREMENT
4346,C2424SSL,Table Top Only,"Slate 24"" Table Top Only",slate-24-table-top-only,COLLECTION_PLUS_MEASUREMENT
4351,C0036RSL,Table Top Only,"Slate 36"" Table Top Only",slate-36-table-top-only,COLLECTION_PLUS_MEASUREMENT
4352,C3660XSL,Table Top Only,"Slate 36"" x 60"" Table Top Only",slate-36-x-60-table-top-only,COLLECTION_PLUS_MEASUREMENT
4354,C0048RSL,Table Top Only,"Slate 48"" Table Top Only",slate-48-table-top-only,COLLECTION_PLUS_MEASUREMENT
4350,C3252XSL,Table Top Only,"Slate 32"" x 52"" Table Top Only",slate-32-x-52-table-top-only,COLLECTION_PLUS_MEASUREMENT
4347,C2644XSL,Table Top Only,"Slate 26"" x 44"" Table Top Only",slate-26-x-44-table-top-only,COLLECTION_PLUS_MEASUREMENT
4349,C3048XSL,Table Top Only,"Slate 30"" x 48"" Table Top Only",slate-30-x-48-table-top-only,COLLECTION_PLUS_MEASUREMENT
4353,C0042RSL,Table Top Only,"Slate 42"" Table Top Only",slate-42-table-top-only,COLLECTION_PLUS_MEASUREMENT
4159,7A180,High Back Dining Chair,Stella High Back Dining Chair,stella-high-back-dining-chair,COLLECTION_ONLY
4160,7A980,High Back Swivel Rocker,Stella High Back Swivel Rocker,stella-high-back-swivel-rocker,COLLECTION_ONLY
4157,7A681,Low Back Dining Chair,Stella Low Back Dining Chair,stella-low-back-dining-chair,COLLECTION_ONLY
4158,7A880,Low Back Swivel Rocker,Stella Low Back Swivel Rocker,stella-low-back-swivel-rocker,COLLECTION_ONLY
4161,7A781,Swivel Rocker Balcony Stool,Stella Swivel Rocker Balcony Stool,stella-swivel-rocker-balcony-stool,COLLECTION_ONLY
4357,1330RSG,Adjustable Table,Stonegate Adjustable Table,stonegate-adjustable-table,COLLECTION_ONLY
4365,374284BSG,Balcony Table,"Stonegate 42"" x 84"" Balcony Table (Universal Base)",stonegate-42-x-84-balcony-table-universal-base,MANUFACTURER_VERIFIED_OVERRIDE
4362,374262BSG,Balcony Table,"Stonegate 42"" x 62"" Balcony Table",stonegate-42-x-62-balcony-table,COLLECTION_PLUS_MEASUREMENT
4369,3754RBSG,Balcony Table,"Stonegate 54"" Balcony Table",stonegate-54-balcony-table,COLLECTION_PLUS_MEASUREMENT
4360,3742RBSG,Balcony Table,"Stonegate 42"" Balcony Table",stonegate-42-balcony-table,COLLECTION_PLUS_MEASUREMENT
4358,3742RCSGNU,Chat Table,"Stonegate 42"" Chat Table",stonegate-42-chat-table,COLLECTION_PLUS_MEASUREMENT
4367,3754RCSGNU,Chat Table,"Stonegate 54"" Chat Table",stonegate-54-chat-table,COLLECTION_PLUS_MEASUREMENT
4361,374262FSG,Dining Table,"Stonegate 42"" x 62"" Dining Table",stonegate-42-x-62-dining-table,COLLECTION_PLUS_MEASUREMENT
4359,3742RFSG,Dining Table,"Stonegate 42"" Dining Table",stonegate-42-dining-table,COLLECTION_PLUS_MEASUREMENT
