id,sku,current_name,final_name,final_slug,method
4363,374284FSG,Dining Table,"Stonegate 42"" x 84"" Dining Table (Universal Base)",stonegate-42-x-84-dining-table-universal-base,MANUFACTURER_VERIFIED_OVERRIDE
4368,3754RFSG,Dining Table,"Stonegate 54"" Dining Table",stonegate-54-dining-table,COLLECTION_PLUS_MEASUREMENT
4356,3723RSG,End Table,Stonegate End Table,stonegate-end-table,COLLECTION_ONLY
4355,3724RSG,Side Table,Stonegate Side Table,stonegate-side-table,COLLECTION_ONLY
4375,C3048XSG,Table Top Only,"Stonegate 30"" x 48"" Table Top Only",stonegate-30-x-48-table-top-only,COLLECTION_PLUS_MEASUREMENT
4376,C3252XSG,Table Top Only,"Stonegate 32"" x 52"" Table Top Only",stonegate-32-x-52-table-top-only,COLLECTION_PLUS_MEASUREMENT
4377,C3636SSG,Table Top Only,"Stonegate 36"" Table Top Only",stonegate-36-table-top-only,COLLECTION_PLUS_MEASUREMENT
4378,C3660XSG,Table Top Only,"Stonegate 36"" x 60"" Table Top Only",stonegate-36-x-60-table-top-only,COLLECTION_PLUS_MEASUREMENT
4379,C0042RSG,Table Top Only,"Stonegate 42"" Table Top Only",stonegate-42-table-top-only,COLLECTION_PLUS_MEASUREMENT
4372,C2436XSGWH,Table Top Only,"Stonegate 24"" x 36"" Table Top Only",stonegate-24-x-36-table-top-only,COLLECTION_PLUS_MEASUREMENT
4371,C2430XSGWH,Table Top Only,"Stonegate 24"" x 30"" Table Top Only",stonegate-24-x-30-table-top-only,COLLECTION_PLUS_MEASUREMENT
4370,C2424SSG,Table Top Only,"Stonegate 24"" Table Top Only",stonegate-24-table-top-only,COLLECTION_PLUS_MEASUREMENT
4373,C2644XSG,Table Top Only,"Stonegate 26"" x 44"" Table Top Only",stonegate-26-x-44-table-top-only,COLLECTION_PLUS_MEASUREMENT
4374,C0030RSGWH,Table Top Only,"Stonegate 30"" Table Top Only",stonegate-30-table-top-only,COLLECTION_PLUS_MEASUREMENT
4164,24352,18° Inside Radius Chat Chair,Surf 18° Inside Radius Chat Chair,surf-18deg-inside-radius-chat-chair,COLLECTION_ONLY
4163,24351,18° Outside Radius Chat Chair,Surf 18° Outside Radius Chat Chair,surf-18deg-outside-radius-chat-chair,COLLECTION_ONLY
4162,24350,Center Chat Chair,Surf Center Chat Chair,surf-center-chat-chair,COLLECTION_ONLY
4167,45180,High Back Dining Chair,Sutton High Back Dining Chair,sutton-high-back-dining-chair,COLLECTION_ONLY
4168,45980,High Back Swivel Rocker,Sutton High Back Swivel Rocker,sutton-high-back-swivel-rocker,COLLECTION_ONLY
4165,45680,Low Back Dining Chair,Sutton Low Back Dining Chair,sutton-low-back-dining-chair,COLLECTION_ONLY
4166,45880,Low Back Swivel Rocker,Sutton Low Back Swivel Rocker,sutton-low-back-swivel-rocker,COLLECTION_ONLY
4169,45781,Swivel Rocker Balcony Stool,Sutton Swivel Rocker Balcony Stool,sutton-swivel-rocker-balcony-stool,COLLECTION_ONLY
4423,42RSGFPTT,Balcony Fire Table,"Stonegate Fire Tables 42"" Balcony Fire Table",stonegate-fire-tables-42-balcony-fire-table,COLLECTION_PLUS_MEASUREMENT
4413,42RSHFPTT,Balcony Fire Table,"Shadow Rock Fire Tables 42"" Balcony Fire Table",shadow-rock-fire-tables-42-balcony-fire-table,COLLECTION_PLUS_MEASUREMENT
4404,42RCTFPTT,Balcony Fire Table,"Concrete Fire Tables 42"" Balcony Fire Table",concrete-fire-tables-42-balcony-fire-table,COLLECTION_PLUS_MEASUREMENT
4412,48RSHFPTT,Balcony Fire Table,"Shadow Rock Fire Tables 48"" Balcony Fire Table",shadow-rock-fire-tables-48-balcony-fire-table,COLLECTION_PLUS_MEASUREMENT
4418,42RSLFPTT,Balcony Fire Table,"Slate Fire Tables 42"" Balcony Fire Table",slate-fire-tables-42-balcony-fire-table,COLLECTION_PLUS_MEASUREMENT
4403,54RCTFPTT,Balcony Fire Table,"Concrete Fire Tables 54"" Balcony Fire Table",concrete-fire-tables-54-balcony-fire-table,COLLECTION_PLUS_MEASUREMENT
4417,48RSLFPTT,Balcony Fire Table,"Slate Fire Tables 48"" Balcony Fire Table",slate-fire-tables-48-balcony-fire-table,COLLECTION_PLUS_MEASUREMENT
4428,42RTMFPTT,Balcony Fire Table,"Timber Fire Tables 42"" Balcony Fire Table",timber-fire-tables-42-balcony-fire-table,COLLECTION_PLUS_MEASUREMENT
4422,54RSGFPTT,Balcony Fire Table,"Stonegate Fire Tables 54"" Balcony Fire Table",stonegate-fire-tables-54-balcony-fire-table,COLLECTION_PLUS_MEASUREMENT
4427,54RTMFPTT,Balcony Fire Table,"Timber Fire Tables 54"" Balcony Fire Table",timber-fire-tables-54-balcony-fire-table,COLLECTION_PLUS_MEASUREMENT
4406,893663XLTTT,Lounge Fire Pit,Latitude Fire Tables Lounge Fire Pit,latitude-fire-tables-lounge-fire-pit,COLLECTION_ONLY
4416,893660XSLTT,Lounge Fire Pit,Slate Fire Tables Lounge Fire Pit,slate-fire-tables-lounge-fire-pit,COLLECTION_ONLY
4402,893660XCTTT,Lounge Fire Pit,Concrete Fire Tables Lounge Fire Pit,concrete-fire-tables-lounge-fire-pit,COLLECTION_ONLY
4426,893660XTMTT,Lounge Fire Pit,Timber Fire Tables Lounge Fire Pit,timber-fire-tables-lounge-fire-pit,COLLECTION_ONLY
4411,893660XSHTT,Lounge Fire Pit,Shadow Rock Fire Tables Lounge Fire Pit,shadow-rock-fire-tables-lounge-fire-pit,COLLECTION_ONLY
4410,893252XSHTT,Lounge Fire Table,"Shadow Rock Fire Tables 32"" x 52"" Lounge Fire Table",shadow-rock-fire-tables-32-x-52-lounge-fire-table,COLLECTION_PLUS_MEASUREMENT
4415,893252XSLTT,Lounge Fire Table,"Slate Fire Tables 32"" x 52"" Lounge Fire Table",slate-fire-tables-32-x-52-lounge-fire-table,COLLECTION_PLUS_MEASUREMENT
4405,893250XLTTT,Lounge Fire Table,Latitude Fire Tables Lounge Fire Table,latitude-fire-tables-lounge-fire-table,COLLECTION_ONLY
4400,42SQCTTT,Lounge Fire Table,"Concrete Fire Tables 42"" Lounge Fire Table",concrete-fire-tables-42-lounge-fire-table,COLLECTION_PLUS_MEASUREMENT
4419,42SQSGTT,Lounge Fire Table,"Stonegate Fire Tables 42"" Lounge Fire Table",stonegate-fire-tables-42-lounge-fire-table,COLLECTION_PLUS_MEASUREMENT
4424,42SQTMTT,Lounge Fire Table,"Timber Fire Tables 42"" Lounge Fire Table",timber-fire-tables-42-lounge-fire-table,COLLECTION_PLUS_MEASUREMENT
4414,42SQSLTT,Lounge Fire Table,"Slate Fire Tables 42"" Lounge Fire Table",slate-fire-tables-42-lounge-fire-table,COLLECTION_PLUS_MEASUREMENT
4420,893252XSGTT,Lounge Fire Table,"Stonegate Fire Tables 32"" x 52"" Lounge Fire Table",stonegate-fire-tables-32-x-52-lounge-fire-table,COLLECTION_PLUS_MEASUREMENT
4421,893660XSGTT,Lounge Fire Table,"Stonegate Fire Tables 36"" x 60"" Lounge Fire Table",stonegate-fire-tables-36-x-60-lounge-fire-table,COLLECTION_PLUS_MEASUREMENT
4425,893252XTMTT,Lounge Fire Table,"Timber Fire Tables 32"" x 52"" Lounge Fire Table",timber-fire-tables-32-x-52-lounge-fire-table,COLLECTION_PLUS_MEASUREMENT
4401,893252XCTTT,Lounge Fire Table,"Concrete Fire Tables 32"" x 52"" Lounge Fire Table",concrete-fire-tables-32-x-52-lounge-fire-table,COLLECTION_PLUS_MEASUREMENT
4409,42SQSHTT,Lounge Fire Table,"Shadow Rock Fire Tables 42"" Lounge Fire Table",shadow-rock-fire-tables-42-lounge-fire-table,COLLECTION_PLUS_MEASUREMENT
4382,1330RTM,Adjustable Table,Timber Adjustable Table,timber-adjustable-table,COLLECTION_ONLY
4392,3754RBTM,Balcony Table,"Timber 54"" Balcony Table",timber-54-balcony-table,COLLECTION_PLUS_MEASUREMENT
4387,254284BTM,Balcony Table,"Timber 42"" x 84"" Balcony Table",timber-42-x-84-balcony-table,COLLECTION_PLUS_MEASUREMENT
4389,2548SBTM,Balcony Table,"Timber 48"" Balcony Table",timber-48-balcony-table,COLLECTION_PLUS_MEASUREMENT
4385,3742RBTM,Balcony Table,"Timber 42"" Balcony Table",timber-42-balcony-table,COLLECTION_PLUS_MEASUREMENT
4383,3742RCTMNU,Chat Table,"Timber 42"" Chat Table",timber-42-chat-table,COLLECTION_PLUS_MEASUREMENT
4390,3754RCTMNU,Chat Table,"Timber 54"" Chat Table",timber-54-chat-table,COLLECTION_PLUS_MEASUREMENT
4386,274284FTM,Dining Table,"Timber 42"" x 84"" Dining Table",timber-42-x-84-dining-table,COLLECTION_PLUS_MEASUREMENT
4391,3754RFTM,Dining Table,"Timber 54"" Dining Table",timber-54-dining-table,COLLECTION_PLUS_MEASUREMENT
4384,3742RFTM,Dining Table,"Timber 42"" Dining Table",timber-42-dining-table,COLLECTION_PLUS_MEASUREMENT
4388,2548SFTM,Dining Table,"Timber 48"" Dining Table",timber-48-dining-table,COLLECTION_PLUS_MEASUREMENT
4381,3722STM,End Table,Timber End Table,timber-end-table,COLLECTION_ONLY
4380,3721STM,Side Table,Timber Side Table,timber-side-table,COLLECTION_ONLY
4399,C0042RTM,Table Top Only,"Timber 42"" Table Top Only",timber-42-table-top-only,COLLECTION_PLUS_MEASUREMENT
4398,C3660XTM,Table Top Only,"Timber 36"" x 60"" Table Top Only",timber-36-x-60-table-top-only,COLLECTION_PLUS_MEASUREMENT
4393,C2424STM,Table Top Only,"Timber 24"" Table Top Only",timber-24-table-top-only,COLLECTION_PLUS_MEASUREMENT
4396,C3252XTM,Table Top Only,"Timber 32"" x 52"" Table Top Only",timber-32-x-52-table-top-only,COLLECTION_PLUS_MEASUREMENT
4394,C2644XTM,Table Top Only,"Timber 26"" x 44"" Table Top Only",timber-26-x-44-table-top-only,COLLECTION_PLUS_MEASUREMENT
4395,C0030RTMWH,Table Top Only,"Timber 30"" Table Top Only",timber-30-table-top-only,COLLECTION_PLUS_MEASUREMENT
4397,C0036RTM,Table Top Only,"Timber 36"" Table Top Only",timber-36-table-top-only,COLLECTION_PLUS_MEASUREMENT
4340,254282BSL,42” x 82” Balcony Table,"Slate 42"" x 82"" Balcony Table (Post Base)",slate-42-x-82-balcony-table-post-base,MANUFACTURER_VERIFIED_OVERRIDE
4312,254282BSH,42” x 82” Balcony Table,"Shadow Rock 42"" x 82"" Balcony Table (Post Base)",shadow-rock-42-x-82-balcony-table-post-base,MANUFACTURER_VERIFIED_OVERRIDE
4311,254282FSH,42” x 82” Dining Table,"Shadow Rock 42"" x 82"" Dining Table (Post Base)",shadow-rock-42-x-82-dining-table-post-base,MANUFACTURER_VERIFIED_OVERRIDE
4338,254282FSL,42” x 82” Dining Table,"Slate 42"" x 82"" Dining Table (Post Base)",slate-42-x-82-dining-table-post-base,MANUFACTURER_VERIFIED_OVERRIDE
4366,254284BSG,42” x 84” Balcony Table,"Stonegate 42"" x 84"" Balcony Table (Post Base)",stonegate-42-x-84-balcony-table-post-base,MANUFACTURER_VERIFIED_OVERRIDE
4364,254284FSG,42” x 84” Dining Table,"Stonegate 42"" x 84"" Dining Table (Post Base)",stonegate-42-x-84-dining-table-post-base,MANUFACTURER_VERIFIED_OVERRIDE
