id,name,slug,sku,description,short_description,manufacturer_id,category_id,price,cost,weight,dimensions,show_price_online,available_online,in_store_only,featured,display_order,is_active,created_at,updated_at,low_stock_threshold,specs,msrp,markup_percent,pricing_mode,sale_price,tags,quote_only,frame_only_price,featured_at,collection,collection_slug,seat_type,umbrella_type,umbrella_shape,umbrella_size,lift_mechanism,tilt_mechanism,pole_material,sub_category,sub_material,finish_min_qty_note,cushion_upgrade_sku,catalog_visible,rank_group
4810,Abaco Club Chair,abaco-club-chair-shoreline,SL-abaco-club-chair,,,19,43,,,43.00,,False,False,False,False,0,True,2026-06-01 21:52:59.091112+00:00,2026-07-13 04:14:38.961219+00:00,0,"{'Notes': 'Additional Fabric options available', 'Dimensions': 'Width: 30"" | Depth: 33"" | Back Height: 34""', 'Colors/Finishes': 'Black, Weatherwood, Charcoal, Dove Grey, White, Sea Glass'}",,,fixed,,['shoreline'],True,,,Abaco,abaco,,,,,,,,Lounge Chairs,,,,True,
4814,Abaco Deep Seating Sofa,abaco-deep-seating-sofa-shoreline,SL-abaco-deep-seating-sofa,,,19,43,,,110.00,,False,False,False,False,0,True,2026-06-01 21:52:59.597716+00:00,2026-07-13 04:14:38.961219+00:00,0,"{'Dimensions': 'Width: 80"" | Depth: 33"" | Back Height: 34""', 'Colors/Finishes': 'Black, Charcoal, Dove Grey, Weatherwood, Sea Glass, White'}",,,fixed,,['shoreline'],True,,,Abaco,abaco,,,,,,,,Sofas,,,,True,
4815,Abaco High Back Deep Seating Sofa,abaco-high-back-deep-seating-shoreline,SL-abaco-high-back-deep-seating,,,19,43,,,125.00,,False,False,False,False,0,True,2026-06-01 21:52:59.719873+00:00,2026-07-13 04:14:38.961219+00:00,0,"{'Dimensions': 'Width: 80"" | Depth: 33"" | Back Height: 39""', 'Colors/Finishes': 'Black, Dove Grey, Weatherwood, Sea Glass, White, Charcoal'}",,,fixed,,['shoreline'],True,,,Abaco,abaco,,,,,,,,Sofas,,,,True,
4817,Abaco Loveseat,abaco-loveseat-shoreline,SL-abaco-loveseat,,,19,43,,,69.00,,False,False,False,False,0,True,2026-06-01 21:53:00.007402+00:00,2026-07-13 04:14:38.961219+00:00,0,"{'Dimensions': 'Width: 55"" | Depth: 33"" | Back Height: 34""', 'Colors/Finishes': 'Weatherwood, White, Black, Charcoal, Dove Grey, Sea Glass'}",,,fixed,,['shoreline'],True,,,Abaco,abaco,,,,,,,,Love Seats,,,,True,
4813,Abaco Ottoman,abaco-ottoman-shoreline,SL-abaco-ottoman,,,19,43,,,30.00,,False,False,False,False,0,True,2026-06-01 21:52:59.584351+00:00,2026-07-13 04:14:38.961219+00:00,0,"{'Colors/Finishes': 'Weatherwood, White, Black, Charcoal, Dove Grey, Sea Glass'}",,,fixed,,['shoreline'],True,,,Abaco,abaco,,,,,,,,Ottomans,,,,True,
4816,Abaco Sectional,abaco-sectional-shoreline,SL-abaco-sectional,,,19,43,,,,,False,False,False,False,0,True,2026-06-01 21:52:59.874270+00:00,2026-07-13 04:14:38.961219+00:00,0,"{'Dimensions': 'Left/Right Love: Weight 72 lbs, Width 54"", Depth 33"", Back Height 34""; Middle: Weight 36 lbs, Width 26"", Depth 33"", Back Height 34""; Corner: Weight 52 lbs, Width 33"", Depth 33"", Back Height 34""; Left/Right Single: Weight 42 lbs, Width 28"", Depth 33"", Back Height 34""', 'Colors/Finishes': 'Weatherwood, White, Black, Charcoal, Dove Grey, Sea Glass'}",,,fixed,,['shoreline'],True,,,Abaco,abaco,,,,,,,,Sectionals,,,,True,
4811,Abaco Swivel Club,abaco-swivel-club-shoreline,SL-abaco-swivel-club,,,19,43,,,50.00,,False,False,False,False,0,True,2026-06-01 21:52:59.284205+00:00,2026-07-13 04:14:38.961219+00:00,0,"{'Dimensions': 'Width: 30"" | Depth: 33"" | Back Height: 34""', 'Colors/Finishes': 'Weatherwood, White, Black, Charcoal, Dove Grey, Sea Glass'}",,,fixed,,['shoreline'],True,,,Abaco,abaco,,,,,,,,Lounge Chairs,,,,True,
4809,Adirondack Dining-Counter-Bar Chair,adirondack-dining-counter-bar-chair-shoreline,SL-adirondack-dining-counter-bar-chair,,,19,53,,,,,False,False,False,False,0,True,2026-06-01 21:52:58.972823+00:00,2026-07-13 04:14:38.961219+00:00,0,"{'Dimensions': 'Dining Height: Weight 47 lbs, Width 29"", Seat Height 18"", Back Height 38""; Counter Height: Weight 56 lbs, Width 29"", Seat Height 26"", Back Height 45""; Bar Height: Weight 59 lbs, Width 29"", Seat Height 30"", Back Height 49""', 'Colors/Finishes': 'White, Charcoal, Sea Glass, Weatherwood, Black Counter Height, Dove Grey Counter Height, White Counter Height, Weatherwood Counter Height, Sea Glass Counter Height, Charcoal Counter Height, Bar Height Black, Bar Height Charcoal, Bar Height Weatherwood, Bar Height Sea Glass, Bar Height Dove Grey, Bar Height White', 'Two-Tone Available': 'Yes'}",,,fixed,,['shoreline'],True,,,,,,,,,,,,,,,,True,
4808,Adirondack Tete a Tete,adirondack-tete-a-tete-shoreline,SL-adirondack-tete-a-tete,,,19,53,,,17.00,,False,False,False,False,0,True,2026-06-01 21:52:58.785957+00:00,2026-07-13 04:14:38.961219+00:00,0,"{'Notes': 'Tete a Tete can be added to both Traditional and Modern Adirondacks', 'Dimensions': 'Width: 75"" (right arm to left arm)', 'Colors/Finishes': 'Dove Grey, Weatherwood, Sea Glass, White, Charcoal, Black'}",,,fixed,,['shoreline'],True,,,,,,,,,,,,,,,,True,
4838,Balcony Table,balcony-table-shoreline,SL-balcony-table,,,19,52,,,,,False,False,False,False,0,True,2026-06-01 21:53:03.671555+00:00,2026-07-13 04:14:38.961219+00:00,0,"{'Dimensions': 'Length: 36"" / 48"" / 60"" | Width: 17"" | Height: 36""', 'Colors/Finishes': 'Dove Grey, Weatherwood, Sea Glass, Charcoal, Black, White'}",,,fixed,,['shoreline'],True,,,,,,,,,,,,Coffee & Side Tables,,,,True,
