id,sku,is_active,available_online,show_price_online,quote_only,in_store_only
6015,C4242SSGNU+3340B,True,False,False,True,False
4423,42RSGFPTT+89RBC,True,False,False,True,False
5783,42RSGFPTT+89RNC,True,False,False,True,False
4419,42SQSGTT,True,False,False,True,False
4422,54RSGFPTT+89RBC,True,False,False,True,False
5784,54RSGFPTT+89RNC,True,False,False,True,False
4420,893252XSGTT,True,False,False,True,False
4421,893660XSGTT,True,False,False,True,False
4382,1330RTM,True,False,False,True,False
4387,254284BTM,True,False,False,True,False
4389,2548SBTM,True,False,False,True,False
4388,2548SFTM,True,False,False,True,False
4386,274284FTM,True,False,False,True,False
4380,3721STM,True,False,False,True,False
4381,3722STM,True,False,False,True,False
4385,3742RBTM,True,False,False,True,False
4383,3742RCTMNU,True,False,False,True,False
4384,3742RFTM,True,False,False,True,False
4392,3754RBTM,True,False,False,True,False
4390,3754RCTMNU,True,False,False,True,False
4391,3754RFTM,True,False,False,True,False
4428,42RTMFPTT+89RBC,True,False,False,True,False
4424,42SQTMTT+89SNC,True,False,False,True,False
4427,54RTMFPTT+89RBC,True,False,False,True,False
4425,893252XTMTT+89XNC,True,False,False,True,False
4426,893660XTMTT+89XNC,True,False,False,True,False
5781,42RSLFPTT+89RNC,True,False,False,True,False
5785,42RTMFPTT+89RNC,True,False,False,True,False
5782,48RSLFPTT+89RNC,True,False,False,True,False
5786,54RTMFPTT+89RNC,True,False,False,True,False
