id,sku,name,slug,collection,category_id,category,specs,is_active,available_online
4314,374484BSH,"Shadow Rock 44"" x 84"" Balcony Table",shadow-rock-44-x-84-balcony-table,Shadow Rock,47,Bar,"{'Depth': '84""', 'Width': '44""', 'Height': '34.25""', 'Material': 'Aluminum'}",True,True
4315,3748RCSHNU,"Shadow Rock 48"" Chat Table",shadow-rock-48-chat-table,Shadow Rock,52,Tables,"{'Depth': '48""', 'Width': '48""', 'Height': '21.5""', 'Material': 'Aluminum'}",True,True
4316,3748RFSH,"Shadow Rock 48"" Dining Table",shadow-rock-48-dining-table,Shadow Rock,44,Dining,"{'Depth': '48""', 'Width': '48""', 'Height': '29.25""', 'Material': 'Aluminum'}",True,True
4317,3748RBSH,"Shadow Rock 48"" Balcony Table",shadow-rock-48-balcony-table,Shadow Rock,47,Bar,"{'Depth': '48""', 'Width': '48""', 'Height': '34.25""', 'Material': 'Aluminum'}",True,True
5787,3725RSH,"Shadow Rock Round Side Table 24"" (4-Legged Base)",shadow-rock-round-side-table-24-4-legged-base-3725rsh-homecrest,Shadow Rock,52,Tables,"{'Depth': '24""', 'Width': '24""', 'Height': '15.5""', 'Material': 'Aluminum'}",True,False
5788,3722RSH,"Shadow Rock Round End Table 24"" (4-Legged Base)",shadow-rock-round-end-table-24-4-legged-base-3722rsh-homecrest,Shadow Rock,52,Tables,"{'Depth': '24""', 'Width': '24""', 'Height': '19.5""', 'Material': 'Aluminum'}",True,False
5789,3721SSH,"Shadow Rock Square Side Table 24"" (4-Legged Base)",shadow-rock-square-side-table-24-4-legged-base-3721ssh-homecrest,Shadow Rock,52,Tables,"{'Depth': '24""', 'Width': '24""', 'Height': '15.5""', 'Material': 'Aluminum'}",True,False
5790,3722SSH,"Shadow Rock Square End Table 24"" (4-Legged Base)",shadow-rock-square-end-table-24-4-legged-base-3722ssh-homecrest,Shadow Rock,52,Tables,"{'Depth': '24""', 'Width': '24""', 'Height': '19.5""', 'Material': 'Aluminum'}",True,False
5791,3742RFSHNU,"Shadow Rock Round Dining Table 42"" (Universal Base, no Hole)",shadow-rock-round-dining-table-42-universal-base-no-hole-3742rfshnu-homecrest,Shadow Rock,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '29.25""', 'Material': 'Natural Series'}",True,False
5792,3742RBSHNU,"Shadow Rock Round Balcony Table 42"" (Universal Base, no Hole)",shadow-rock-round-balcony-table-42-universal-base-no-hole-3742rbshnu-homecrest,Shadow Rock,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '34.25""', 'Material': 'Natural Series'}",True,False
5793,3742SFSH,"Shadow Rock Square Dining Table 42"" (Universal Base, with Hole)",shadow-rock-square-dining-table-42-universal-base-with-hole-3742sfsh-homecrest,Shadow Rock,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '29.25""', 'Material': 'Natural Series'}",True,False
5794,3742SBSH,"Shadow Rock Square Balcony Table 42"" (Universal Base, with Hole)",shadow-rock-square-balcony-table-42-universal-base-with-hole-3742sbsh-homecrest,Shadow Rock,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '34.25""', 'Material': 'Natural Series'}",True,False
5795,3742SFSHNU,"Shadow Rock Square Dining Table 42"" (Universal Base, no Hole)",shadow-rock-square-dining-table-42-universal-base-no-hole-3742sfshnu-homecrest,Shadow Rock,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '29.25""', 'Material': 'Natural Series'}",True,False
5796,3742SBSHNU,"Shadow Rock Square Balcony Table 42"" (Universal Base, no Hole)",shadow-rock-square-balcony-table-42-universal-base-no-hole-3742sbshnu-homecrest,Shadow Rock,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '34.25""', 'Material': 'Natural Series'}",True,False
5797,C2424SSH+5723B,"Shadow Rock Square End Table 24"" (Post Base, no Hole)",shadow-rock-square-end-table-24-post-base-no-hole-c2424ssh-5723b-homecrest,Shadow Rock,52,Tables,"{'Depth': '24""', 'Width': '24""', 'Height': '21""', 'Material': 'Natural Series'}",True,False
5798,C2644XSH+5744B,"Shadow Rock Rectangle Coffee Table 26"" x 44"" (Post Base, no Hole)",shadow-rock-rectangle-coffee-table-26-x-44-post-base-no-hole-c2644xsh-5744b-homecrest,Shadow Rock,52,Tables,"{'Depth': '44""', 'Width': '26""', 'Height': '16""', 'Material': 'Natural Series'}",True,False
5799,C3030SSH+5723B,"Shadow Rock Square End Table 30"" (Post Base, no Hole)",shadow-rock-square-end-table-30-post-base-no-hole-c3030ssh-5723b-homecrest,Shadow Rock,52,Tables,"{'Depth': '30""', 'Width': '30""', 'Height': '21""', 'Material': 'Natural Series'}",True,False
5800,C3048XSH+5744B,"Shadow Rock Rectangle Coffee Table 30"" x 48"" (Post Base, no Hole)",shadow-rock-rectangle-coffee-table-30-x-48-post-base-no-hole-c3048xsh-5744b-homecrest,Shadow Rock,52,Tables,"{'Depth': '48""', 'Width': '30""', 'Height': '16""', 'Material': 'Natural Series'}",True,False
5801,C2644XSH+272644B,"Shadow Rock Rectangle Coffee Table 26"" x 44"" (Trestle Base, no Hole)",shadow-rock-rectangle-coffee-table-26-x-44-trestle-base-no-hole-c2644xsh-272644b-homecrest,Shadow Rock,52,Tables,"{'Depth': '44""', 'Width': '26""', 'Height': '15.1""', 'Material': 'Natural Series'}",True,False
5802,C3252XSH+273252B,"Shadow Rock Rectangle Coffee Table 32"" x 52"" (Trestle Base, no Hole)",shadow-rock-rectangle-coffee-table-32-x-52-trestle-base-no-hole-c3252xsh-273252b-homecrest,Shadow Rock,52,Tables,"{'Depth': '52""', 'Width': '32""', 'Height': '15.1""', 'Material': 'Natural Series'}",True,False
5803,C3660XSH+273660B,"Shadow Rock Rectangle Coffee Table 36"" x 60"" (Trestle Base, no Hole)",shadow-rock-rectangle-coffee-table-36-x-60-trestle-base-no-hole-c3660xsh-273660b-homecrest,Shadow Rock,52,Tables,"{'Depth': '60""', 'Width': '36""', 'Height': '15.1""', 'Material': 'Natural Series'}",True,False
5804,C0042RSHNU+2742RB,"Shadow Rock Round Coffee Table 42"" (Trestle Base, no Hole)",shadow-rock-round-coffee-table-42-trestle-base-no-hole-c0042rshnu-2742rb-homecrest,Shadow Rock,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '15.1""', 'Material': 'Natural Series'}",True,False
5805,C4242SSHNU+2742SB,"Shadow Rock Square Coffee Table 42"" (Trestle Base, no Hole)",shadow-rock-square-coffee-table-42-trestle-base-no-hole-c4242sshnu-2742sb-homecrest,Shadow Rock,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '15.1""', 'Material': 'Natural Series'}",True,False
5806,C0030RSHWH+2330B,"Shadow Rock Round Dining Table 30"" (Pedestal Base, with Hole)",shadow-rock-round-dining-table-30-pedestal-base-with-hole-c0030rshwh-2330b-homecrest,Shadow Rock,52,Tables,"{'Depth': '30""', 'Width': '30""', 'Height': '29.25""', 'Material': 'Natural Series'}",True,False
5807,C0030RSHWH+2334B,"Shadow Rock Round Balcony Table 30"" (Pedestal Base, with Hole)",shadow-rock-round-balcony-table-30-pedestal-base-with-hole-c0030rshwh-2334b-homecrest,Shadow Rock,52,Tables,"{'Depth': '30""', 'Width': '30""', 'Height': '33.25""', 'Material': 'Natural Series'}",True,False
5808,C0030RSHWH+2340B,"Shadow Rock Round Bar Table 30"" (Pedestal Base, with Hole)",shadow-rock-round-bar-table-30-pedestal-base-with-hole-c0030rshwh-2340b-homecrest,Shadow Rock,52,Tables,"{'Depth': '30""', 'Width': '30""', 'Height': '39.25""', 'Material': 'Natural Series'}",True,False
5809,C0030RSH+2330B,"Shadow Rock Round Dining Table 30"" (Pedestal Base, no Hole)",shadow-rock-round-dining-table-30-pedestal-base-no-hole-c0030rsh-2330b-homecrest,Shadow Rock,52,Tables,"{'Depth': '30""', 'Width': '30""', 'Height': '29.25""', 'Material': 'Natural Series'}",True,False
5810,C0030RSH+2334B,"Shadow Rock Round Balcony Table 30"" (Pedestal Base, no Hole)",shadow-rock-round-balcony-table-30-pedestal-base-no-hole-c0030rsh-2334b-homecrest,Shadow Rock,52,Tables,"{'Depth': '30""', 'Width': '30""', 'Height': '33.25""', 'Material': 'Natural Series'}",True,False
5811,C0030RSH+2340B,"Shadow Rock Round Bar Table 30"" (Pedestal Base, no Hole)",shadow-rock-round-bar-table-30-pedestal-base-no-hole-c0030rsh-2340b-homecrest,Shadow Rock,52,Tables,"{'Depth': '30""', 'Width': '30""', 'Height': '39.25""', 'Material': 'Natural Series'}",True,False
5812,C3030SSHWH+2330B,"Shadow Rock Square Dining Table 30"" (Pedestal Base, with Hole)",shadow-rock-square-dining-table-30-pedestal-base-with-hole-c3030sshwh-2330b-homecrest,Shadow Rock,52,Tables,"{'Depth': '30""', 'Width': '30""', 'Height': '29.25""', 'Material': 'Natural Series'}",True,False
5813,C3030SSHWH+2334B,"Shadow Rock Square Balcony Table 30"" (Pedestal Base, with Hole)",shadow-rock-square-balcony-table-30-pedestal-base-with-hole-c3030sshwh-2334b-homecrest,Shadow Rock,52,Tables,"{'Depth': '30""', 'Width': '30""', 'Height': '33.25""', 'Material': 'Natural Series'}",True,False
5814,C3030SSHWH+2340B,"Shadow Rock Square Bar Table 30"" (Pedestal Base, with Hole)",shadow-rock-square-bar-table-30-pedestal-base-with-hole-c3030sshwh-2340b-homecrest,Shadow Rock,52,Tables,"{'Depth': '30""', 'Width': '30""', 'Height': '39.25""', 'Material': 'Natural Series'}",True,False
5815,C3030SSH+2330B,"Shadow Rock Square Dining Table 30"" (Pedestal Base, no Hole)",shadow-rock-square-dining-table-30-pedestal-base-no-hole-c3030ssh-2330b-homecrest,Shadow Rock,52,Tables,"{'Depth': '30""', 'Width': '30""', 'Height': '29.25""', 'Material': 'Natural Series'}",True,False
5816,C3030SSH+2334B,"Shadow Rock Square Balcony Table 30"" (Pedestal Base, no Hole)",shadow-rock-square-balcony-table-30-pedestal-base-no-hole-c3030ssh-2334b-homecrest,Shadow Rock,52,Tables,"{'Depth': '30""', 'Width': '30""', 'Height': '33.25""', 'Material': 'Natural Series'}",True,False
5817,C3030SSH+2340B,"Shadow Rock Square Bar Table 30"" (Pedestal Base, no Hole)",shadow-rock-square-bar-table-30-pedestal-base-no-hole-c3030ssh-2340b-homecrest,Shadow Rock,52,Tables,"{'Depth': '30""', 'Width': '30""', 'Height': '39.25""', 'Material': 'Natural Series'}",True,False
5818,C3048XSH+2330B,"Shadow Rock Rectangle Dining Table 30"" x 48"" (Pedestal Base, no Hole)",shadow-rock-rectangle-dining-table-30-x-48-pedestal-base-no-hole-c3048xsh-2330b-homecrest,Shadow Rock,52,Tables,"{'Depth': '48""', 'Width': '30""', 'Height': '29.25""', 'Material': 'Natural Series'}",True,False
5819,C3048XSH+2334B,"Shadow Rock Rectangle Balcony Table 30"" x 48"" (Pedestal Base, no Hole)",shadow-rock-rectangle-balcony-table-30-x-48-pedestal-base-no-hole-c3048xsh-2334b-homecrest,Shadow Rock,52,Tables,"{'Depth': '48""', 'Width': '30""', 'Height': '33.25""', 'Material': 'Natural Series'}",True,False
5820,C3048XSH+2340B,"Shadow Rock Rectangle Bar Table 30"" x 48"" (Pedestal Base, no Hole)",shadow-rock-rectangle-bar-table-30-x-48-pedestal-base-no-hole-c3048xsh-2340b-homecrest,Shadow Rock,52,Tables,"{'Depth': '48""', 'Width': '30""', 'Height': '39.25""', 'Material': 'Natural Series'}",True,False
5821,C0036RSH+2330B,"Shadow Rock Round Dining Table 36"" (Pedestal Base, with Hole)",shadow-rock-round-dining-table-36-pedestal-base-with-hole-c0036rsh-2330b-homecrest,Shadow Rock,52,Tables,"{'Depth': '36""', 'Width': '36""', 'Height': '29.25""', 'Material': 'Natural Series'}",True,False
5822,C0036RSH+2334B,"Shadow Rock Round Balcony Table 36"" (Pedestal Base, with Hole)",shadow-rock-round-balcony-table-36-pedestal-base-with-hole-c0036rsh-2334b-homecrest,Shadow Rock,52,Tables,"{'Depth': '36""', 'Width': '36""', 'Height': '33.25""', 'Material': 'Natural Series'}",True,False
5823,C0036RSH+2340B,"Shadow Rock Round Bar Table 36"" (Pedestal Base, with Hole)",shadow-rock-round-bar-table-36-pedestal-base-with-hole-c0036rsh-2340b-homecrest,Shadow Rock,52,Tables,"{'Depth': '36""', 'Width': '36""', 'Height': '39.25""', 'Material': 'Natural Series'}",True,False
5824,C0036RSHNU+2330B,"Shadow Rock Round Dining Table 36"" (Pedestal Base, no Hole)",shadow-rock-round-dining-table-36-pedestal-base-no-hole-c0036rshnu-2330b-homecrest,Shadow Rock,52,Tables,"{'Depth': '36""', 'Width': '36""', 'Height': '29.25""', 'Material': 'Natural Series'}",True,False
5825,C0036RSHNU+2334B,"Shadow Rock Round Balcony Table 36"" (Pedestal Base, no Hole)",shadow-rock-round-balcony-table-36-pedestal-base-no-hole-c0036rshnu-2334b-homecrest,Shadow Rock,52,Tables,"{'Depth': '36""', 'Width': '36""', 'Height': '33.25""', 'Material': 'Natural Series'}",True,False
5826,C0036RSHNU+2340B,"Shadow Rock Round Bar Table 36"" (Pedestal Base, no Hole)",shadow-rock-round-bar-table-36-pedestal-base-no-hole-c0036rshnu-2340b-homecrest,Shadow Rock,52,Tables,"{'Depth': '36""', 'Width': '36""', 'Height': '39.25""', 'Material': 'Natural Series'}",True,False
5827,C3636SSH+2330B,"Shadow Rock Square Dining Table 36"" (Pedestal Base, with Hole)",shadow-rock-square-dining-table-36-pedestal-base-with-hole-c3636ssh-2330b-homecrest,Shadow Rock,52,Tables,"{'Depth': '36""', 'Width': '36""', 'Height': '29.25""', 'Material': 'Natural Series'}",True,False
5828,C3636SSH+2334B,"Shadow Rock Square Balcony Table 36"" (Pedestal Base, with Hole)",shadow-rock-square-balcony-table-36-pedestal-base-with-hole-c3636ssh-2334b-homecrest,Shadow Rock,52,Tables,"{'Depth': '36""', 'Width': '36""', 'Height': '33.25""', 'Material': 'Natural Series'}",True,False
5829,C3636SSH+2340B,"Shadow Rock Square Bar Table 36"" (Pedestal Base, with Hole)",shadow-rock-square-bar-table-36-pedestal-base-with-hole-c3636ssh-2340b-homecrest,Shadow Rock,52,Tables,"{'Depth': '36""', 'Width': '36""', 'Height': '39.25""', 'Material': 'Natural Series'}",True,False
5830,C3636SSHNU+2330B,"Shadow Rock Square Dining Table 36"" (Pedestal Base, no Hole)",shadow-rock-square-dining-table-36-pedestal-base-no-hole-c3636sshnu-2330b-homecrest,Shadow Rock,52,Tables,"{'Depth': '36""', 'Width': '36""', 'Height': '29.25""', 'Material': 'Natural Series'}",True,False
5831,C3636SSHNU+2334B,"Shadow Rock Square Balcony Table 36"" (Pedestal Base, no Hole)",shadow-rock-square-balcony-table-36-pedestal-base-no-hole-c3636sshnu-2334b-homecrest,Shadow Rock,52,Tables,"{'Depth': '36""', 'Width': '36""', 'Height': '33.25""', 'Material': 'Natural Series'}",True,False
5832,C3636SSHNU+2340B,"Shadow Rock Square Bar Table 36"" (Pedestal Base, no Hole)",shadow-rock-square-bar-table-36-pedestal-base-no-hole-c3636sshnu-2340b-homecrest,Shadow Rock,52,Tables,"{'Depth': '36""', 'Width': '36""', 'Height': '39.25""', 'Material': 'Natural Series'}",True,False
5833,C0042RSH+3330B,"Shadow Rock Round Dining Table 42"" (Pedestal Base, with Hole)",shadow-rock-round-dining-table-42-pedestal-base-with-hole-c0042rsh-3330b-homecrest,Shadow Rock,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '29.25""', 'Material': 'Natural Series'}",True,False
5834,C0042RSH+3334B,"Shadow Rock Round Balcony Table 42"" (Pedestal Base, with Hole)",shadow-rock-round-balcony-table-42-pedestal-base-with-hole-c0042rsh-3334b-homecrest,Shadow Rock,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '33.25""', 'Material': 'Natural Series'}",True,False
5835,C0042RSH+3340B,"Shadow Rock Round Bar Table 42"" (Pedestal Base, with Hole)",shadow-rock-round-bar-table-42-pedestal-base-with-hole-c0042rsh-3340b-homecrest,Shadow Rock,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '39.25""', 'Material': 'Natural Series'}",True,False
5836,C0042RSHNU+3330B,"Shadow Rock Round Dining Table 42"" (Pedestal Base, no Hole)",shadow-rock-round-dining-table-42-pedestal-base-no-hole-c0042rshnu-3330b-homecrest,Shadow Rock,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '29.25""', 'Material': 'Natural Series'}",True,False
5837,C0042RSHNU+3334B,"Shadow Rock Round Balcony Table 42"" (Pedestal Base, no Hole)",shadow-rock-round-balcony-table-42-pedestal-base-no-hole-c0042rshnu-3334b-homecrest,Shadow Rock,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '33.25""', 'Material': 'Natural Series'}",True,False
5838,C0042RSHNU+3340B,"Shadow Rock Round Bar Table 42"" (Pedestal Base, no Hole)",shadow-rock-round-bar-table-42-pedestal-base-no-hole-c0042rshnu-3340b-homecrest,Shadow Rock,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '39.25""', 'Material': 'Natural Series'}",True,False
5839,C4242SSH+3330B,"Shadow Rock Square Dining Table 42"" (Pedestal Base, with Hole)",shadow-rock-square-dining-table-42-pedestal-base-with-hole-c4242ssh-3330b-homecrest,Shadow Rock,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '29.25""', 'Material': 'Natural Series'}",True,False
5840,C4242SSH+3334B,"Shadow Rock Square Balcony Table 42"" (Pedestal Base, with Hole)",shadow-rock-square-balcony-table-42-pedestal-base-with-hole-c4242ssh-3334b-homecrest,Shadow Rock,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '33.25""', 'Material': 'Natural Series'}",True,False
5841,C4242SSH+3340B,"Shadow Rock Square Bar Table 42"" (Pedestal Base, with Hole)",shadow-rock-square-bar-table-42-pedestal-base-with-hole-c4242ssh-3340b-homecrest,Shadow Rock,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '39.25""', 'Material': 'Natural Series'}",True,False
5842,C4242SSHNU+3330B,"Shadow Rock Square Dining Table 42"" (Pedestal Base, no Hole)",shadow-rock-square-dining-table-42-pedestal-base-no-hole-c4242sshnu-3330b-homecrest,Shadow Rock,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '29.25""', 'Material': 'Natural Series'}",True,False
5843,C4242SSHNU+3334B,"Shadow Rock Square Balcony Table 42"" (Pedestal Base, no Hole)",shadow-rock-square-balcony-table-42-pedestal-base-no-hole-c4242sshnu-3334b-homecrest,Shadow Rock,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '33.25""', 'Material': 'Natural Series'}",True,False
5844,C4242SSHNU+3340B,"Shadow Rock Square Bar Table 42"" (Pedestal Base, no Hole)",shadow-rock-square-bar-table-42-pedestal-base-no-hole-c4242sshnu-3340b-homecrest,Shadow Rock,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '39.25""', 'Material': 'Natural Series'}",True,False
5845,C0048RSH+3330B,"Shadow Rock Round Dining Table 48"" (Pedestal Base, with Hole)",shadow-rock-round-dining-table-48-pedestal-base-with-hole-c0048rsh-3330b-homecrest,Shadow Rock,52,Tables,"{'Depth': '48""', 'Width': '48""', 'Height': '29.25""', 'Material': 'Natural Series'}",True,False
5846,C0048RSH+3334B,"Shadow Rock Round Balcony Table 48"" (Pedestal Base, with Hole)",shadow-rock-round-balcony-table-48-pedestal-base-with-hole-c0048rsh-3334b-homecrest,Shadow Rock,52,Tables,"{'Depth': '48""', 'Width': '48""', 'Height': '33.25""', 'Material': 'Natural Series'}",True,False
5847,C0048RSH+3340B,"Shadow Rock Round Bar Table 48"" (Pedestal Base, with Hole)",shadow-rock-round-bar-table-48-pedestal-base-with-hole-c0048rsh-3340b-homecrest,Shadow Rock,52,Tables,"{'Depth': '48""', 'Width': '48""', 'Height': '39.25""', 'Material': 'Natural Series'}",True,False
5848,C0048RSHNU+3330B,"Shadow Rock Round Dining Table 48"" (Pedestal Base, no Hole)",shadow-rock-round-dining-table-48-pedestal-base-no-hole-c0048rshnu-3330b-homecrest,Shadow Rock,52,Tables,"{'Depth': '48""', 'Width': '48""', 'Height': '29.25""', 'Material': 'Natural Series'}",True,False
5849,C0048RSHNU+3334B,"Shadow Rock Round Balcony Table 48"" (Pedestal Base, no Hole)",shadow-rock-round-balcony-table-48-pedestal-base-no-hole-c0048rshnu-3334b-homecrest,Shadow Rock,52,Tables,"{'Depth': '48""', 'Width': '48""', 'Height': '33.25""', 'Material': 'Natural Series'}",True,False
5850,C0048RSHNU+3340B,"Shadow Rock Round Bar Table 48"" (Pedestal Base, no Hole)",shadow-rock-round-bar-table-48-pedestal-base-no-hole-c0048rshnu-3340b-homecrest,Shadow Rock,52,Tables,"{'Depth': '48""', 'Width': '48""', 'Height': '39.25""', 'Material': 'Natural Series'}",True,False
4409,42SQSHTT,"Shadow Rock Fire Tables 42"" Lounge Fire Table",shadow-rock-fire-tables-42-lounge-fire-table,Shadow Rock Fire Tables,45,Fire Tables,"{'Notes': 'Top: 42SQSHTT, Base: 89SNC (-JLP or -JNG), Use fire table cover 005106'}",True,True
4410,893252XSHTT,"Shadow Rock Fire Tables 32"" x 52"" Lounge Fire Table",shadow-rock-fire-tables-32-x-52-lounge-fire-table,Shadow Rock Fire Tables,45,Fire Tables,"{'Notes': 'Top: 893252XSHTT, Base: 89XNC (-JLP or -JNG), Use fire table cover 006139'}",True,True
4411,893660XSHTT,Shadow Rock Fire Tables Lounge Fire Pit,shadow-rock-fire-tables-lounge-fire-pit,Shadow Rock Fire Tables,45,Fire Tables,"{'Notes': 'Top: 893660XSHTT, Base: 89XNC (-JLP or -JNG), Use fire table cover 006138'}",True,True
4412,48RSHFPTT+89RBC,"Shadow Rock Balcony Fire Table Round 48""",shadow-rock-balcony-fire-table-round-48,Shadow Rock Fire Tables,45,Fire Tables,"{'Notes': 'Top: 48RSHFPTT, Base: 89RNC (-JLP or -JNG), Use fire table cover 005108'}",True,True
4413,42RSHFPTT+89RBC,"Shadow Rock Balcony Fire Table Round 42""",shadow-rock-balcony-fire-table-round-42,Shadow Rock Fire Tables,45,Fire Tables,"{'Notes': 'Top: 42RSHFPTT, Base: 89RNC (-JLP or -JNG), Use fire table cover 005369'}",True,True
4327,3724RSL,Slate Side Table,slate-side-table,Slate,52,Tables,"{'Depth': '24""', 'Notes': '3-legged base', 'Width': '24""', 'Height': '15.5""', 'Material': 'Aluminum'}",True,True
4328,3723RSL,Slate End Table,slate-end-table,Slate,52,Tables,"{'Depth': '24""', 'Notes': '3-legged base', 'Width': '24""', 'Height': '19.5""', 'Material': 'Aluminum'}",True,True
4329,1330RSL,Slate Adjustable Table,slate-adjustable-table,Slate,52,Tables,"{'Depth': '30""', 'Width': '30""', 'Height': '18.25""-30.75""', 'Material': 'Aluminum'}",True,True
4330,3742RCSLNU,"Slate 42"" Chat Table",slate-42-chat-table,Slate,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '21.5""', 'Material': 'Aluminum'}",True,True
4331,3742RFSL,"Slate 42"" Dining Table",slate-42-dining-table,Slate,44,Dining,"{'Depth': '42""', 'Width': '42""', 'Height': '29.25""', 'Material': 'Aluminum'}",True,True
4332,3742RBSL,"Slate 42"" Balcony Table",slate-42-balcony-table,Slate,47,Bar,"{'Depth': '42""', 'Width': '42""', 'Height': '34.25""', 'Material': 'Aluminum'}",True,True
4333,374262FSL,Slate 42” x 62” Dining Table,slate-42-x-62-dining-table,Slate,44,Dining,"{'Depth': '62""', 'Width': '42""', 'Height': '29.25""', 'Material': 'Aluminum'}",True,True
4334,374262BSL,Slate 42” x 62” Balcony Table,slate-42-x-62-balcony-table,Slate,47,Bar,"{'Depth': '62""', 'Width': '42""', 'Height': '34.25""', 'Material': 'Aluminum'}",True,True
4335,374272FSL,"Slate 42"" x 72"" Dining Table",slate-42-x-72-dining-table,Slate,44,Dining,"{'Depth': '72""', 'Width': '42""', 'Height': '29.25""', 'Material': 'Aluminum'}",True,True
4336,374272BSL,"Slate 42"" x 72"" Balcony Table",slate-42-x-72-balcony-table,Slate,47,Bar,"{'Depth': '72""', 'Width': '42""', 'Height': '34.25""', 'Material': 'Aluminum'}",True,True
4337,374282FSL,"Slate 42"" x 82"" Dining Table (Universal Base)",slate-42-x-82-dining-table-universal-base,Slate,44,Dining,"{'Depth': '82""', 'Width': '42""', 'Height': '29.25""', 'Material': 'Aluminum'}",True,True
4338,254282FSL,"Slate 42"" x 82"" Dining Table (Post Base)",slate-42-x-82-dining-table-post-base,Slate,44,Dining,"{'Depth': '82""', 'Width': '42""', 'Height': '30.25""', 'Material': 'Natural Series'}",True,True
4339,374282BSL,"Slate 42"" x 82"" Balcony Table (Universal Base)",slate-42-x-82-balcony-table-universal-base,Slate,47,Bar,"{'Depth': '82""', 'Width': '42""', 'Height': '34.25""', 'Material': 'Aluminum'}",True,True
4340,254282BSL,"Slate 42"" x 82"" Balcony Table (Post Base)",slate-42-x-82-balcony-table-post-base,Slate,47,Bar,"{'Depth': '82""', 'Width': '42""', 'Height': '34.25""', 'Material': 'Natural Series'}",True,True
4341,374484FSL,"Slate 44"" x 84"" Dining Table",slate-44-x-84-dining-table,Slate,44,Dining,"{'Depth': '84""', 'Width': '44""', 'Height': '29.25""', 'Material': 'Aluminum'}",True,True
4342,374484BSL,"Slate 44"" x 84"" Balcony Table",slate-44-x-84-balcony-table,Slate,47,Bar,"{'Depth': '84""', 'Width': '44""', 'Height': '34.25""', 'Material': 'Aluminum'}",True,True
4343,3748RCSLNU,"Slate 48"" Chat Table",slate-48-chat-table,Slate,52,Tables,"{'Depth': '48""', 'Width': '48""', 'Height': '21.5""', 'Material': 'Aluminum'}",True,True
4344,3748RFSL,"Slate 48"" Dining Table",slate-48-dining-table,Slate,44,Dining,"{'Depth': '48""', 'Width': '48""', 'Height': '29.25""', 'Material': 'Aluminum'}",True,True
4345,3748RBSL,"Slate 48"" Balcony Table",slate-48-balcony-table,Slate,47,Bar,"{'Depth': '48""', 'Width': '48""', 'Height': '34.25""', 'Material': 'Aluminum'}",True,True
5851,3725RSL,"Slate Round Side Table 24"" (4-Legged Base)",slate-round-side-table-24-4-legged-base-3725rsl-slate-homecrest,Slate,52,Tables,"{'Depth': '24""', 'Width': '24""', 'Height': '15.5""', 'Material': 'Aluminum'}",True,False
5852,3722RSL,"Slate Round End Table 24"" (4-Legged Base)",slate-round-end-table-24-4-legged-base-3722rsl-slate-homecrest,Slate,52,Tables,"{'Depth': '24""', 'Width': '24""', 'Height': '19.5""', 'Material': 'Aluminum'}",True,False
5853,3721SSL,"Slate Square Side Table 24"" (4-Legged Base)",slate-square-side-table-24-4-legged-base-3721ssl-slate-homecrest,Slate,52,Tables,"{'Depth': '24""', 'Width': '24""', 'Height': '15.5""', 'Material': 'Aluminum'}",True,False
5854,3722SSL,"Slate Square End Table 24"" (4-Legged Base)",slate-square-end-table-24-4-legged-base-3722ssl-slate-homecrest,Slate,52,Tables,"{'Depth': '24""', 'Width': '24""', 'Height': '19.5""', 'Material': 'Aluminum'}",True,False
5855,3742RFSLNU,"Slate Round Dining Table 42"" (Universal Base, no Hole)",slate-round-dining-table-42-universal-base-no-hole-3742rfslnu-slate-homecrest,Slate,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '29.25""', 'Material': 'Aluminum'}",True,False
5856,3742RBSLNU,"Slate Round Balcony Table 42"" (Universal Base, no Hole)",slate-round-balcony-table-42-universal-base-no-hole-3742rbslnu-slate-homecrest,Slate,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '34.25""', 'Material': 'Aluminum'}",True,False
