id,sku,name,slug,collection,category_id,category,specs,is_active,available_online
5857,3742SFSL,"Slate Square Dining Table 42"" (Universal Base, with Hole)",slate-square-dining-table-42-universal-base-with-hole-3742sfsl-slate-homecrest,Slate,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '29.25""', 'Material': 'Aluminum'}",True,False
5858,3742SBSL,"Slate Square Balcony Table 42"" (Universal Base, with Hole)",slate-square-balcony-table-42-universal-base-with-hole-3742sbsl-slate-homecrest,Slate,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '34.25""', 'Material': 'Aluminum'}",True,False
5859,3742SFSLNU,"Slate Square Dining Table 42"" (Universal Base, no Hole)",slate-square-dining-table-42-universal-base-no-hole-3742sfslnu-slate-homecrest,Slate,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '29.25""', 'Material': 'Aluminum'}",True,False
5860,3742SBSLNU,"Slate Square Balcony Table 42"" (Universal Base, no Hole)",slate-square-balcony-table-42-universal-base-no-hole-3742sbslnu-slate-homecrest,Slate,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '34.25""', 'Material': 'Aluminum'}",True,False
5861,2721SSL,"Slate Square Side Table 24"" (Trestle Base)",slate-square-side-table-24-trestle-base-2721ssl-slate-homecrest,Slate,52,Tables,"{'Depth': '24""', 'Width': '24""', 'Height': '16""', 'Material': 'Aluminum'}",True,False
5862,2722SSL,"Slate Square End Table 24"" (Trestle Base)",slate-square-end-table-24-trestle-base-2722ssl-slate-homecrest,Slate,52,Tables,"{'Depth': '24""', 'Width': '24""', 'Height': '21""', 'Material': 'Aluminum'}",True,False
5863,C2644XSL+272644B,"Slate Rectangle Coffee Table 26"" x 44"" (Trestle Base, no Hole)",slate-rectangle-coffee-table-26-x-44-trestle-base-no-hole-c2644xsl-272644b-slate-homecrest,Slate,52,Tables,"{'Depth': '44""', 'Width': '26""', 'Height': '15.1""', 'Material': 'Natural Series'}",True,False
5864,C3252XSL+273252B,"Slate Rectangle Coffee Table 32"" x 52"" (Trestle Base, no Hole)",slate-rectangle-coffee-table-32-x-52-trestle-base-no-hole-c3252xsl-273252b-slate-homecrest,Slate,52,Tables,"{'Depth': '52""', 'Width': '32""', 'Height': '15.1""', 'Material': 'Natural Series'}",True,False
5865,C3660XSL+273660B,"Slate Rectangle Coffee Table 36"" x 60"" (Trestle Base, no Hole)",slate-rectangle-coffee-table-36-x-60-trestle-base-no-hole-c3660xsl-273660b-slate-homecrest,Slate,52,Tables,"{'Depth': '60""', 'Width': '36""', 'Height': '15.1""', 'Material': 'Natural Series'}",True,False
5866,C0042RSLNU+2742RB,"Slate Round Coffee Table 42"" (Trestle Base, no Hole)",slate-round-coffee-table-42-trestle-base-no-hole-c0042rslnu-2742rb-slate-homecrest,Slate,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '15.1""', 'Material': 'Natural Series'}",True,False
5867,C4242SSLNU+2742SB,"Slate Square Coffee Table 42"" (Trestle Base, no Hole)",slate-square-coffee-table-42-trestle-base-no-hole-c4242sslnu-2742sb-slate-homecrest,Slate,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '15.1""', 'Material': 'Natural Series'}",True,False
5868,C2424SSL+5723B,"Slate Square End Table 24"" (Post Base, no Hole)",slate-square-end-table-24-post-base-no-hole-c2424ssl-5723b-slate-homecrest,Slate,52,Tables,"{'Depth': '24""', 'Width': '24""', 'Height': '21""', 'Material': 'Natural Series'}",True,False
5869,C2644XSL+5744B,"Slate Rectangle Coffee Table 26"" x 44"" (Post Base, no Hole)",slate-rectangle-coffee-table-26-x-44-post-base-no-hole-c2644xsl-5744b-slate-homecrest,Slate,52,Tables,"{'Depth': '44""', 'Width': '26""', 'Height': '16""', 'Material': 'Natural Series'}",True,False
5870,C3030SSL+5723B,"Slate Square End Table 30"" (Post Base, no Hole)",slate-square-end-table-30-post-base-no-hole-c3030ssl-5723b-slate-homecrest,Slate,52,Tables,"{'Depth': '30""', 'Width': '30""', 'Height': '21""', 'Material': 'Natural Series'}",True,False
5871,C3048XSL+5744B,"Slate Rectangle Coffee Table 30"" x 48"" (Post Base, no Hole)",slate-rectangle-coffee-table-30-x-48-post-base-no-hole-c3048xsl-5744b-slate-homecrest,Slate,52,Tables,"{'Depth': '48""', 'Width': '30""', 'Height': '16""', 'Material': 'Natural Series'}",True,False
5872,2742SFSL,"Slate Square Dining Table 42"" (Trestle Base, with Hole)",slate-square-dining-table-42-trestle-base-with-hole-2742sfsl-slate-homecrest,Slate,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '30""', 'Material': 'Aluminum'}",True,False
5873,2742SFSLNU,"Slate Square Dining Table 42"" (Trestle Base, no Hole)",slate-square-dining-table-42-trestle-base-no-hole-2742sfslnu-slate-homecrest,Slate,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '30""', 'Material': 'Aluminum'}",True,False
5874,274282FSL,"Slate Rectangle Dining Table 42"" x 82"" (Post Base, with Hole)",slate-rectangle-dining-table-42-x-82-post-base-with-hole-274282fsl-slate-homecrest,Slate,52,Tables,"{'Depth': '82""', 'Width': '42""', 'Height': '30""', 'Material': 'Aluminum'}",True,False
5875,C0030RSLWH+2330B,"Slate Round Dining Table 30"" (Pedestal Base, with Hole)",slate-round-dining-table-30-pedestal-base-with-hole-c0030rslwh-2330b-slate-homecrest,Slate,52,Tables,"{'Depth': '30""', 'Width': '30""', 'Height': '29.25""', 'Material': 'Natural Series'}",True,False
5876,C0030RSLWH+2334B,"Slate Round Balcony Table 30"" (Pedestal Base, with Hole)",slate-round-balcony-table-30-pedestal-base-with-hole-c0030rslwh-2334b-slate-homecrest,Slate,52,Tables,"{'Depth': '30""', 'Width': '30""', 'Height': '33.25""', 'Material': 'Natural Series'}",True,False
5877,C0030RSLWH+2340B,"Slate Round Bar Table 30"" (Pedestal Base, with Hole)",slate-round-bar-table-30-pedestal-base-with-hole-c0030rslwh-2340b-slate-homecrest,Slate,52,Tables,"{'Depth': '30""', 'Width': '30""', 'Height': '39.25""', 'Material': 'Natural Series'}",True,False
5878,C0030RSL+2330B,"Slate Round Dining Table 30"" (Pedestal Base, no Hole)",slate-round-dining-table-30-pedestal-base-no-hole-c0030rsl-2330b-slate-homecrest,Slate,52,Tables,"{'Depth': '30""', 'Width': '30""', 'Height': '29.25""', 'Material': 'Natural Series'}",True,False
5879,C0030RSL+2334B,"Slate Round Balcony Table 30"" (Pedestal Base, no Hole)",slate-round-balcony-table-30-pedestal-base-no-hole-c0030rsl-2334b-slate-homecrest,Slate,52,Tables,"{'Depth': '30""', 'Width': '30""', 'Height': '33.25""', 'Material': 'Natural Series'}",True,False
5880,C0030RSL+2340B,"Slate Round Bar Table 30"" (Pedestal Base, no Hole)",slate-round-bar-table-30-pedestal-base-no-hole-c0030rsl-2340b-slate-homecrest,Slate,52,Tables,"{'Depth': '30""', 'Width': '30""', 'Height': '39.25""', 'Material': 'Natural Series'}",True,False
5881,C3030SSLWH+2330B,"Slate Square Dining Table 30"" (Pedestal Base, with Hole)",slate-square-dining-table-30-pedestal-base-with-hole-c3030sslwh-2330b-slate-homecrest,Slate,52,Tables,"{'Depth': '30""', 'Width': '30""', 'Height': '29.25""', 'Material': 'Natural Series'}",True,False
5882,C3030SSLWH+2334B,"Slate Square Balcony Table 30"" (Pedestal Base, with Hole)",slate-square-balcony-table-30-pedestal-base-with-hole-c3030sslwh-2334b-slate-homecrest,Slate,52,Tables,"{'Depth': '30""', 'Width': '30""', 'Height': '33.25""', 'Material': 'Natural Series'}",True,False
5883,C3030SSLWH+2340B,"Slate Square Bar Table 30"" (Pedestal Base, with Hole)",slate-square-bar-table-30-pedestal-base-with-hole-c3030sslwh-2340b-slate-homecrest,Slate,52,Tables,"{'Depth': '30""', 'Width': '30""', 'Height': '39.25""', 'Material': 'Natural Series'}",True,False
5884,C3030SSL+2330B,"Slate Square Dining Table 30"" (Pedestal Base, no Hole)",slate-square-dining-table-30-pedestal-base-no-hole-c3030ssl-2330b-slate-homecrest,Slate,52,Tables,"{'Depth': '30""', 'Width': '30""', 'Height': '29.25""', 'Material': 'Natural Series'}",True,False
5885,C3030SSL+2334B,"Slate Square Balcony Table 30"" (Pedestal Base, no Hole)",slate-square-balcony-table-30-pedestal-base-no-hole-c3030ssl-2334b-slate-homecrest,Slate,52,Tables,"{'Depth': '30""', 'Width': '30""', 'Height': '33.25""', 'Material': 'Natural Series'}",True,False
5886,C3030SSL+2340B,"Slate Square Bar Table 30"" (Pedestal Base, no Hole)",slate-square-bar-table-30-pedestal-base-no-hole-c3030ssl-2340b-slate-homecrest,Slate,52,Tables,"{'Depth': '30""', 'Width': '30""', 'Height': '39.25""', 'Material': 'Natural Series'}",True,False
5887,C3048XSL+2330B,"Slate Rectangle Dining Table 30"" x 48"" (Pedestal Base, no Hole)",slate-rectangle-dining-table-30-x-48-pedestal-base-no-hole-c3048xsl-2330b-slate-homecrest,Slate,52,Tables,"{'Depth': '48""', 'Width': '30""', 'Height': '29.25""', 'Material': 'Natural Series'}",True,False
5888,C3048XSL+2334B,"Slate Rectangle Balcony Table 30"" x 48"" (Pedestal Base, no Hole)",slate-rectangle-balcony-table-30-x-48-pedestal-base-no-hole-c3048xsl-2334b-slate-homecrest,Slate,52,Tables,"{'Depth': '48""', 'Width': '30""', 'Height': '33.25""', 'Material': 'Natural Series'}",True,False
5889,C3048XSL+2340B,"Slate Rectangle Bar Table 30"" x 48"" (Pedestal Base, no Hole)",slate-rectangle-bar-table-30-x-48-pedestal-base-no-hole-c3048xsl-2340b-slate-homecrest,Slate,52,Tables,"{'Depth': '48""', 'Width': '30""', 'Height': '39.25""', 'Material': 'Natural Series'}",True,False
5890,C0036RSL+2330B,"Slate Round Dining Table 36"" (Pedestal Base, with Hole)",slate-round-dining-table-36-pedestal-base-with-hole-c0036rsl-2330b-slate-homecrest,Slate,52,Tables,"{'Depth': '36""', 'Width': '36""', 'Height': '29.25""', 'Material': 'Natural Series'}",True,False
5891,C0036RSL+2334B,"Slate Round Balcony Table 36"" (Pedestal Base, with Hole)",slate-round-balcony-table-36-pedestal-base-with-hole-c0036rsl-2334b-slate-homecrest,Slate,52,Tables,"{'Depth': '36""', 'Width': '36""', 'Height': '33.25""', 'Material': 'Natural Series'}",True,False
5892,C0036RSL+2340B,"Slate Round Bar Table 36"" (Pedestal Base, with Hole)",slate-round-bar-table-36-pedestal-base-with-hole-c0036rsl-2340b-slate-homecrest,Slate,52,Tables,"{'Depth': '36""', 'Width': '36""', 'Height': '39.25""', 'Material': 'Natural Series'}",True,False
5893,C0036RSLNU+2330B,"Slate Round Dining Table 36"" (Pedestal Base, no Hole)",slate-round-dining-table-36-pedestal-base-no-hole-c0036rslnu-2330b-slate-homecrest,Slate,52,Tables,"{'Depth': '36""', 'Width': '36""', 'Height': '29.25""', 'Material': 'Natural Series'}",True,False
5894,C0036RSLNU+2334B,"Slate Round Balcony Table 36"" (Pedestal Base, no Hole)",slate-round-balcony-table-36-pedestal-base-no-hole-c0036rslnu-2334b-slate-homecrest,Slate,52,Tables,"{'Depth': '36""', 'Width': '36""', 'Height': '33.25""', 'Material': 'Natural Series'}",True,False
5895,C0036RSLNU+2340B,"Slate Round Bar Table 36"" (Pedestal Base, no Hole)",slate-round-bar-table-36-pedestal-base-no-hole-c0036rslnu-2340b-slate-homecrest,Slate,52,Tables,"{'Depth': '36""', 'Width': '36""', 'Height': '39.25""', 'Material': 'Natural Series'}",True,False
5896,C3636SSL+2330B,"Slate Square Dining Table 36"" (Pedestal Base, with Hole)",slate-square-dining-table-36-pedestal-base-with-hole-c3636ssl-2330b-slate-homecrest,Slate,52,Tables,"{'Depth': '36""', 'Width': '36""', 'Height': '29.25""', 'Material': 'Natural Series'}",True,False
5897,C3636SSL+2334B,"Slate Square Balcony Table 36"" (Pedestal Base, with Hole)",slate-square-balcony-table-36-pedestal-base-with-hole-c3636ssl-2334b-slate-homecrest,Slate,52,Tables,"{'Depth': '36""', 'Width': '36""', 'Height': '33.25""', 'Material': 'Natural Series'}",True,False
5898,C3636SSL+2340B,"Slate Square Bar Table 36"" (Pedestal Base, with Hole)",slate-square-bar-table-36-pedestal-base-with-hole-c3636ssl-2340b-slate-homecrest,Slate,52,Tables,"{'Depth': '36""', 'Width': '36""', 'Height': '39.25""', 'Material': 'Natural Series'}",True,False
5899,C3636SSLNU+2330B,"Slate Square Dining Table 36"" (Pedestal Base, no Hole)",slate-square-dining-table-36-pedestal-base-no-hole-c3636sslnu-2330b-slate-homecrest,Slate,52,Tables,"{'Depth': '36""', 'Width': '36""', 'Height': '29.25""', 'Material': 'Natural Series'}",True,False
5900,C3636SSLNU+2334B,"Slate Square Balcony Table 36"" (Pedestal Base, no Hole)",slate-square-balcony-table-36-pedestal-base-no-hole-c3636sslnu-2334b-slate-homecrest,Slate,52,Tables,"{'Depth': '36""', 'Width': '36""', 'Height': '33.25""', 'Material': 'Natural Series'}",True,False
5901,C3636SSLNU+2340B,"Slate Square Bar Table 36"" (Pedestal Base, no Hole)",slate-square-bar-table-36-pedestal-base-no-hole-c3636sslnu-2340b-slate-homecrest,Slate,52,Tables,"{'Depth': '36""', 'Width': '36""', 'Height': '39.25""', 'Material': 'Natural Series'}",True,False
5902,C0042RSL+3330B,"Slate Round Dining Table 42"" (Pedestal Base, with Hole)",slate-round-dining-table-42-pedestal-base-with-hole-c0042rsl-3330b-slate-homecrest,Slate,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '29.25""', 'Material': 'Natural Series'}",True,False
5903,C0042RSL+3334B,"Slate Round Balcony Table 42"" (Pedestal Base, with Hole)",slate-round-balcony-table-42-pedestal-base-with-hole-c0042rsl-3334b-slate-homecrest,Slate,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '33.25""', 'Material': 'Natural Series'}",True,False
5904,C0042RSL+3340B,"Slate Round Bar Table 42"" (Pedestal Base, with Hole)",slate-round-bar-table-42-pedestal-base-with-hole-c0042rsl-3340b-slate-homecrest,Slate,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '39.25""', 'Material': 'Natural Series'}",True,False
5905,C0042RSLNU+3330B,"Slate Round Dining Table 42"" (Pedestal Base, no Hole)",slate-round-dining-table-42-pedestal-base-no-hole-c0042rslnu-3330b-slate-homecrest,Slate,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '29.25""', 'Material': 'Natural Series'}",True,False
5906,C0042RSLNU+3334B,"Slate Round Balcony Table 42"" (Pedestal Base, no Hole)",slate-round-balcony-table-42-pedestal-base-no-hole-c0042rslnu-3334b-slate-homecrest,Slate,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '33.25""', 'Material': 'Natural Series'}",True,False
5907,C0042RSLNU+3340B,"Slate Round Bar Table 42"" (Pedestal Base, no Hole)",slate-round-bar-table-42-pedestal-base-no-hole-c0042rslnu-3340b-slate-homecrest,Slate,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '39.25""', 'Material': 'Natural Series'}",True,False
5908,C4242SSL+3330B,"Slate Square Dining Table 42"" (Pedestal Base, with Hole)",slate-square-dining-table-42-pedestal-base-with-hole-c4242ssl-3330b-slate-homecrest,Slate,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '29.25""', 'Material': 'Natural Series'}",True,False
5909,C4242SSL+3334B,"Slate Square Balcony Table 42"" (Pedestal Base, with Hole)",slate-square-balcony-table-42-pedestal-base-with-hole-c4242ssl-3334b-slate-homecrest,Slate,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '33.25""', 'Material': 'Natural Series'}",True,False
5910,C4242SSL+3340B,"Slate Square Bar Table 42"" (Pedestal Base, with Hole)",slate-square-bar-table-42-pedestal-base-with-hole-c4242ssl-3340b-slate-homecrest,Slate,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '39.25""', 'Material': 'Natural Series'}",True,False
5911,C4242SSLNU+3330B,"Slate Square Dining Table 42"" (Pedestal Base, no Hole)",slate-square-dining-table-42-pedestal-base-no-hole-c4242sslnu-3330b-slate-homecrest,Slate,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '29.25""', 'Material': 'Natural Series'}",True,False
5912,C4242SSLNU+3334B,"Slate Square Balcony Table 42"" (Pedestal Base, no Hole)",slate-square-balcony-table-42-pedestal-base-no-hole-c4242sslnu-3334b-slate-homecrest,Slate,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '33.25""', 'Material': 'Natural Series'}",True,False
5913,C4242SSLNU+3340B,"Slate Square Bar Table 42"" (Pedestal Base, no Hole)",slate-square-bar-table-42-pedestal-base-no-hole-c4242sslnu-3340b-slate-homecrest,Slate,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '39.25""', 'Material': 'Natural Series'}",True,False
5914,2542SFSL,"Slate Square Dining Table 42"" (Post Base, with Hole)",slate-square-dining-table-42-post-base-with-hole-2542sfsl-slate-homecrest,Slate,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '30.25""', 'Material': 'Aluminum'}",True,False
5915,2542SBSL,"Slate Square Balcony Table 42"" (Post Base, with Hole)",slate-square-balcony-table-42-post-base-with-hole-2542sbsl-slate-homecrest,Slate,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '34.25""', 'Material': 'Aluminum'}",True,False
5916,2542SFSLNU,"Slate Square Dining Table 42"" (Post Base, no Hole)",slate-square-dining-table-42-post-base-no-hole-2542sfslnu-slate-homecrest,Slate,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '30.25""', 'Material': 'Aluminum'}",True,False
5917,2542SBSLNU,"Slate Square Balcony Table 42"" (Post Base, no Hole)",slate-square-balcony-table-42-post-base-no-hole-2542sbslnu-slate-homecrest,Slate,52,Tables,"{'Depth': '42""', 'Width': '42""', 'Height': '34.25""', 'Material': 'Aluminum'}",True,False
5918,C0048RSL+3330B,"Slate Round Dining Table 48"" (Pedestal Base, with Hole)",slate-round-dining-table-48-pedestal-base-with-hole-c0048rsl-3330b-slate-homecrest,Slate,52,Tables,"{'Depth': '48""', 'Width': '48""', 'Height': '29.25""', 'Material': 'Natural Series'}",True,False
5919,C0048RSL+3334B,"Slate Round Balcony Table 48"" (Pedestal Base, with Hole)",slate-round-balcony-table-48-pedestal-base-with-hole-c0048rsl-3334b-slate-homecrest,Slate,52,Tables,"{'Depth': '48""', 'Width': '48""', 'Height': '33.25""', 'Material': 'Natural Series'}",True,False
5920,C0048RSL+3340B,"Slate Round Bar Table 48"" (Pedestal Base, with Hole)",slate-round-bar-table-48-pedestal-base-with-hole-c0048rsl-3340b-slate-homecrest,Slate,52,Tables,"{'Depth': '48""', 'Width': '48""', 'Height': '39.25""', 'Material': 'Natural Series'}",True,False
5921,C0048RSLNU+3330B,"Slate Round Dining Table 48"" (Pedestal Base, no Hole)",slate-round-dining-table-48-pedestal-base-no-hole-c0048rslnu-3330b-slate-homecrest,Slate,52,Tables,"{'Depth': '48""', 'Width': '48""', 'Height': '29.25""', 'Material': 'Natural Series'}",True,False
5922,C0048RSLNU+3334B,"Slate Round Balcony Table 48"" (Pedestal Base, no Hole)",slate-round-balcony-table-48-pedestal-base-no-hole-c0048rslnu-3334b-slate-homecrest,Slate,52,Tables,"{'Depth': '48""', 'Width': '48""', 'Height': '33.25""', 'Material': 'Natural Series'}",True,False
5923,C0048RSLNU+3340B,"Slate Round Bar Table 48"" (Pedestal Base, no Hole)",slate-round-bar-table-48-pedestal-base-no-hole-c0048rslnu-3340b-slate-homecrest,Slate,52,Tables,"{'Depth': '48""', 'Width': '48""', 'Height': '39.25""', 'Material': 'Natural Series'}",True,False
