id,sku,name,mfg_name,cat_name,available_online,quote_only,show_price_online,price,sale_price,is_active,priced,scope
3379,799,Deluxe Auto Tilt Umbrella 10'x10',Galtech International,Umbrellas,True,False,True,1440.00,1080.00,True,True,OUT
3380,636,Manual Tilt Umbrella 9',Galtech International,Umbrellas,True,False,True,480.00,360.00,True,True,OUT
3381,736,Standard Auto Tilt Umbrella 9',Galtech International,Umbrellas,True,False,True,620.00,465.00,True,True,OUT
3382,936,Auto Tilt with LED Lights Umbrella 9',Galtech International,Umbrellas,True,False,True,785.00,589.00,True,True,OUT
3383,986,Auto Tilt with LED Lights Umbrella 11',Galtech International,Umbrellas,True,False,True,1130.00,848.00,True,True,OUT
3384,722,Deluxe Commercial Use 7.5',Galtech International,Umbrellas,True,False,True,830.00,623.00,True,True,OUT
3385,762,Deluxe Commercial Use Square Umbrella 6'x6',Galtech International,Umbrellas,True,False,True,900.00,675.00,True,True,OUT
3386,732,Deluxe Commercial Use Umbrella 9',Galtech International,Umbrellas,True,False,True,975.00,732.00,True,True,OUT
3387,781,Deluxe Commercial Use Flat Profile Umbrella 11',Galtech International,Umbrellas,True,False,True,1305.00,979.00,True,True,OUT
3388,782,Deluxe Commercial Use Square Umbrella 8'x8',Galtech International,Umbrellas,True,False,True,1125.00,844.00,True,True,OUT
3389,791,Deluxe Commercial Use Umbrella 13',Galtech International,Umbrellas,True,False,True,1935.00,1452.00,True,True,OUT
3390,792,Deluxe Commercial Use Umbrella 10'x10',Galtech International,Umbrellas,True,False,True,1380.00,1035.00,True,True,OUT
3391,715,Commercial Use Umbrella 6',Galtech International,Umbrellas,True,False,True,635.00,477.00,True,True,OUT
3392,725,Commercial Use 7.5',Galtech International,Umbrellas,True,False,True,595.00,447.00,True,True,OUT
3393,735,Commercial Use Umbrella 9',Galtech International,Umbrellas,True,False,True,715.00,537.00,True,True,OUT
3394,772,Half Wall 3.5x7',Galtech International,Umbrellas,True,False,True,725.00,544.00,True,True,OUT
3395,121,Cafe Wood 7.5',Galtech International,Umbrellas,True,False,True,550.00,413.00,True,True,OUT
3396,131,All Purpose Wood Umbrella 9',Galtech International,Umbrellas,True,False,True,610.00,458.00,True,True,OUT
3397,132,Double Pulley Wood Umbrella 9',Galtech International,Umbrellas,True,False,True,650.00,488.00,True,True,OUT
3398,136,Commercial Wood Umbrella 9',Galtech International,Umbrellas,True,False,True,765.00,574.00,True,True,OUT
3399,183,Quad Pulley Wood Umbrella 11',Galtech International,Umbrellas,True,False,True,1050.00,788.00,True,True,OUT
3400,887,Cantilever Umbrella 11',Galtech International,Umbrellas,True,False,True,2950.00,2213.00,True,True,OUT
3401,899,Cantilever Umbrella 13',Galtech International,Umbrellas,True,False,True,4310.00,3233.00,True,True,OUT
3402,897,Cantilever Umbrella 10'x10',Galtech International,Umbrellas,True,False,True,3390.00,2543.00,True,True,OUT
3403,532TK,Designer Teak Umbrella 9',Galtech International,Umbrellas,True,False,True,1240.00,930.00,True,True,OUT
3404,537TK,Rotational Tilt Teak Umbrella 9',Galtech International,Umbrellas,True,False,True,1270.00,953.00,True,True,OUT
3405,587TK,Crank Lift Teak Umbrella 11',Galtech International,Umbrellas,True,False,True,1560.00,1170.00,True,True,OUT
